0.001956 sym367
0.034145 sym367
0.002925 sym367
0.001954 sym367
0.001950 sym367
0.002926 sym365 sym371
0.033174 sym368 sym371
0.002926 sym519 sym371
0.053709 sym519 sym534
0.007805 sym474 sym1 sym1 sym511
0.001944 sym95 sym370 sym1 sym1 sym511
0.001961 sym95 sym370 sym1 sym1 sym511
0.001944 sym95 sym370 sym1 sym1 sym511
0.001954 sym95 sym370 sym1 sym1 sym511
0.002925 sym275 sym370 sym1 sym1 sym511
0.023426 sym474 sym370 sym1 sym1 sym511
0.002929 sym474 sym370 sym1 sym1 sym511
0.001946 sym482 sym376 sym500 sym500 sym372
0.001954 sym524 sym370 sym1 sym1 sym511
0.039068 sym525 sym370 sym1 sym1 sym511
0.052689 sym525 sym376 sym500 sym500 sym372
0.001947 sym22 sym95 sym370 sym1 sym1 sym511
0.001954 sym45 sym95 sym370 sym1 sym1 sym511
0.002928 sym45 sym95 sym370 sym1 sym1 sym511
0.002921 sym45 sym95 sym370 sym1 sym1 sym511
0.001955 sym45 sym95 sym370 sym1 sym1 sym511
0.002920 sym45 sym95 sym370 sym1 sym1 sym511
0.001945 sym45 sym95 sym370 sym1 sym1 sym511
0.001949 sym45 sym95 sym370 sym1 sym1 sym511
0.094723 sym50 sym95 sym370 sym1 sym1 sym511
0.004892 sym50 sym95 sym370 sym1 sym1 sym511
0.002929 sym94 sym95 sym370 sym1 sym1 sym511
0.001955 sym94 sym95 sym370 sym1 sym1 sym511
0.017577 sym94 sym95 sym370 sym1 sym1 sym511
0.001954 sym119 sym117 sym370 sym1 sym1 sym511
0.001952 sym156 sym96 sym370 sym1 sym1 sym511
0.001952 sym156 sym96 sym370 sym1 sym1 sym511
0.003915 sym156 sym96 sym370 sym1 sym1 sym511
0.001958 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym253 sym30 sym370 sym1 sym1 sym511
0.002927 sym364 sym95 sym370 sym1 sym1 sym511
0.002925 sym433 sym95 sym370 sym1 sym1 sym511
0.001951 sym474 sym30 sym370 sym1 sym1 sym511
0.002931 sym474 sym94 sym370 sym1 sym1 sym511
0.004864 sym474 sym95 sym370 sym1 sym1 sym511
0.001953 sym474 sym95 sym370 sym1 sym1 sym511
0.072270 sym525 sym95 sym370 sym1 sym1 sym511
0.015623 sym525 sym96 sym370 sym1 sym1 sym511
0.018551 sym525 sym493 sym370 sym1 sym1 sym511
0.001959 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.014676 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.027384 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.005866 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.019575 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.001968 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.027350 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.001950 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.001951 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.071497 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.006842 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.001963 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.002920 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.001959 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.004893 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.001951 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.004889 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.019527 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
1.010365 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.001950 sym326 sym45 sym45 sym95 sym370 sym1 sym1 sym511
0.423150 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.001956 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.005872 sym326 sym33 sym45 sym95 sym370 sym1 sym1 sym511
0.002941 sym326 sym319 sym45 sym95 sym370 sym1 sym1 sym511
0.001952 sym334 sym337 sym45 sym95 sym370 sym1 sym1 sym511
0.001952 sym334 sym337 sym45 sym95 sym370 sym1 sym1 sym511
0.001948 sym360 sym43 sym45 sym95 sym370 sym1 sym1 sym511
0.361709 sym364 sym43 sym45 sym95 sym370 sym1 sym1 sym511
0.001947 sym364 sym43 sym45 sym95 sym370 sym1 sym1 sym511
0.001956 sym364 sym43 sym45 sym95 sym370 sym1 sym1 sym511
0.003920 sym364 sym43 sym45 sym95 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003906 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001955 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003906 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.002919 sym366 sym366 sym45 sym95 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003906 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003905 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003909 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.003906 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym366 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001953 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001954 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
0.001952 sym369 sym366 sym253 sym30 sym370 sym1 sym1 sym511
