# loc — 1357 Tombs of Amascut records from cache.osrs239
# id	symbol
45031	toa_wall_tomb04_transition01_m
45032	toa_wall_tomb04_transition01_het
45033	toa_wall_tomb04_transition01_het_m
45034	toa_wall_tomb05_variant01
45035	toa_wall_tomb05_variant02
45036	toa_wall_tomb06_variant01
45037	toa_wall_tomb06_skull01
45038	toa_wall_tomb07_variant01
45039	toa_wall_tomb07_variant02
45040	toa_wall_tomb07_transition01
45041	toa_wall_tomb07_transition02
45042	toa_wall_tomb07_variant01_dark01
45043	toa_wall_tomb07_variant02_dark01
45044	toa_wall_tomb07_transition01_dark01
45045	toa_wall_tomb07_transition02_dark01
45046	toa_wall_black
45047	toa_wall_black_tall
45048	toa_wall_basic01a
45049	toa_wall_basic01a_dark01
45050	toa_wall_basic01_skull01
45051	toa_wall_basic01b
45052	toa_wall_basic01b_dark01
45053	toa_wall_basic01b_dark02
45054	toa_wall_basic01b_dark03
45055	toa_wall_basic01b_dark04
45056	toa_wall_basic01c
45057	toa_wall_basic02a
45058	toa_wall_basic02b
45059	toa_wall_basic02c
45060	toa_wall_basic02d
45061	toa_wall_basic02d_damaged01
45062	toa_wall_basic03a
45063	toa_wall_mid01a
45064	toa_wall_mid01a_dark1
45065	toa_wall_mid01b
45066	toa_wall_mid02a
45067	toa_wall_mid02b
45068	toa_wall_mid03a
45069	toa_wall_mid03b
45070	toa_wall_high01a
45071	toa_wall_high01b
45072	toa_wall_high02a
45073	toa_wall_high02b
45074	toa_wall_high02b_mirror
45075	toa_wall_high02c
45076	toa_wall_high03a
45077	toa_wall_high03b
45078	toa_wall_high03b_mirror
45079	toa_wall_high03c
45080	toa_wall_high03c_mirror
45081	toa_wall_high03d
45082	toa_wall_high03d_mirror
45083	toa_wall_high03e
45084	toa_wall_high04a
45085	toa_wall_high04b
45086	toa_wall_door01_open
45087	toa_wall_scrolls01
45088	toa_wall_scrolls01_r
45089	toa_wall_scrolls01_l
45090	toa_wall_scrolls02
45091	toa_wall_scrolls2x4
45092	toa_wall_scrolls2x4_m
45093	toa_wall_scrolls02_r
45094	toa_wall_scrolls02_l
45095	toa_wall_scrolls03
45096	toa_wall_pillar01
45097	toa_wall_pillar02
45098	toa_wall_pillar03
45099	toa_wall_scarab01
45100	toa_wall_scarab02
45101	toa_wall_scarab03
45102	toa_wall_retaining01
45103	toa_wall_retaining02
45104	toa_wall_retaining01_cap01
45105	toa_wall_retaining01_cap02
45106	toa_wall_retaining01_cap01_mirror
45107	toa_wall_support03
45108	toa_wall_support04
45109	toa_wall_support05
45110	toa_wall_support06
45111	toa_wall_support07
45112	toa_wall_kephri01
45113	toa_wall_low01
45114	toa_wall_low01_dark01
45115	toa_wall_low01_dark02
45116	toa_wall_low01_dark03
45117	toa_wall_low01_dark04
45118	toa_wall_fence01
45119	toa_wall_mid03tunnel
45120	toa_wall_warden_01
45121	toa_wall_warden_02
45122	toa_wall_warden_02_mirror
45123	toa_wall_warden_03
45124	toa_wall_warden_01_alt01
45125	toa_wall_warden_02_alt01
45126	toa_wall_warden_02_mirror_alt01
45127	toa_wall_warden_03_alt01
45128	toa_door_exit
45129	toa_door_exit_wardens
45130	toa_door_exit_small
45131	toa_door_continue
45132	toa_door_top
45133	toa_door_top02
45134	toa_door_top02_nexus
45135	toa_path_barrier
45136	toa_wardens_barrier
45137	toa_teleport_crystal_continue
45138	toa_teleport_crystal_continue_wardens
45139	toa_scabaras_hints01
45140	toa_scabaras_hints02
45141	toa_dugupsoil_sand_1
45142	toa_dugupsoil_sand_2
45143	toa_dugupsoil_sand_3
45144	toa_entrance_kephri_main
45145	toa_entrance_kephri01
45146	toa_entrance_kephri02
45147	toa_entrance_kephri03
45148	toa_entrance_kephri04
45149	toa_kephri_dung01
45150	toa_kephri_dung02
45151	toa_kephri_dung03
45152	toa_steps_light01
45153	toa_steps_dark01
45154	toa_steps_dark02
45155	toa_steps_dark03
45156	toa_steps_corner01_dark01
45157	toa_steps_corner02_dark01
45158	toa_steps_corner03_light01
45159	toa_steps_stone01
45160	toa_tomb04_tile01_full01_red01
45161	toa_tomb04_tile01_full01_yellow01
45162	toa_tomb04_tile01_half01_green01
45163	toa_tomb04_tile01_half01_red01
45164	toa_tomb04_tile01_half02_green01
45165	toa_tomb04_tile01_half02_red01
45166	toa_tomb04_tile01_edge01_red01
45167	toa_tomb04_tile01_edge01_red01_m
45168	toa_tomb04_tile01_edge01_white01
45169	toa_tomb04_tile01_edge01_white01_m
45170	toa_tomb04_tile01_edge02_red01
45171	toa_tomb04_tile01_edge02_white01
45172	toa_tomb04_tile01_edge02_yellow01
45173	toa_tomb04_tile01_edge02_yellow02
45174	toa_tomb04_tile01_edge03_red01
45175	toa_tomb04_tile01_edge03_red01_m
45176	toa_tomb04_tile01_corner01_white01
45177	toa_tomb04_tile01_corner02_yellow01
45178	toa_tomb04_tile01_corner02_red01
45179	toa_tomb04_tile01_center01_yellow01
45180	toa_tomb04_tile01_center01_yellow01_m
45181	toa_tomb04_tile01_center02_yellow01
45182	toa_tomb04_tile01_center03_yellow01
45183	toa_mural_kephri01
45184	toa_wall_basic01_stonetop01
45185	toa_wall_basic01_stonetop02
45186	toa_wall_basic01_stonetop03
45187	toa_wall_basic01_stonetop01_ground
45188	toa_wall_basic01_stonetop02_ground
45189	toa_wall_basic01_stonetop03_ground
45194	toa_wall_basic01_akkha01
45195	toa_floorkit_akkha01_edge01
45196	toa_floorkit_akkha01_edge02
45197	toa_floorkit_akkha01_edge03
45198	toa_floorkit_akkha01_chunk01
45199	toa_floorkit_akkha01_edge01_mirror
45200	toa_floorkit_akkha01_edge02_mirror
45201	toa_floorkit_akkha01_edge03_mirror
45202	toa_floorkit_akkha01_chunk01_mirror
45203	toa_akkha01_pillar01
45204	toa_brazier01_2x2
45205	toa_scabaras_statue01_3x3
45206	toa_crondis_statue01_3x3
45267	toa_pottery_group01_default01
45268	toa_pottery_group01_scabaras01
45269	toa_pottery_group02_default01
45270	toa_pottery_group02_scabaras01
45271	toa_pottery_group02_het01
45272	toa_pottery_group03_default01
45273	toa_pottery_group03_scabaras01
45274	toa_pottery_group03_het01
45275	toa_pottery_group04_default01
45276	toa_pottery_group05_default01
45277	toa_pottery_group06_default01
45278	toa_pottery_group07_default01
45279	toa_pottery_single01_default01
45280	toa_pottery_single01_scabaras01
45281	toa_pottery_single01_scabaras02
45282	toa_pottery_single01_het01
45283	toa_pottery_single01_het02
45284	toa_pottery_single02_default01
45285	toa_pottery_single03_default01
45286	toa_pottery_single04_default01
45287	toa_pottery_single05_default01
45288	toa_pottery_single06_default01
45289	toa_pottery_single01_broken01
45290	toa_pottery_single01_broken02
45291	toa_pottery_single01_broken01_scabaras01
45292	toa_pottery_single01_broken02_scabaras01
45293	toa_pottery_single01_broken01_het01
45294	toa_pottery_single01_broken02_het01
45295	toa_pottery_single02_broken01
45296	toa_pottery_single02_broken02
45297	toa_pottery_single03_broken01
45310	toa_pillar01_ornate01_shadow01
45311	toa_pillar01_ornate01_shadow02
45312	toa_pillar01_ornate01_shadow03
45313	toa_pillar01_ornate01_shadow04
45314	toa_chasm_tomb01
45315	toa_chasm_tomb01_noblock
45316	toa_chasm_tomb01_end01
45317	toa_chasm_tomb01_double01
45318	toa_chasm_tomb01_cornjoin01
45319	toa_chasm_tomb01_cornjoin01_m
45322	toa_bones01_skeleton01
45323	toa_bones01_skeleton02
45324	toa_bones01_skeleton03
45325	toa_bones01_default01
45326	toa_bones01_default02
45327	toa_bones01_default03
45328	toa_bones02_skeleton01
45329	toa_bones02_skeleton02
45330	toa_bones02_skeleton03
45331	toa_bones02_default01
45332	toa_bones02_default02
45333	toa_bones02_default03
45334	toa_fx_fire01_small01
45335	toa_scabaras_barrier
45336	toa_scabaras_barrier_active
45337	toa_scabaras_continue
45338	toa_scabaras_simonsays_button
45339	toa_scabaras_totaltiles_tablet
45340	toa_scabaras_simonsays_tile_up
45341	toa_scabaras_simonsays_tile_down
45342	toa_scabaras_simonsays_tile_down_player
45343	toa_scabaras_spawn_hole
45344	toa_scabaras_lightsout_tile_off
45345	toa_scabaras_totaltiles_tile1
45346	toa_scabaras_totaltiles_tile2
45347	toa_scabaras_totaltiles_tile3
45348	toa_scabaras_totaltiles_tile4
45349	toa_scabaras_totaltiles_tile5
45350	toa_scabaras_totaltiles_tile6
45351	toa_scabaras_totaltiles_tile7
45352	toa_scabaras_totaltiles_tile8
45353	toa_scabaras_totaltiles_tile9
45354	toa_scabaras_swarm
45355	toa_scabaras_final_button
45356	toa_scabaras_memorygame_button1
45357	toa_scabaras_memorygame_button2
45358	toa_scabaras_memorygame_button3
45359	toa_scabaras_memorygame_button4
45360	toa_scabaras_memorygame_button5
45361	toa_scabaras_memorygame_button6
45362	toa_scabaras_memorygame_button7
45363	toa_scabaras_memorygame_button8
45364	toa_scabaras_memorygame_button9
45365	toa_scabaras_memorygame_tile1
45366	toa_scabaras_memorygame_tile2
45367	toa_scabaras_memorygame_tile3
45368	toa_scabaras_memorygame_tile4
45369	toa_scabaras_memorygame_tile5
45370	toa_scabaras_memorygame_tile6
45371	toa_scabaras_memorygame_tile7
45372	toa_scabaras_memorygame_tile8
45373	toa_scabaras_memorygame_tile9
45374	toa_scabaras_divider
45382	toa_tomb_tiles01_scabaras
45383	toa_tomb_tiles02_scabaras
45384	toa_scabaras_fx01
45385	toa_scabaras_fx02
45386	toa_scabaras_fx03
45387	toa_scabaras_fx04
45388	toa_scabaras_fx05
45389	toa_scabaras_fx06
45390	toa_scabaras_fx07
45391	toa_scabaras_fx08
45392	toa_scabaras_fx09
45393	toa_scabaras_fx10
45394	toa_scabaras_fx11
45395	toa_scabaras_fx12
45396	toa_scabaras_stepping_stone
45397	toa_path_crondis_continue
45398	toa_crondis_water_source
45399	toa_crondis_water_source_empty
45400	toa_crondis_waterfall_floor_01
45401	toa_crondis_waterfall_floor_01_mirror
45402	toa_crondis_waterfall_floor_02
45403	toa_crondis_orb
45404	toa_crondis_bush_01
45405	toa_crondis_bush_01_recol
45406	toa_crondis_bush_02
45407	toa_crondis_bush_02_recol
45408	toa_crondis_bush_03
45409	toa_crondis_bush_03_recol
45410	toa_crondis_bush_04
45411	toa_crondis_bush_04_recol
45412	toa_crondis_bush_05
45413	toa_crondis_bush_06
45414	toa_crondis_column_trap
45415	toa_crondis_row_trap
45416	toa_crondis_row_trap_fire
45417	toa_wall_crondis01
45418	toa_crondis_poison_tile
45419	toa_crondis_poison_tile_recol01
45420	toa_crondis_poison_tile_recol02
45421	toa_crondis_poison_tile_inactive
45422	toa_crondis_poison_tile_edge01
45423	toa_crondis_poison_tile_edge01_mirror
45424	toa_crondis_poison_tile_edge01_recol
45425	toa_crondis_poison_tile_edge02
45426	toa_crondis_skewsteps_plain
45427	toa_crondis_skewsteps_light
45428	toa_crondis_skewsteps_corner
45429	toa_crondis_skewsteps_corner_light
45430	toa_crondis_dirtpatch
45431	toa_wall02_crocodiles01
45432	toa_wall02_crocodiles02
45433	toa_wall02_crocodiles03
45434	toa_wall02_crocodiles04
45435	toa_wall02_crocodiles05
45436	toa_wall02_crocodiles06
45437	toa_crondis_patch01_edge01
45438	toa_crondis_patch01_edge02
45439	toa_crondis_patch01_edge03
45440	toa_crondis_patch01_corner01
45441	toa_crondis_patch01_corner02
45442	toa_crondis_dugupsoil01
45443	toa_crondis_dugupsoil02
45444	toa_crondis_dugupsoil03
45453	toa_crondis_exit
45454	toa_crondis_exit_top
45455	toa_het_mirror
45456	toa_het_mirror_fixed
45457	toa_het_mirror_dirty
45458	toa_het_barrier_internal
45459	toa_het_barrier_internal_rising
45460	toa_het_barrier_end
45461	toa_het_barrier_end_rising
45462	toa_het_barrier_destructable_internal
45463	toa_het_barrier_destructable_internal_rising
45464	toa_het_barrier_destructable_end
45465	toa_het_barrier_destructable_end_rising
45466	toa_het_barrier_destroyed
45467	toa_het_mirror_destroyed
45468	toa_het_statue_parent
45469	toa_het_statue_pickaxe_empty01
45470	toa_het_statue_pickaxe_bronze01
45471	toa_het_statue_pickaxe_iron01
45472	toa_het_statue_pickaxe_steel01
45473	toa_het_statue_pickaxe_black01
45474	toa_het_statue_pickaxe_mithril01
45475	toa_het_statue_pickaxe_adamant01
45476	toa_het_statue_pickaxe_rune01
45477	toa_het_statue_pickaxe_gilded01
45478	toa_het_statue_pickaxe_dragon01
45479	toa_het_statue_pickaxe_dragon02
45480	toa_het_statue_pickaxe_dragon03
45481	toa_het_statue_pickaxe_3rdage01
45482	toa_het_statue_pickaxe_infernal01
45483	toa_het_statue_pickaxe_crystal01
45484	toa_het_statue_pickaxe_trailblazer01
45485	toa_het_target
45486	toa_het_source
45487	toa_het_barrier_mound
45488	toa_het_goal_box
45489	toa_het_goal_dead
45490	toa_het_goal
45491	toa_het_rubble
45492	toa_het_pillar01
45493	toa_path_apmeken_venom_pool
45494	toa_path_apmeken_pillar
45495	toa_path_apmeken_pillar_shaking
45496	toa_path_apmeken_pillar_no_repair
45497	toa_path_apmeken_hammers
45498	toa_path_apmeken_potions
45499	toa_path_apmeken_vent
45500	toa_path_apmeken_continue
45501	toa_path_apmeken_transition
45502	toa_path_apmeken_transition_m
45503	kephri_door
45504	kephri_dung
45505	kephri_teleport
45506	zebak_teleport
45507	toa_zebak_bubbles
45508	toa_zebak_water
45509	toa_zebak_climbing_rock
45510	toa_zebak_debris01
45511	toa_zebak_debris01_mirror
45512	toa_zebak_debris02
45513	toa_zebak_debris02_mirror
45514	toa_zebak_debris03
45515	toa_zebak_debris03_mirror
45516	toa_zebak_pillar01
45517	toa_zebak_pillar02
45518	toa_zebak_ribcage01
45519	toa_zebak_wall01_basic01c
45520	toa_zebak_wall01_basic01b
45521	toa_zebak_wall01_basic01d
45522	toa_wall_crocodiles01
45523	toa_wall_crocodiles02
45524	toa_wall_crocodiles03
45525	toa_wall_crocodiles04
45526	toa_zebak_pottery01_default01
45527	toa_zebak_pottery08_sunken01
45528	toa_zebak_pottery08_broken01
45529	toa_zebak_pottery08_broken02
45530	toa_zebak_pillar04_default01
45531	toa_zebak_pillar04_shake01
45532	toa_zebak_crocodile01_sunken01
45533	toa_zebak_bush_01
45534	toa_zebak_bush_02
45535	toa_zebak_bush_03
45536	toa_zebak_bush_04
45537	toa_zebak_bush_05
45538	toa_zebak_ripple01
45539	toa_zebak_ripple02
45540	toa_zebak_debris_stone
45541	toa_zebak_debris_stone02
45542	toa_zebak_debris_stone03
45543	toa_zebak_exit
45544	toa_zebak_door_top
45545	toa_zebak_rocks01
45546	toa_zebak_rocks02
45547	toa_zebak_rocks03
45548	toa_zebak_rocks04
45549	toa_zebak_rocks05
45550	toa_zebak_dugupsoil01
45551	toa_zebak_dugupsoil02
45569	toa_zebak_pillar05
45570	toa_zebak_vomit01
45571	toa_zebak_vomit02
45572	toa_zebak_vomit03
45573	toa_zebak_vomit04
45574	toa_zebak_vomit05
45575	toa_zebak_vomit06
45576	toa_zebak_vomit07
45577	toa_zebak_shield01
45580	wardens_p3_indicator
45581	wardens_p3_indicator_final
45582	toa_wardens_pillar01
45583	toa_wardens_pillar02
45584	toa_wardens_drip
45585	toa_wardens_floortrim01
45586	toa_wardens_floortrim02
45587	toa_wardens_floortrim03
45588	toa_wardens_floortrim04
45589	toa_wardens_pool_filler01
45590	toa_wardens_pool_straight01
45591	toa_wardens_pool_straight02
45592	toa_wardens_pool_straight02_mirror
45593	toa_wardens_pool_channel_straight01
45594	toa_wardens_pool_channel_connector01
45595	toa_wardens_pool_channel_diagonal01
45596	toa_wardens_pool_channel_diagonal_connector01
45597	toa_wardens_pool_channel_diagonal_connector01_mirror
45598	toa_wardens_pool_corner_outside01
45599	toa_wardens_pool_corner_inside01
45600	toa_wardens_pool_broken_floor
45601	toa_wardens_default_steps_straight
45602	toa_wardens_default_steps_straight_filler
45603	toa_wardens_default_steps_corner
45604	toa_wardens_default_steps_corner02
45605	toa_wardens_default_charging_platform
45606	toa_wardens_default_charging_platform_0
45607	toa_wardens_default_charging_platform_1
45608	toa_wardens_default_charging_platform_2
45609	toa_wardens_default_charging_platform_3
