framemap_id,seq_id,kind,frame_count,seq_name
759,510,classic,8,
759,511,classic,8,
759,512,classic,8,
759,513,classic,8,
759,514,classic,11,
759,515,classic,12,
759,516,classic,12,
759,517,classic,12,
759,518,classic,12,
759,519,classic,12,
759,520,classic,11,
759,521,classic,11,
762,522,classic,9,
757,523,classic,9,
784,524,classic,7,
735,525,classic,4,
765,526,classic,11,
766,527,classic,6,
0,528,classic,8,
0,529,classic,17,
0,530,classic,17,
0,531,classic,17,
0,532,classic,15,
0,533,classic,15,
0,534,classic,5,
0,535,classic,11,
0,536,classic,10,
0,537,classic,11,
0,538,classic,10,
0,539,classic,13,
0,540,classic,11,
0,541,classic,12,
0,542,classic,12,
0,543,classic,11,
0,544,classic,12,
0,545,classic,12,
0,546,classic,10,
0,547,classic,9,
0,548,classic,10,
0,549,classic,9,
0,550,classic,9,
0,551,classic,9,
0,552,classic,6,
0,553,classic,6,
82,554,classic,40,
82,555,classic,64,
82,556,classic,74,
82,557,classic,106,
84,558,classic,40,
84,559,classic,64,
84,560,classic,88,
84,561,classic,106,
82,562,classic,40,
82,563,classic,64,
82,564,classic,74,
82,565,classic,106,
82,566,classic,22,
82,567,classic,40,
82,568,classic,64,
82,569,classic,88,
82,570,classic,106,
82,571,classic,40,
82,572,classic,64,
82,573,classic,74,
82,574,classic,106,
82,575,classic,40,
82,576,classic,64,
82,577,classic,74,
82,578,classic,106,
82,579,classic,40,
81,580,classic,12,
1492,581,classic,11,
0,582,classic,11,
1631,583,classic,13,
80,584,classic,40,
80,585,classic,64,
80,586,classic,74,
80,587,classic,106,
82,588,classic,40,
82,589,classic,64,
82,590,classic,74,
82,591,classic,106,
82,592,classic,40,
82,593,classic,64,
82,594,classic,74,
82,595,classic,106,
82,596,classic,40,
82,597,classic,64,
82,598,classic,88,
82,599,classic,106,
82,600,classic,40,
82,601,classic,64,
82,602,classic,74,
82,603,classic,106,
82,604,classic,17,
82,605,classic,40,
82,606,classic,64,
82,607,classic,88,
82,608,classic,106,
82,609,classic,30,
82,610,classic,40,
82,611,classic,64,
82,612,classic,74,
82,613,classic,106,
82,614,classic,40,
82,615,classic,64,
82,616,classic,88,
82,617,classic,106,
0,618,classic,42,
0,619,classic,44,
0,620,classic,44,
0,621,classic,44,
0,622,classic,19,
0,623,classic,2,
0,624,classic,107,
0,625,classic,107,
0,626,classic,107,
0,627,classic,107,
0,628,classic,107,
0,629,classic,107,
250,630,classic,78,
250,631,classic,78,
250,632,classic,88,
250,633,classic,88,
250,634,classic,46,
250,635,classic,46,
250,636,classic,16,
250,637,classic,16,
250,638,classic,44,
250,639,classic,128,
250,640,classic,128,
250,641,classic,88,
0,642,classic,6,
771,643,classic,17,
0,644,classic,6,
0,645,classic,39,
257,646,classic,6,
882,647,classic,24,
865,648,classic,21,
870,649,classic,12,
864,650,classic,16,
924,651,classic,16,
866,652,classic,21,
863,653,classic,14,
0,654,classic,40,
867,655,classic,17,
869,656,classic,8,
868,657,classic,13,
900,658,classic,12,
902,659,classic,4,
901,660,classic,8,
837,661,classic,8,
836,662,classic,8,
832,663,classic,8,
831,664,classic,12,
2150,665,classic,19,
2150,666,classic,42,
2150,667,classic,19,
843,668,classic,12,
845,669,classic,8,
844,670,classic,8,
921,671,classic,12,
923,672,classic,8,
922,673,classic,14,
849,674,classic,12,
851,675,classic,3,
850,676,classic,9,
853,677,classic,15,
853,678,classic,21,
853,679,classic,27,
838,680,classic,12,
909,681,classic,12,
911,682,classic,8,
910,683,classic,8,
846,684,classic,12,
848,685,classic,8,
847,686,classic,7,
2135,687,classic,25,
840,688,classic,31,
854,689,classic,15,
854,690,classic,21,
918,691,classic,14,
920,692,classic,3,
919,693,classic,8,
915,694,classic,12,
916,695,classic,16,
856,696,classic,12,
858,697,classic,8,
857,698,classic,12,
903,699,classic,12,
904,700,classic,8,
862,701,classic,11,
859,702,classic,26,
861,703,classic,9,
860,704,classic,20,
839,705,classic,34,
905,706,classic,96,
0,707,classic,16,
0,708,classic,17,
0,709,classic,21,
0,710,classic,8,
0,711,classic,12,
0,712,classic,30,
0,713,classic,42,
0,714,classic,12,
0,715,classic,12,
0,716,classic,12,
0,717,classic,12,
0,718,classic,12,
0,719,classic,15,
0,720,classic,21,
0,721,classic,27,
0,722,classic,12,
0,723,classic,12,
0,724,classic,12,
0,725,classic,20,
0,726,classic,31,
0,727,classic,14,
0,728,classic,12,
0,729,classic,12,
751,730,classic,6,
753,731,classic,4,
752,732,classic,12,
0,733,classic,16,
0,734,classic,34,
0,735,classic,12,
0,736,classic,17,
0,737,classic,8,
0,738,classic,1,
0,739,classic,1,
0,740,classic,8,
0,741,classic,8,
0,742,classic,8,
0,743,classic,7,
0,744,classic,7,
0,745,classic,2,
0,746,classic,16,
0,747,classic,1,
0,748,classic,24,
0,749,classic,16,
0,750,classic,17,
0,751,classic,36,
0,752,classic,5,
0,753,classic,5,
0,754,classic,6,
0,755,classic,2,
0,756,classic,6,
0,757,classic,2,
0,758,classic,5,
0,759,classic,5,
0,760,classic,6,
0,761,classic,6,
0,762,classic,8,
0,763,classic,2,
0,764,classic,29,
0,765,classic,9,
0,766,classic,8,
0,767,classic,11,
0,768,classic,32,
0,769,classic,12,
0,770,classic,30,
0,771,classic,30,
0,772,classic,9,
0,773,classic,4,
0,774,classic,5,
0,775,classic,9,
0,776,classic,8,
0,777,classic,4,
0,778,classic,13,
0,779,classic,13,
0,780,classic,9,
0,781,classic,1,
0,782,classic,10,
0,783,classic,8,
0,784,classic,40,
215,785,classic,16,
215,786,classic,16,
263,787,classic,4,
259,788,classic,7,
260,789,classic,7,
881,790,classic,30,
0,791,classic,30,
0,792,classic,2,
0,793,classic,10,
0,794,classic,7,
0,795,classic,17,
0,796,classic,1,
0,797,classic,12,
0,798,classic,15,
0,799,classic,6,
0,800,classic,20,
0,801,classic,14,
0,802,classic,15,
0,803,classic,7,
0,804,classic,7,
0,805,classic,19,
0,806,classic,8,
0,807,classic,14,
0,808,classic,16,
0,809,classic,16,
0,810,classic,9,
0,811,classic,17,
0,812,classic,17,
0,813,classic,16,
0,814,classic,15,
0,815,classic,15,
0,816,classic,15,
0,817,classic,15,
0,818,classic,24,
0,819,classic,16,
0,820,classic,16,
0,821,classic,16,
0,822,classic,16,
0,823,classic,16,
0,824,classic,24,
0,825,classic,16,
0,826,classic,16,
0,827,classic,17,
0,828,classic,30,
0,829,classic,10,
0,830,classic,8,
0,831,classic,8,
0,832,classic,10,
0,833,classic,10,
0,834,classic,9,
0,835,classic,9,
0,836,classic,35,
0,837,classic,5,
0,838,classic,2,
0,839,classic,10,
2165,840,classic,96,
0,841,classic,8,
0,842,classic,12,
0,843,classic,7,
0,844,classic,8,
0,845,classic,2,
0,846,classic,11,
0,847,classic,16,
0,848,classic,16,
0,849,classic,7,
0,850,classic,7,
0,851,classic,7,
0,852,classic,7,
0,853,classic,6,
0,854,classic,6,
0,855,classic,27,
0,856,classic,24,
0,857,classic,44,
0,858,classic,25,
0,859,classic,30,
0,860,classic,19,
0,861,classic,43,
0,862,classic,35,
0,863,classic,30,
0,864,classic,21,
0,865,classic,39,
0,866,classic,76,
0,867,classic,10,
0,868,classic,8,
0,869,classic,10,
0,870,classic,8,
0,871,classic,10,
0,872,classic,8,
0,873,classic,10,
0,874,classic,8,
0,875,classic,10,
0,876,classic,8,
0,877,classic,10,
0,878,classic,8,
0,879,classic,10,
0,880,classic,8,
0,881,classic,13,
0,882,classic,18,
0,883,classic,23,
0,884,classic,21,
0,885,classic,21,
0,886,classic,21,
0,887,classic,21,
0,888,classic,21,
0,889,classic,21,
0,890,classic,21,
0,891,classic,21,
0,892,classic,21,
0,893,classic,19,
0,894,classic,21,
0,895,classic,15,
0,896,classic,38,
0,897,classic,19,
0,898,classic,28,
0,899,classic,29,
297,900,classic,2,
729,901,classic,7,
258,902,classic,4,
262,903,classic,33,
0,904,classic,1,
0,905,classic,19,
0,906,classic,12,
767,907,classic,4,
0,908,classic,34,
0,909,classic,21,
0,910,classic,8,
0,911,classic,8,
756,912,classic,16,
877,913,classic,87,
763,914,classic,10,
0,915,classic,7,
0,916,classic,2,
692,917,classic,22,
0,918,classic,23,
0,919,classic,23,
0,920,classic,23,
0,921,classic,23,
436,922,classic,10,
0,923,classic,9,
895,924,classic,9,
461,925,classic,2,
461,926,classic,2,
461,927,classic,2,
297,928,classic,11,
0,929,classic,8,
855,930,classic,14,
0,931,classic,12,
334,932,classic,2,
334,933,classic,8,
249,934,classic,1,
249,935,classic,1,
249,936,classic,1,
249,937,classic,1,
249,938,classic,1,
249,939,classic,1,
249,940,classic,1,
249,941,classic,1,
249,942,classic,1,
249,943,classic,1,
249,944,classic,1,
249,945,classic,1,
249,946,classic,1,
249,947,classic,1,
249,948,classic,1,
248,949,classic,1,
248,950,classic,1,
248,951,classic,1,
248,952,classic,1,
248,953,classic,1,
248,954,classic,1,
248,955,classic,1,
248,956,classic,1,
248,957,classic,1,
248,958,classic,1,
248,959,classic,1,
248,960,classic,1,
248,961,classic,1,
248,962,classic,1,
248,963,classic,1,
248,964,classic,1,
248,965,classic,1,
248,966,classic,1,
248,967,classic,1,
248,968,classic,1,
248,969,classic,1,
248,970,classic,1,
248,971,classic,1,
248,972,classic,1,
248,973,classic,1,
248,974,classic,1,
248,975,classic,1,
248,976,classic,1,
248,977,classic,1,
248,978,classic,1,
248,979,classic,1,
248,980,classic,1,
248,981,classic,1,
248,982,classic,1,
248,983,classic,1,
248,984,classic,1,
248,985,classic,1,
248,986,classic,1,
248,987,classic,1,
248,988,classic,1,
248,989,classic,1,
248,990,classic,1,
248,991,classic,1,
248,992,classic,1,
248,993,classic,1,
248,994,classic,1,
248,995,classic,1,
248,996,classic,1,
248,997,classic,1,
248,998,classic,1,
248,999,classic,1,
248,1000,classic,1,
248,1001,classic,1,
248,1002,classic,1,
248,1003,classic,1,
248,1004,classic,1,
248,1005,classic,1,
248,1006,classic,1,
1533,1007,classic,16,
1533,1008,classic,16,
1533,1009,classic,25,
1533,1010,classic,12,
382,1011,classic,9,
1533,1012,classic,13,
1533,1013,classic,43,
1539,1014,classic,10,
1539,1015,classic,27,
379,1016,classic,9,
379,1017,classic,9,
380,1018,classic,3,
380,1019,classic,15,
380,1020,classic,1,
380,1021,classic,9,
380,1022,classic,4,
381,1023,classic,9,
261,1024,classic,15,
321,1025,classic,10,
0,1026,classic,15,
487,1027,classic,7,
487,1028,classic,7,
487,1029,classic,10,
487,1030,classic,10,
487,1031,classic,8,
487,1032,classic,10,
486,1033,classic,5,
486,1034,classic,8,
486,1035,classic,8,
486,1036,classic,7,
486,1037,classic,8,
486,1038,classic,8,
485,1039,classic,6,
485,1040,classic,10,
485,1041,classic,9,
485,1042,classic,5,
485,1043,classic,14,
488,1044,classic,11,
488,1045,classic,5,
488,1046,classic,7,
488,1047,classic,5,
488,1048,classic,12,
482,1049,classic,14,
482,1050,classic,14,
483,1051,classic,8,
484,1052,classic,20,
489,1053,classic,8,
905,1054,classic,56,
712,1055,classic,11,
0,1056,classic,11,
0,1057,classic,11,
0,1058,classic,10,
894,1059,classic,10,
0,1060,classic,19,
897,1061,classic,19,
0,1062,classic,18,
896,1063,classic,18,
0,1064,classic,9,
898,1065,classic,9,
905,1066,classic,32,
0,1067,classic,9,
0,1068,classic,8,
441,1069,classic,8,
442,1070,classic,8,
930,1071,classic,11,
927,1072,classic,4,
928,1073,classic,4,
0,1074,classic,20,
431,1075,classic,6,
926,1076,classic,11,
0,1077,classic,11,
0,1078,classic,5,
929,1079,classic,8,
929,1080,classic,8,
929,1081,classic,9,
929,1082,classic,9,
929,1083,classic,12,
0,1084,classic,21,
604,1085,classic,12,
604,1086,classic,4,
604,1087,classic,7,
604,1088,classic,9,
604,1089,classic,21,
604,1090,classic,21,
604,1091,classic,12,
604,1092,classic,4,
604,1093,classic,7,
604,1094,classic,9,
604,1095,classic,11,
602,1096,classic,9,
603,1097,classic,12,
601,1098,classic,11,
605,1099,classic,10,
0,1100,classic,12,
606,1101,classic,5,
607,1102,classic,9,
91,1103,classic,54,
87,1104,classic,6,
0,1105,classic,17,
0,1106,classic,13,
89,1107,classic,12,
88,1108,classic,9,
85,1109,classic,10,
0,1110,classic,21,
86,1111,classic,10,
86,1112,classic,1,
0,1113,classic,12,
0,1114,classic,12,
0,1115,classic,29,
0,1116,classic,15,
0,1117,classic,17,
0,1118,classic,14,
0,1119,classic,17,
0,1120,classic,16,
0,1121,classic,17,
0,1122,classic,14,
0,1123,classic,17,
0,1124,classic,15,
0,1125,classic,28,
83,1126,classic,14,
264,1127,classic,16,
0,1128,classic,15,
0,1129,classic,11,
0,1130,classic,17,
0,1131,classic,15,
227,1132,classic,33,
227,1133,classic,33,
227,1134,classic,33,
266,1135,classic,9,
266,1136,classic,9,
0,1137,classic,4,
265,1138,classic,27,
461,1139,classic,8,
461,1140,classic,8,
461,1141,classic,8,
461,1142,classic,10,
462,1143,classic,10,
0,1144,classic,2,
0,1145,classic,9,
0,1146,classic,8,
0,1147,classic,2,
0,1148,classic,24,
204,1149,classic,1,
204,1150,classic,33,
204,1151,classic,33,
204,1152,classic,33,
204,1153,classic,33,
204,1154,classic,33,
204,1155,classic,33,
0,1156,classic,17,
0,1157,classic,26,
461,1158,classic,15,
461,1159,classic,3,
673,1160,classic,18,
0,1161,classic,8,
0,1162,classic,12,
0,1163,classic,12,
0,1164,classic,12,
0,1165,classic,12,
0,1166,classic,12,
0,1167,classic,14,
0,1168,classic,12,
0,1169,classic,12,
1425,1170,classic,21,
1425,1171,classic,21,
1422,1172,classic,37,
1422,1173,classic,37,
574,1174,classic,9,
574,1175,classic,9,
577,1176,classic,4,
577,1177,classic,13,
1425,1178,classic,15,
577,1179,classic,17,
577,1180,classic,1,
577,1181,classic,9,
577,1182,classic,7,
575,1183,classic,2,
575,1184,classic,7,
1422,1185,classic,27,
575,1186,classic,9,
575,1187,classic,13,
1422,1188,classic,37,
575,1189,classic,8,
575,1190,classic,5,
0,1191,classic,10,
0,1192,classic,27,
0,1193,classic,44,
0,1194,classic,10,
0,1195,classic,31,
0,1196,classic,33,
315,1197,classic,8,
315,1198,classic,4,
315,1199,classic,8,
315,1200,classic,8,
315,1201,classic,9,
315,1202,classic,9,
0,1203,classic,16,
899,1204,classic,16,
0,1205,classic,16,
0,1206,classic,8,
0,1207,classic,4,
0,1208,classic,4,
0,1209,classic,4,
0,1210,classic,24,
622,1211,classic,11,
620,1212,classic,9,
631,1213,classic,4,
634,1214,classic,4,
633,1215,classic,7,
633,1216,classic,1,
632,1217,classic,15,
632,1218,classic,1,
635,1219,classic,6,
1933,1220,classic,65,
1932,1221,classic,16,
1934,1222,classic,1,
1934,1223,classic,1,
1934,1224,classic,1,
1934,1225,classic,5,
1934,1226,classic,5,
1934,1227,classic,23,
1934,1228,classic,34,
625,1229,classic,9,
623,1230,classic,11,
628,1231,classic,1,
628,1232,classic,7,
629,1233,classic,7,
621,1234,classic,7,
630,1235,classic,64,
0,1236,classic,9,
0,1237,classic,17,
0,1238,classic,11,
0,1239,classic,39,
0,1240,classic,10,
0,1241,classic,2,
329,1242,classic,12,
329,1243,classic,8,
329,1244,classic,12,
329,1245,classic,8,
329,1246,classic,7,
743,1247,classic,10,
0,1248,classic,15,
0,1249,classic,15,
1425,1250,classic,21,
575,1251,classic,11,
0,1252,classic,26,
297,1253,classic,9,
209,1254,classic,17,
209,1255,classic,17,
209,1256,classic,22,
905,1257,classic,32,
0,1258,classic,21,
461,1259,classic,7,
679,1260,classic,24,
680,1261,classic,17,
680,1262,classic,9,
0,1263,classic,23,
0,1264,classic,11,
0,1265,classic,17,
0,1266,classic,17,
0,1267,classic,21,
0,1268,classic,9,
678,1269,classic,8,
678,1270,classic,2,
678,1271,classic,8,
678,1272,classic,17,
678,1273,classic,13,
638,1274,classic,6,
0,1275,classic,3,
638,1276,classic,9,
638,1277,classic,5,
638,1278,classic,5,
638,1279,classic,7,
0,1280,classic,21,
649,1281,classic,4,
649,1282,classic,6,
649,1283,classic,11,
649,1284,classic,11,
650,1285,classic,9,
649,1286,classic,10,
649,1287,classic,27,
649,1288,classic,27,
651,1289,classic,2,
651,1290,classic,2,
651,1291,classic,6,
651,1292,classic,6,
646,1293,classic,1,
646,1294,classic,1,
646,1295,classic,1,
646,1296,classic,1,
646,1297,classic,1,
646,1298,classic,1,
646,1299,classic,1,
646,1300,classic,1,
646,1301,classic,1,
646,1302,classic,1,
647,1303,classic,1,
647,1304,classic,1,
648,1305,classic,7,
0,1306,classic,8,
0,1307,classic,9,
649,1308,classic,34,
0,1309,classic,21,
539,1310,classic,4,
539,1311,classic,8,
539,1312,classic,6,
539,1313,classic,6,
539,1314,classic,7,
539,1315,classic,1,
539,1316,classic,7,
199,1317,classic,11,
0,1318,classic,12,
0,1319,classic,12,
0,1320,classic,15,
0,1321,classic,6,
0,1322,classic,12,
0,1323,classic,8,
0,1324,classic,8,
0,1325,classic,4,
0,1326,classic,4,
0,1327,classic,10,
0,1328,classic,6,
0,1329,classic,6,
0,1330,classic,12,
0,1331,classic,18,
0,1332,classic,9,
0,1333,classic,19,
686,1334,classic,9,
0,1335,classic,54,
0,1336,classic,54,
0,1337,classic,54,
538,1338,classic,9,
538,1339,classic,8,
538,1340,classic,6,
538,1341,classic,8,
538,1342,classic,9,
538,1343,classic,11,
538,1344,classic,8,
538,1345,classic,8,
538,1346,classic,8,
535,1347,classic,12,
537,1348,classic,12,
536,1349,classic,12,
