0.001955 sym342
0.007814 sym342
0.002930 sym340 sym346
0.002927 sym520 sym352
0.002925 sym520 sym606
0.002925 sym520 sym607
0.012694 sym520 sym544
0.001953 sym520 sym404 sym170
0.001951 sym520 sym351 sym170
0.002925 sym520 sym354 sym170
0.002929 sym520 sym357 sym170
0.002929 sym520 sym603 sym170
0.002931 sym520 sym605 sym170
0.002926 sym520 sym608 sym170
0.002929 sym520 sym614 sym170
0.004886 sym472 sym1 sym1 sym509
0.001971 sym534 sym1 sym1 sym509
0.001952 sym19 sym345 sym1 sym1 sym509
0.002927 sym88 sym345 sym1 sym1 sym509
0.001951 sym88 sym345 sym1 sym1 sym509
0.002926 sym88 sym345 sym1 sym1 sym509
0.001951 sym360 sym370 sym495 sym495 sym347
0.019527 sym472 sym345 sym1 sym1 sym509
0.003909 sym472 sym345 sym1 sym1 sym509
0.001951 sym476 sym345 sym1 sym1 sym509
0.035159 sym534 sym345 sym1 sym1 sym509
0.075167 sym534 sym364 sym495 sym495 sym347
0.003903 sym33 sym88 sym345 sym1 sym1 sym509
0.070314 sym33 sym88 sym345 sym1 sym1 sym509
0.020500 sym33 sym88 sym345 sym1 sym1 sym509
0.061519 sym33 sym88 sym345 sym1 sym1 sym509
0.005864 sym33 sym88 sym345 sym1 sym1 sym509
0.004884 sym33 sym88 sym345 sym1 sym1 sym509
0.001949 sym33 sym88 sym345 sym1 sym1 sym509
0.001950 sym33 sym88 sym345 sym1 sym1 sym509
0.002928 sym35 sym88 sym345 sym1 sym1 sym509
0.001953 sym35 sym88 sym345 sym1 sym1 sym509
0.002931 sym61 sym19 sym345 sym1 sym1 sym509
0.003926 sym149 sym89 sym345 sym1 sym1 sym509
0.001952 sym341 sym19 sym345 sym1 sym1 sym509
0.001958 sym341 sym19 sym345 sym1 sym1 sym509
0.001955 sym341 sym19 sym345 sym1 sym1 sym509
0.001952 sym341 sym19 sym345 sym1 sym1 sym509
0.001954 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym19 sym345 sym1 sym1 sym509
0.001952 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym344 sym19 sym345 sym1 sym1 sym509
0.001955 sym344 sym19 sym345 sym1 sym1 sym509
0.001953 sym344 sym19 sym345 sym1 sym1 sym509
0.001952 sym344 sym19 sym345 sym1 sym1 sym509
0.001952 sym344 sym19 sym345 sym1 sym1 sym509
0.007814 sym344 sym19 sym345 sym1 sym1 sym509
0.003907 sym344 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym19 sym345 sym1 sym1 sym509
0.005863 sym344 sym19 sym345 sym1 sym1 sym509
0.003907 sym344 sym19 sym345 sym1 sym1 sym509
0.001952 sym344 sym19 sym345 sym1 sym1 sym509
0.001937 sym344 sym19 sym345 sym1 sym1 sym509
0.001952 sym344 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym19 sym345 sym1 sym1 sym509
0.005861 sym344 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym19 sym345 sym1 sym1 sym509
0.003905 sym344 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym19 sym345 sym1 sym1 sym509
0.060547 sym472 sym88 sym345 sym1 sym1 sym509
0.001951 sym524 sym486 sym345 sym1 sym1 sym509
0.002919 sym526 sym88 sym345 sym1 sym1 sym509
0.001945 sym534 sym88 sym345 sym1 sym1 sym509
0.017540 sym534 sym486 sym345 sym1 sym1 sym509
0.001954 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.003907 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.003907 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001955 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001951 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001952 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001954 sym344 sym341 sym19 sym345 sym1 sym1 sym509
0.001952 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.002934 sym534 sym106 sym87 sym345 sym1 sym1 sym509
0.001950 sym534 sym106 sym88 sym345 sym1 sym1 sym509
0.004883 sym534 sym108 sym88 sym345 sym1 sym1 sym509
0.001949 sym534 sym420 sym417 sym419 sym578 sym592 sym576
0.020576 sym534 sym486 sym88 sym345 sym1 sym1 sym509
0.057116 sym534 sym486 sym89 sym345 sym1 sym1 sym509
0.034154 sym534 sym587 sym88 sym345 sym1 sym1 sym509
0.001952 sym535 sym149 sym89 sym345 sym1 sym1 sym509
0.001948 sym535 sym149 sym89 sym345 sym1 sym1 sym509
0.002928 sym549 sym430 sym19 sym345 sym1 sym1 sym509
0.001951 sym8 sym11 sym35 sym88 sym345 sym1 sym1 sym509
0.002930 sym10 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001966 sym18 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002925 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002925 sym84 sym109 sym110 sym88 sym345 sym1 sym1 sym509
0.002934 sym97 sym92 sym33 sym88 sym345 sym1 sym1 sym509
0.002932 sym97 sym92 sym33 sym88 sym345 sym1 sym1 sym509
0.008791 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001952 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.015694 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.020529 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.006842 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.002931 sym109 sym110 sym35 sym88 sym345 sym1 sym1 sym509
0.001955 sym109 sym110 sym35 sym88 sym345 sym1 sym1 sym509
0.006841 sym109 sym110 sym35 sym88 sym345 sym1 sym1 sym509
0.001953 sym114 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002926 sym114 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.005856 sym114 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym114 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003907 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001948 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001952 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.003907 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.009765 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001951 sym147 sym108 sym35 sym88 sym345 sym1 sym1 sym509
0.015621 sym147 sym150 sym151 sym89 sym345 sym1 sym1 sym509
0.015626 sym147 sym150 sym151 sym89 sym345 sym1 sym1 sym509
0.015644 sym147 sym150 sym151 sym89 sym345 sym1 sym1 sym509
0.001965 sym147 sym108 sym35 sym88 sym345 sym1 sym1 sym509
0.001962 sym147 sym108 sym35 sym88 sym345 sym1 sym1 sym509
0.001950 sym147 sym108 sym35 sym88 sym345 sym1 sym1 sym509
0.015632 sym168 sym92 sym33 sym88 sym345 sym1 sym1 sym509
0.002926 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002927 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.008778 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.007802 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.008753 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym173 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.072199 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.029293 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001957 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002927 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002930 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002926 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001947 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002928 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001948 sym178 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym197 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym258 sym259 sym260 sym88 sym345 sym1 sym1 sym509
0.002924 sym290 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002939 sym291 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.024419 sym296 sym301 sym35 sym88 sym345 sym1 sym1 sym509
0.002927 sym300 sym301 sym35 sym88 sym345 sym1 sym1 sym509
0.002932 sym300 sym301 sym35 sym88 sym345 sym1 sym1 sym509
0.002927 sym300 sym301 sym35 sym88 sym345 sym1 sym1 sym509
0.002005 sym304 sym306 sym33 sym88 sym345 sym1 sym1 sym509
0.001957 sym304 sym306 sym33 sym88 sym345 sym1 sym1 sym509
0.001957 sym304 sym306 sym33 sym88 sym345 sym1 sym1 sym509
0.343947 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.005872 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001959 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.005860 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001957 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.008802 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.010763 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.015625 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.005862 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002935 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.273737 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002938 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002937 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001949 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002937 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003914 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002938 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.006846 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.006856 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003910 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.027293 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002938 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.006856 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001959 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003917 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001960 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001954 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.004898 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002938 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001961 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002935 sym306 sym33 sym33 sym88 sym345 sym1 sym1 sym509
0.115534 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001961 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.219258 sym306 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.060598 sym339 sym32 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym341 sym527 sym497 sym89 sym345 sym1 sym1 sym509
0.003901 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.003908 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.001953 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.005861 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.001952 sym341 sym341 sym341 sym19 sym345 sym1 sym1 sym509
0.002930 sym341 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001955 sym431 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.021481 sym431 sym109 sym110 sym88 sym345 sym1 sym1 sym509
0.018562 sym431 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.004884 sym431 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym431 sym80 sym110 sym89 sym345 sym1 sym1 sym509
0.004919 sym431 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.004876 sym452 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002925 sym452 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002926 sym452 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.005849 sym452 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.011762 sym452 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.020489 sym470 sym92 sym33 sym88 sym345 sym1 sym1 sym509
0.005845 sym514 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.009658 sym515 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.005860 sym534 sym105 sym35 sym88 sym345 sym1 sym1 sym509
0.146273 sym534 sym106 sym87 sym88 sym345 sym1 sym1 sym509
0.004879 sym534 sym412 sym91 sym88 sym345 sym1 sym1 sym509
0.001959 sym534 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.001953 sym535 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.001953 sym549 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.001955 sym549 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.003902 sym549 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.001954 sym549 sym431 sym149 sym89 sym345 sym1 sym1 sym509
0.025394 sym22 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.009770 sym22 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.041009 sym22 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002924 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001952 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001952 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001951 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001948 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001954 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001952 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001958 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.005858 sym39 sym138 sym146 sym150 sym19 sym345 sym1 sym1 sym509
0.001953 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.016602 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.008782 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001951 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001951 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001951 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.017580 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003907 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001948 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001954 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001946 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002927 sym59 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002932 sym65 sym109 sym110 sym35 sym88 sym345 sym1 sym1 sym509
0.002921 sym66 sym81 sym109 sym110 sym88 sym345 sym1 sym1 sym509
0.018563 sym78 sym174 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym81 sym109 sym110 sym35 sym88 sym345 sym1 sym1 sym509
0.001952 sym85 sym86 sym92 sym33 sym88 sym345 sym1 sym1 sym509
0.001954 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001954 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001954 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001956 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001952 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001952 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001949 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001922 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.003947 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001960 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001961 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001958 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001958 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001959 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.003934 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001959 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.029298 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.007817 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001959 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.013727 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001948 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001968 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001958 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.017585 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.015627 sym100 sym101 sym36 sym87 sym88 sym345 sym1 sym1 sym509
0.001958 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001951 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.006844 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.003907 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.006847 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001953 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001956 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001954 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002937 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001957 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.004877 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002930 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002925 sym109 sym110 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002932 sym110 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002928 sym110 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym110 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.002929 sym110 sym26 sym26 sym35 sym88 sym345 sym1 sym1 sym509
0.001953 sym111 sym114 sym26 sym35 sym88 sym345 sym1 sym1 sym509
