facing,yaw,cycle,body_frame,blade_x,blade_y,blade_z,blade_travel,blade_world_x,blade_world_z,spot_frame,lit_faces,total_faces,alpha_min,alpha_max,arc_x,arc_y,arc_z,arc_world_x,arc_world_z,gap_xz
northeast,1280,36,13,-21.1,-121.6,-142.4,0.0,115.6,85.8,10,22,22,0,168,-98.6,-96.0,-99.5,140.1,0.6,88.6
northeast,1280,37,13,-21.1,-121.6,-142.4,0.0,115.6,85.8,10,22,22,0,168,-98.6,-96.0,-99.5,140.1,0.6,88.6
northeast,1280,38,13,-21.1,-121.6,-142.4,0.0,115.6,85.8,10,22,22,0,168,-98.6,-96.0,-99.5,140.1,0.6,88.6
northeast,1280,39,14,61.5,-64.3,-109.5,105.8,33.9,121.0,10,22,22,0,168,-98.6,-96.0,-99.5,140.1,0.6,160.5
northeast,1280,40,14,61.5,-64.3,-109.5,0.0,33.9,121.0,11,19,22,0,255,-87.0,-96.0,-118.6,145.4,22.4,148.8
northeast,1280,41,14,61.5,-64.3,-109.5,0.0,33.9,121.0,11,19,22,0,255,-87.0,-96.0,-118.6,145.4,22.4,148.8
northeast,1280,42,14,61.5,-64.3,-109.5,0.0,33.9,121.0,11,19,22,0,255,-87.0,-96.0,-118.6,145.4,22.4,148.8
northeast,1280,43,14,61.5,-64.3,-109.5,0.0,33.9,121.0,11,19,22,0,255,-87.0,-96.0,-118.6,145.4,22.4,148.8
northeast,1280,44,15,37.5,-64.5,-130.5,31.9,65.8,118.8,11,19,22,0,255,-87.0,-96.0,-118.6,145.4,22.4,125.0
northeast,1280,45,15,37.5,-64.5,-130.5,0.0,65.8,118.8,12,13,22,56,255,-52.4,-96.0,-147.4,141.3,67.2,91.5
northeast,1280,46,15,37.5,-64.5,-130.5,0.0,65.8,118.8,12,13,22,56,255,-52.4,-96.0,-147.4,141.3,67.2,91.5
northeast,1280,47,15,37.5,-64.5,-130.5,0.0,65.8,118.8,12,13,22,56,255,-52.4,-96.0,-147.4,141.3,67.2,91.5
northeast,1280,48,15,37.5,-64.5,-130.5,0.0,65.8,118.8,12,13,22,56,255,-52.4,-96.0,-147.4,141.3,67.2,91.5
northeast,1280,49,15,37.5,-64.5,-130.5,0.0,65.8,118.8,12,13,22,56,255,-52.4,-96.0,-147.4,141.3,67.2,91.5
northeast,1280,50,16,-0.8,-75.8,-142.7,41.8,101.5,100.3,13,7,22,112,255,-7.6,-96.0,-158.0,117.0,106.3,16.7
northeast,1280,51,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,13,7,22,112,255,-7.6,-96.0,-158.0,117.0,106.3,16.7
northeast,1280,52,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,13,7,22,112,255,-7.6,-96.0,-158.0,117.0,106.3,16.7
northeast,1280,53,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,13,7,22,112,255,-7.6,-96.0,-158.0,117.0,106.3,16.7
northeast,1280,54,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,14,3,22,168,255,24.7,-96.0,-156.0,92.9,127.8,28.8
northeast,1280,55,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,14,3,22,168,255,24.7,-96.0,-156.0,92.9,127.8,28.8
northeast,1280,56,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,14,3,22,168,255,24.7,-96.0,-156.0,92.9,127.8,28.8
northeast,1280,57,16,-0.8,-75.8,-142.7,0.0,101.5,100.3,14,3,22,168,255,24.7,-96.0,-156.0,92.9,127.8,28.8
northeast,1280,58,17,-68.4,-84.4,-129.8,69.3,140.2,43.4,14,3,22,168,255,24.7,-96.0,-156.0,92.9,127.8,96.7
northeast,1280,59,17,-68.4,-84.4,-129.8,0.0,140.2,43.4,15,0,22,255,255,,,,,,
northeast,1280,60,17,-68.4,-84.4,-129.8,0.0,140.2,43.4,15,0,22,255,255,,,,,,
northeast,1280,61,17,-68.4,-84.4,-129.8,0.0,140.2,43.4,15,0,22,255,255,,,,,,
northeast,1280,62,18,-86.6,-125.6,-112.3,48.3,140.6,18.2,15,0,22,255,255,,,,,,
northeast,1280,63,18,-86.6,-125.6,-112.3,0.0,140.6,18.2,15,0,22,255,255,,,,,,
northeast,1280,64,18,-86.6,-125.6,-112.3,0.0,140.6,18.2,15,0,22,255,255,,,,,,
northeast,1280,65,18,-86.6,-125.6,-112.3,0.0,140.6,18.2,15,0,22,255,255,,,,,,
northeast,1280,66,19,-84.0,-165.0,-74.2,54.9,111.9,-6.9,15,0,22,255,255,,,,,,
northeast,1280,67,19,-84.0,-165.0,-74.2,0.0,111.9,-6.9,,,,,,,,,,,
northeast,1280,68,19,-84.0,-165.0,-74.2,0.0,111.9,-6.9,,,,,,,,,,,
northeast,1280,69,19,-84.0,-165.0,-74.2,0.0,111.9,-6.9,,,,,,,,,,,
northeast,1280,70,20,-69.8,-171.1,-76.0,15.5,103.1,4.4,,,,,,,,,,,
northeast,1280,71,20,-69.8,-171.1,-76.0,0.0,103.1,4.4,,,,,,,,,,,
northeast,1280,72,20,-69.8,-171.1,-76.0,0.0,103.1,4.4,,,,,,,,,,,
northeast,1280,73,20,-69.8,-171.1,-76.0,0.0,103.1,4.4,,,,,,,,,,,
northeast,1280,74,21,-33.4,-187.5,-52.0,46.6,60.4,13.2,,,,,,,,,,,
northeast,1280,75,21,-33.4,-187.5,-52.0,0.0,60.4,13.2,,,,,,,,,,,
northeast,1280,76,21,-33.4,-187.5,-52.0,0.0,60.4,13.2,,,,,,,,,,,
