facing,yaw,cycle,body_frame,blade_x,blade_y,blade_z,blade_travel,blade_world_x,blade_world_z,spot_frame,lit_faces,total_faces,alpha_min,alpha_max,arc_x,arc_y,arc_z,arc_world_x,arc_world_z,gap_xz
southwest,256,61,17,-68.4,-84.4,-129.8,0.0,-140.2,-43.4,9,22,22,48,176,98.5,-96.0,-98.6,-0.1,-139.4,169.8
southwest,256,62,18,-86.6,-125.6,-112.3,48.3,-140.6,-18.2,9,22,22,48,176,98.5,-96.0,-98.6,-0.1,-139.4,185.6
southwest,256,63,18,-86.6,-125.6,-112.3,0.0,-140.6,-18.2,9,22,22,48,176,98.5,-96.0,-98.6,-0.1,-139.4,185.6
southwest,256,64,18,-86.6,-125.6,-112.3,0.0,-140.6,-18.2,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,185.6
southwest,256,65,18,-86.6,-125.6,-112.3,0.0,-140.6,-18.2,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,185.6
southwest,256,66,19,-84.0,-165.0,-74.2,54.9,-111.9,6.9,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,184.1
southwest,256,67,19,-84.0,-165.0,-74.2,0.0,-111.9,6.9,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,184.1
southwest,256,68,19,-84.0,-165.0,-74.2,0.0,-111.9,6.9,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,184.1
southwest,256,69,19,-84.0,-165.0,-74.2,0.0,-111.9,6.9,10,22,22,48,232,98.5,-96.0,-98.6,-0.1,-139.4,184.1
southwest,256,70,20,-69.8,-171.1,-76.0,15.5,-103.1,-4.4,11,19,22,48,255,117.6,-96.0,-87.0,21.7,-144.7,187.8
southwest,256,71,20,-69.8,-171.1,-76.0,0.0,-103.1,-4.4,11,19,22,48,255,117.6,-96.0,-87.0,21.7,-144.7,187.8
southwest,256,72,20,-69.8,-171.1,-76.0,0.0,-103.1,-4.4,11,19,22,48,255,117.6,-96.0,-87.0,21.7,-144.7,187.8
southwest,256,73,20,-69.8,-171.1,-76.0,0.0,-103.1,-4.4,11,19,22,48,255,117.6,-96.0,-87.0,21.7,-144.7,187.8
southwest,256,74,21,-33.4,-187.5,-52.0,46.6,-60.4,-13.2,11,19,22,48,255,117.6,-96.0,-87.0,21.7,-144.7,155.0
southwest,256,75,21,-33.4,-187.5,-52.0,0.0,-60.4,-13.2,12,13,22,104,255,146.4,-96.0,-52.4,66.4,-140.6,179.8
southwest,256,76,21,-33.4,-187.5,-52.0,0.0,-60.4,-13.2,12,13,22,104,255,146.4,-96.0,-52.4,66.4,-140.6,179.8
