algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
w3d       51    2     90     45 corner   def_w3d         4      25        100     0.006238      62376.0
bucket*   51    2     90     45 corner   rand20         20      25        100     0.003282      32818.0
w3d       51    2     90     45 corner   rand20         20      25        100     0.006530      65299.0
bucket*   51    2     90     45 edge     none            0      25        100     0.005783      57827.0
w3d       51    2     90     45 edge     none            0      25        100     0.008459      84590.0
bucket*   51    2     90     45 edge     def_heap        4      25        100     0.005554      55542.0
w3d       51    2     90     45 edge     def_heap        4      25        100     0.008844      88437.0
bucket*   51    2     90     45 edge     def_w3d         4      25        100     0.005804      58036.0
w3d       51    2     90     45 edge     def_w3d         4      25        100     0.008880      88797.0
bucket*   51    2     90     45 edge     rand20         20      25        100     0.005615      56151.0
w3d       51    2     90     45 edge     rand20         20      25        100     0.008899      88990.0
bucket*   51    2     90    180 center   none            0      25        100     0.006490      64904.0
w3d       51    2     90    180 center   none            0      25        100     0.009826      98265.0
bucket*   51    2     90    180 center   def_heap        4      25        100     0.006746      67457.0
w3d       51    2     90    180 center   def_heap        4      25        100     0.010491     104910.0
bucket*   51    2     90    180 center   def_w3d         4      25        100     0.006247      62474.0
w3d       51    2     90    180 center   def_w3d         4      25        100     0.009972      99717.0
bucket*   51    2     90    180 center   rand20         20      25        100     0.006150      61502.0
w3d       51    2     90    180 center   rand20         20      25        100     0.010372     103725.0
bucket*   51    2     90    180 corner   none            0      25        100     0.004450      44501.0
w3d       51    2     90    180 corner   none            0      25        100     0.007534      75339.0
bucket*   51    2     90    180 corner   def_heap        4      25        100     0.005007      50066.0
w3d       51    2     90    180 corner   def_heap        4      25        100     0.007567      75671.0
bucket*   51    2     90    180 corner   def_w3d         4      25        100     0.004519      45194.0
w3d       51    2     90    180 corner   def_w3d         4      25        100     0.007709      77086.0
bucket*   51    2     90    180 corner   rand20         20      25        100     0.004460      44605.0
w3d       51    2     90    180 corner   rand20         20      25        100     0.007680      76802.0
bucket*   51    2     90    180 edge     none            0      25        100     0.004493      44932.0
w3d       51    2     90    180 edge     none            0      25        100     0.007860      78599.0
bucket*   51    2     90    180 edge     def_heap        4      25        100     0.004476      44755.0
w3d       51    2     90    180 edge     def_heap        4      25        100     0.007422      74223.0
bucket*   51    2     90    180 edge     def_w3d         4      25        100     0.004754      47538.0
w3d       51    2     90    180 edge     def_w3d         4      25        100     0.007716      77164.0
bucket*   51    2     90    180 edge     rand20         20      25        100     0.004874      48743.0
w3d       51    2     90    180 edge     rand20         20      25        100     0.007947      79471.0
bucket*   51    2     90    360 center   none            0      25        100     0.006425      64246.0
w3d       51    2     90    360 center   none            0      25        100     0.010287     102874.0
bucket*   51    2     90    360 center   def_heap        4      25        100     0.006585      65848.0
w3d       51    2     90    360 center   def_heap        4      25        100     0.010189     101888.0
bucket*   51    2     90    360 center   def_w3d         4      25        100     0.006325      63251.0
w3d       51    2     90    360 center   def_w3d         4      25        100     0.009904      99043.0
bucket*   51    2     90    360 center   rand20         20      25        100     0.006380      63798.0
w3d       51    2     90    360 center   rand20         20      25        100     0.010934     109339.0
bucket*   51    2     90    360 corner   none            0      25        100     0.003157      31566.0
w3d       51    2     90    360 corner   none            0      25        100     0.006115      61155.0
bucket*   51    2     90    360 corner   def_heap        4      25        100     0.003265      32650.0
w3d       51    2     90    360 corner   def_heap        4      25        100     0.006652      66517.0
bucket*   51    2     90    360 corner   def_w3d         4      25        100     0.003252      32522.0
w3d       51    2     90    360 corner   def_w3d         4      25        100     0.006146      61463.0
bucket*   51    2     90    360 corner   rand20         20      25        100     0.003441      34410.0
w3d       51    2     90    360 corner   rand20         20      25        100     0.006410      64096.0
bucket*   51    2     90    360 edge     none            0      25        100     0.004402      44016.0
w3d       51    2     90    360 edge     none            0      25        100     0.007613      76130.0
bucket*   51    2     90    360 edge     def_heap        4      25        100     0.004465      44650.0
w3d       51    2     90    360 edge     def_heap        4      25        100     0.007800      77997.0
bucket*   51    2     90    360 edge     def_w3d         4      25        100     0.004316      43162.0
w3d       51    2     90    360 edge     def_w3d         4      25        100     0.007682      76822.0
bucket*   51    2     90    360 edge     rand20         20      25        100     0.005684      56842.0
w3d       51    2     90    360 edge     rand20         20      25        100     0.007712      77116.0
bucket*   51    4     90      0 center   none            0      25        100     0.010470     104702.0
w3d       51    4     90      0 center   none            0      25        100     0.018218     182183.0
bucket*   51    4     90      0 center   def_heap        4      25        100     0.010868     108680.0
w3d       51    4     90      0 center   def_heap        4      25        100     0.018836     188356.0
bucket*   51    4     90      0 center   def_w3d         4      25        100     0.010519     105185.0
w3d       51    4     90      0 center   def_w3d         4      25        100     0.018717     187166.0
bucket*   51    4     90      0 center   rand20         20      25        100     0.010721     107206.0
w3d       51    4     90      0 center   rand20         20      25        100     0.019187     191870.0
bucket*   51    4     90      0 corner   none            0      25        100     0.004253      42527.0
w3d       51    4     90      0 corner   none            0      25        100     0.010711     107111.0
bucket*   51    4     90      0 corner   def_heap        4      25        100     0.004119      41188.0
w3d       51    4     90      0 corner   def_heap        4      25        100     0.011229     112294.0
bucket*   51    4     90      0 corner   def_w3d         4      25        100     0.004499      44991.0
w3d       51    4     90      0 corner   def_w3d         4      25        100     0.011847     118472.0
bucket*   51    4     90      0 corner   rand20         20      25        100     0.004343      43429.0
w3d       51    4     90      0 corner   rand20         20      25        100     0.011439     114388.0
bucket*   51    4     90      0 edge     none            0      25        100     0.007283      72827.0
w3d       51    4     90      0 edge     none            0      25        100     0.013090     130902.0
bucket*   51    4     90      0 edge     def_heap        4      25        100     0.007177      71769.0
w3d       51    4     90      0 edge     def_heap        4      25        100     0.013809     138091.0
bucket*   51    4     90      0 edge     def_w3d         4      25        100     0.007061      70612.0
w3d       51    4     90      0 edge     def_w3d         4      25        100     0.014884     148845.0
bucket*   51    4     90      0 edge     rand20         20      25        100     0.008294      82936.0
w3d       51    4     90      0 edge     rand20         20      25        100     0.014454     144541.0
bucket*   51    4     90     45 center   none            0      25        100     0.010947     109467.0
w3d       51    4     90     45 center   none            0      25        100     0.018678     186785.0
bucket*   51    4     90     45 center   def_heap        4      25        100     0.012016     120161.0
w3d       51    4     90     45 center   def_heap        4      25        100     0.020526     205257.0
bucket*   51    4     90     45 center   def_w3d         4      25        100     0.011788     117882.0
w3d       51    4     90     45 center   def_w3d         4      25        100     0.019900     199001.0
bucket*   51    4     90     45 center   rand20         20      25        100     0.010869     108692.0
w3d       51    4     90     45 center   rand20         20      25        100     0.020441     204411.0
bucket*   51    4     90     45 corner   none            0      25        100     0.004404      44041.0
w3d       51    4     90     45 corner   none            0      25        100     0.012373     123733.0
bucket*   51    4     90     45 corner   def_heap        4      25        100     0.004340      43403.0
w3d       51    4     90     45 corner   def_heap        4      25        100     0.013497     134975.0
bucket*   51    4     90     45 corner   def_w3d         4      25        100     0.005328      53281.0
w3d       51    4     90     45 corner   def_w3d         4      25        100     0.018972     189724.0
bucket*   51    4     90     45 corner   rand20         20      25        100     0.005085      50851.0
w3d       51    4     90     45 corner   rand20         20      25        100     0.013745     137454.0
bucket*   51    4     90     45 edge     none            0      25        100     0.010773     107735.0
w3d       51    4     90     45 edge     none            0      25        100     0.020419     204190.0
bucket*   51    4     90     45 edge     def_heap        4      25        100     0.013157     131573.0
w3d       51    4     90     45 edge     def_heap        4      25        100     0.021013     210126.0
bucket*   51    4     90     45 edge     def_w3d         4      25        100     0.010131     101313.0
w3d       51    4     90     45 edge     def_w3d         4      25        100     0.020057     200573.0
bucket    51    4     90     45 edge     rand20         20      25        100     0.045970     459702.0
w3d*      51    4     90     45 edge     rand20         20      25        100     0.025251     252509.0
bucket*   51    4     90    180 center   none            0      25        100     0.013947     139467.0
w3d       51    4     90    180 center   none            0      25        100     0.031226     312265.0
bucket*   51    4     90    180 center   def_heap        4      25        100     0.022022     220223.0
w3d       51    4     90    180 center   def_heap        4      25        100     0.029249     292489.0
bucket*   51    4     90    180 center   def_w3d         4      25        100     0.012390     123896.0
w3d       51    4     90    180 center   def_w3d         4      25        100     0.027320     273197.0
bucket    51    4     90    180 center   rand20         20      25        100     0.043093     430931.0
w3d*      51    4     90    180 center   rand20         20      25        100     0.022496     224960.0
bucket*   51    4     90    180 corner   none            0      25        100     0.007092      70923.0
w3d       51    4     90    180 corner   none            0      25        100     0.013657     136568.0
bucket*   51    4     90    180 corner   def_heap        4      25        100     0.007180      71801.0
w3d       51    4     90    180 corner   def_heap        4      25        100     0.014615     146148.0
bucket*   51    4     90    180 corner   def_w3d         4      25        100     0.006987      69871.0
w3d       51    4     90    180 corner   def_w3d         4      25        100     0.014263     142635.0
bucket*   51    4     90    180 corner   rand20         20      25        100     0.006818      68181.0
w3d       51    4     90    180 corner   rand20         20      25        100     0.014832     148322.0
bucket*   51    4     90    180 edge     none            0      25        100     0.007877      78771.0
w3d       51    4     90    180 edge     none            0      25        100     0.014887     148866.0
bucket*   51    4     90    180 edge     def_heap        4      25        100     0.007380      73803.0
w3d       51    4     90    180 edge     def_heap        4      25        100     0.013991     139907.0
bucket*   51    4     90    180 edge     def_w3d         4      25        100     0.007504      75036.0
w3d       51    4     90    180 edge     def_w3d         4      25        100     0.014254     142541.0
bucket*   51    4     90    180 edge     rand20         20      25        100     0.007800      78003.0
w3d       51    4     90    180 edge     rand20         20      25        100     0.014875     148750.0
bucket*   51    4     90    360 center   none            0      25        100     0.011648     116479.0
w3d       51    4     90    360 center   none            0      25        100     0.019629     196289.0
bucket*   51    4     90    360 center   def_heap        4      25        100     0.012210     122099.0
w3d       51    4     90    360 center   def_heap        4      25        100     0.020413     204130.0
bucket*   51    4     90    360 center   def_w3d         4      25        100     0.010838     108382.0
w3d       51    4     90    360 center   def_w3d         4      25        100     0.019443     194435.0
bucket*   51    4     90    360 center   rand20         20      25        100     0.011268     112676.0
w3d       51    4     90    360 center   rand20         20      25        100     0.019542     195419.0
bucket*   51    4     90    360 corner   none            0      25        100     0.004179      41787.0
w3d       51    4     90    360 corner   none            0      25        100     0.011820     118196.0
bucket*   51    4     90    360 corner   def_heap        4      25        100     0.004697      46972.0
w3d       51    4     90    360 corner   def_heap        4      25        100     0.012277     122772.0
bucket*   51    4     90    360 corner   def_w3d         4      25        100     0.004612      46118.0
w3d       51    4     90    360 corner   def_w3d         4      25        100     0.013103     131032.0
bucket*   51    4     90    360 corner   rand20         20      25        100     0.004986      49864.0
w3d       51    4     90    360 corner   rand20         20      25        100     0.011123     111230.0
bucket*   51    4     90    360 edge     none            0      25        100     0.007449      74492.0
w3d       51    4     90    360 edge     none            0      25        100     0.013840     138402.0
bucket*   51    4     90    360 edge     def_heap        4      25        100     0.007380      73797.0
w3d       51    4     90    360 edge     def_heap        4      25        100     0.014554     145544.0
bucket*   51    4     90    360 edge     def_w3d         4      25        100     0.007243      72430.0
w3d       51    4     90    360 edge     def_w3d         4      25        100     0.013931     139314.0
bucket*   51    4     90    360 edge     rand20         20      25        100     0.007371      73709.0
w3d       51    4     90    360 edge     rand20         20      25        100     0.014458     144582.0
bucket*  104    2     90      0 center   none            0      25        100     0.015406     154062.0
w3d      104    2     90      0 center   none            0      25        100     0.019631     196309.0
bucket*  104    2     90      0 center   def_heap        4      25        100     0.015354     153541.0
w3d      104    2     90      0 center   def_heap        4      25        100     0.018622     186218.0
bucket*  104    2     90      0 center   def_w3d         4      25        100     0.015564     155639.0
w3d      104    2     90      0 center   def_w3d         4      25        100     0.020181     201811.0
bucket*  104    2     90      0 center   rand20         20      25        100     0.015250     152502.0
w3d      104    2     90      0 center   rand20         20      25        100     0.018988     189883.0
bucket*  104    2     90      0 corner   none            0      25        100     0.011942     119418.0
w3d      104    2     90      0 corner   none            0      25        100     0.015227     152265.0
bucket*  104    2     90      0 corner   def_heap        4      25        100     0.011310     113103.0
w3d      104    2     90      0 corner   def_heap        4      25        100     0.014302     143024.0
bucket*  104    2     90      0 corner   def_w3d         4      25        100     0.011348     113480.0
w3d      104    2     90      0 corner   def_w3d         4      25        100     0.014745     147449.0
bucket*  104    2     90      0 corner   rand20         20      25        100     0.011290     112905.0
w3d      104    2     90      0 corner   rand20         20      25        100     0.013885     138848.0
bucket*  104    2     90      0 edge     none            0      25        100     0.012631     126312.0
w3d      104    2     90      0 edge     none            0      25        100     0.015189     151892.0
bucket*  104    2     90      0 edge     def_heap        4      25        100     0.012600     126001.0
w3d      104    2     90      0 edge     def_heap        4      25        100     0.015893     158932.0
bucket*  104    2     90      0 edge     def_w3d         4      25        100     0.012690     126899.0
w3d      104    2     90      0 edge     def_w3d         4      25        100     0.016317     163167.0
bucket*  104    2     90      0 edge     rand20         20      25        100     0.012622     126222.0
w3d      104    2     90      0 edge     rand20         20      25        100     0.015750     157496.0
bucket*  104    2     90     45 center   none            0      25        100     0.015164     151641.0
w3d      104    2     90     45 center   none            0      25        100     0.018591     185908.0
bucket*  104    2     90     45 center   def_heap        4      25        100     0.016631     166308.0
w3d      104    2     90     45 center   def_heap        4      25        100     0.019278     192781.0
bucket*  104    2     90     45 center   def_w3d         4      25        100     0.015925     159247.0
w3d      104    2     90     45 center   def_w3d         4      25        100     0.019952     199521.0
bucket*  104    2     90     45 center   rand20         20      25        100     0.016309     163089.0
w3d      104    2     90     45 center   rand20         20      25        100     0.021005     210047.0
bucket*  104    2     90     45 corner   none            0      25        100     0.012727     127270.0
w3d      104    2     90     45 corner   none            0      25        100     0.015953     159532.0
bucket*  104    2     90     45 corner   def_heap        4      25        100     0.012098     120975.0
w3d      104    2     90     45 corner   def_heap        4      25        100     0.015720     157197.0
bucket*  104    2     90     45 corner   def_w3d         4      25        100     0.012289     122893.0
w3d      104    2     90     45 corner   def_w3d         4      25        100     0.014860     148597.0
bucket*  104    2     90     45 corner   rand20         20      25        100     0.012823     128233.0
w3d      104    2     90     45 corner   rand20         20      25        100     0.015295     152945.0
bucket*  104    2     90     45 edge     none            0      25        100     0.016084     160841.0
w3d      104    2     90     45 edge     none            0      25        100     0.019720     197203.0
bucket*  104    2     90     45 edge     def_heap        4      25        100     0.016305     163050.0
w3d      104    2     90     45 edge     def_heap        4      25        100     0.020554     205539.0
bucket*  104    2     90     45 edge     def_w3d         4      25        100     0.016388     163877.0
w3d      104    2     90     45 edge     def_w3d         4      25        100     0.019925     199248.0
bucket*  104    2     90     45 edge     rand20         20      25        100     0.017215     172147.0
w3d      104    2     90     45 edge     rand20         20      25        100     0.020680     206797.0
bucket*  104    2     90    180 center   none            0      25        100     0.017175     171752.0
w3d      104    2     90    180 center   none            0      25        100     0.021761     217610.0
bucket*  104    2     90    180 center   def_heap        4      25        100     0.017538     175380.0
w3d      104    2     90    180 center   def_heap        4      25        100     0.022944     229439.0
bucket*  104    2     90    180 center   def_w3d         4      25        100     0.016565     165647.0
w3d      104    2     90    180 center   def_w3d         4      25        100     0.021208     212076.0
bucket*  104    2     90    180 center   rand20         20      25        100     0.016663     166629.0
w3d      104    2     90    180 center   rand20         20      25        100     0.021087     210868.0
bucket*  104    2     90    180 corner   none            0      25        100     0.015206     152061.0
w3d      104    2     90    180 corner   none            0      25        100     0.019750     197496.0
bucket*  104    2     90    180 corner   def_heap        4      25        100     0.014934     149339.0
w3d      104    2     90    180 corner   def_heap        4      25        100     0.018364     183636.0
bucket*  104    2     90    180 corner   def_w3d         4      25        100     0.015728     157281.0
w3d      104    2     90    180 corner   def_w3d         4      25        100     0.018852     188519.0
bucket*  104    2     90    180 corner   rand20         20      25        100     0.015029     150287.0
w3d      104    2     90    180 corner   rand20         20      25        100     0.019321     193207.0
bucket*  104    2     90    180 edge     none            0      25        100     0.014882     148819.0
w3d      104    2     90    180 edge     none            0      25        100     0.017756     177561.0
bucket*  104    2     90    180 edge     def_heap        4      25        100     0.014690     146903.0
w3d      104    2     90    180 edge     def_heap        4      25        100     0.018031     180312.0
bucket*  104    2     90    180 edge     def_w3d         4      25        100     0.014619     146189.0
w3d      104    2     90    180 edge     def_w3d         4      25        100     0.017959     179586.0
bucket*  104    2     90    180 edge     rand20         20      25        100     0.014833     148327.0
w3d      104    2     90    180 edge     rand20         20      25        100     0.017978     179783.0
bucket*  104    2     90    360 center   none            0      25        100     0.017055     170553.0
w3d      104    2     90    360 center   none            0      25        100     0.021131     211305.0
bucket*  104    2     90    360 center   def_heap        4      25        100     0.017064     170644.0
w3d      104    2     90    360 center   def_heap        4      25        100     0.020767     207674.0
bucket*  104    2     90    360 center   def_w3d         4      25        100     0.017037     170371.0
w3d      104    2     90    360 center   def_w3d         4      25        100     0.021276     212757.0
bucket*  104    2     90    360 center   rand20         20      25        100     0.016824     168244.0
w3d      104    2     90    360 center   rand20         20      25        100     0.021119     211185.0
bucket*  104    2     90    360 corner   none            0      25        100     0.012810     128098.0
w3d      104    2     90    360 corner   none            0      25        100     0.015969     159692.0
bucket*  104    2     90    360 corner   def_heap        4      25        100     0.012706     127064.0
w3d      104    2     90    360 corner   def_heap        4      25        100     0.016407     164068.0
bucket*  104    2     90    360 corner   def_w3d         4      25        100     0.012823     128228.0
w3d      104    2     90    360 corner   def_w3d         4      25        100     0.016743     167425.0
bucket*  104    2     90    360 corner   rand20         20      25        100     0.013202     132022.0
w3d      104    2     90    360 corner   rand20         20      25        100     0.016405     164052.0
bucket*  104    2     90    360 edge     none            0      25        100     0.014158     141578.0
w3d      104    2     90    360 edge     none            0      25        100     0.018463     184633.0
bucket*  104    2     90    360 edge     def_heap        4      25        100     0.014469     144694.0
w3d      104    2     90    360 edge     def_heap        4      25        100     0.038724     387243.0
bucket*  104    2     90    360 edge     def_w3d         4      25        100     0.026682     266819.0
w3d      104    2     90    360 edge     def_w3d         4      25        100     0.054173     541727.0
bucket   104    2     90    360 edge     rand20         20      25        100     0.023270     232703.0
w3d*     104    2     90    360 edge     rand20         20      25        100     0.021570     215704.0
bucket*  104    4     90      0 center   none            0      25        100     0.029207     292073.0
w3d      104    4     90      0 center   none            0      25        100     0.038813     388128.0
bucket*  104    4     90      0 center   def_heap        4      25        100     0.027827     278273.0
w3d      104    4     90      0 center   def_heap        4      25        100     0.037885     378846.0
bucket*  104    4     90      0 center   def_w3d         4      25        100     0.028227     282268.0
w3d      104    4     90      0 center   def_w3d         4      25        100     0.036401     364009.0
bucket*  104    4     90      0 center   rand20         20      25        100     0.029466     294662.0
w3d      104    4     90      0 center   rand20         20      25        100     0.038671     386711.0
bucket*  104    4     90      0 corner   none            0      25        100     0.019004     190042.0
w3d      104    4     90      0 corner   none            0      25        100     0.028141     281413.0
bucket*  104    4     90      0 corner   def_heap        4      25        100     0.019428     194282.0
w3d      104    4     90      0 corner   def_heap        4      25        100     0.028026     280257.0
bucket*  104    4     90      0 corner   def_w3d         4      25        100     0.020118     201185.0
w3d      104    4     90      0 corner   def_w3d         4      25        100     0.028372     283719.0
bucket*  104    4     90      0 corner   rand20         20      25        100     0.021398     213981.0
w3d      104    4     90      0 corner   rand20         20      25        100     0.028615     286152.0
bucket*  104    4     90      0 edge     none            0      25        100     0.024333     243325.0
w3d      104    4     90      0 edge     none            0      25        100     0.032175     321750.0
bucket*  104    4     90      0 edge     def_heap        4      25        100     0.024007     240074.0
w3d      104    4     90      0 edge     def_heap        4      25        100     0.031519     315192.0
bucket*  104    4     90      0 edge     def_w3d         4      25        100     0.023761     237612.0
w3d      104    4     90      0 edge     def_w3d         4      25        100     0.030051     300506.0
bucket*  104    4     90      0 edge     rand20         20      25        100     0.023323     233234.0
w3d      104    4     90      0 edge     rand20         20      25        100     0.029861     298614.0
bucket*  104    4     90     45 center   none            0      25        100     0.027849     278485.0
w3d      104    4     90     45 center   none            0      25        100     0.036301     363013.0
bucket*  104    4     90     45 center   def_heap        4      25        100     0.028096     280956.0
w3d      104    4     90     45 center   def_heap        4      25        100     0.038458     384575.0
bucket*  104    4     90     45 center   def_w3d         4      25        100     0.029106     291060.0
w3d      104    4     90     45 center   def_w3d         4      25        100     0.038070     380702.0
bucket*  104    4     90     45 center   rand20         20      25        100     0.029882     298821.0
w3d      104    4     90     45 center   rand20         20      25        100     0.037302     373025.0
bucket*  104    4     90     45 corner   none            0      25        100     0.020126     201260.0
w3d      104    4     90     45 corner   none            0      25        100     0.027077     270771.0
bucket*  104    4     90     45 corner   def_heap        4      25        100     0.019942     199415.0
w3d      104    4     90     45 corner   def_heap        4      25        100     0.027707     277075.0
bucket*  104    4     90     45 corner   def_w3d         4      25        100     0.019592     195918.0
w3d      104    4     90     45 corner   def_w3d         4      25        100     0.027116     271161.0
bucket*  104    4     90     45 corner   rand20         20      25        100     0.019258     192577.0
w3d      104    4     90     45 corner   rand20         20      25        100     0.028439     284391.0
bucket*  104    4     90     45 edge     none            0      25        100     0.028825     288249.0
w3d      104    4     90     45 edge     none            0      25        100     0.034512     345122.0
bucket*  104    4     90     45 edge     def_heap        4      25        100     0.028164     281639.0
w3d      104    4     90     45 edge     def_heap        4      25        100     0.034590     345898.0
bucket*  104    4     90     45 edge     def_w3d         4      25        100     0.028562     285624.0
w3d      104    4     90     45 edge     def_w3d         4      25        100     0.034046     340462.0
bucket*  104    4     90     45 edge     rand20         20      25        100     0.027610     276100.0
w3d      104    4     90     45 edge     rand20         20      25        100     0.035037     350369.0
bucket*  104    4     90    180 center   none            0      25        100     0.031149     311493.0
w3d      104    4     90    180 center   none            0      25        100     0.040738     407381.0
bucket*  104    4     90    180 center   def_heap        4      25        100     0.029677     296773.0
w3d      104    4     90    180 center   def_heap        4      25        100     0.039085     390849.0
bucket*  104    4     90    180 center   def_w3d         4      25        100     0.031067     310671.0
w3d      104    4     90    180 center   def_w3d         4      25        100     0.037576     375756.0
bucket*  104    4     90    180 center   rand20         20      25        100     0.028620     286197.0
w3d      104    4     90    180 center   rand20         20      25        100     0.037921     379206.0
bucket*  104    4     90    180 corner   none            0      25        100     0.024719     247192.0
w3d      104    4     90    180 corner   none            0      25        100     0.031298     312981.0
bucket*  104    4     90    180 corner   def_heap        4      25        100     0.025137     251372.0
w3d      104    4     90    180 corner   def_heap        4      25        100     0.041793     417929.0
bucket*  104    4     90    180 corner   def_w3d         4      25        100     0.024472     244722.0
w3d      104    4     90    180 corner   def_w3d         4      25        100     0.032745     327454.0
bucket*  104    4     90    180 corner   rand20         20      25        100     0.024721     247213.0
w3d      104    4     90    180 corner   rand20         20      25        100     0.031409     314095.0
bucket*  104    4     90    180 edge     none            0      25        100     0.023541     235409.0
w3d      104    4     90    180 edge     none            0      25        100     0.029635     296347.0
bucket*  104    4     90    180 edge     def_heap        4      25        100     0.022781     227805.0
w3d      104    4     90    180 edge     def_heap        4      25        100     0.029638     296381.0
bucket*  104    4     90    180 edge     def_w3d         4      25        100     0.023496     234956.0
w3d      104    4     90    180 edge     def_w3d         4      25        100     0.029897     298973.0
bucket*  104    4     90    180 edge     rand20         20      25        100     0.023130     231300.0
w3d      104    4     90    180 edge     rand20         20      25        100     0.030242     302416.0
bucket*  104    4     90    360 center   none            0      25        100     0.027914     279140.0
w3d      104    4     90    360 center   none            0      25        100     0.036507     365065.0
bucket*  104    4     90    360 center   def_heap        4      25        100     0.028188     281881.0
w3d      104    4     90    360 center   def_heap        4      25        100     0.036197     361966.0
bucket*  104    4     90    360 center   def_w3d         4      25        100     0.027906     279061.0
w3d      104    4     90    360 center   def_w3d         4      25        100     0.036013     360127.0
bucket*  104    4     90    360 center   rand20         20      25        100     0.027407     274072.0
w3d      104    4     90    360 center   rand20         20      25        100     0.041674     416742.0
bucket*  104    4     90    360 corner   none            0      25        100     0.021413     214134.0
w3d      104    4     90    360 corner   none            0      25        100     0.028709     287095.0
bucket*  104    4     90    360 corner   def_heap        4      25        100     0.020202     202019.0
w3d      104    4     90    360 corner   def_heap        4      25        100     0.027508     275075.0
bucket*  104    4     90    360 corner   def_w3d         4      25        100     0.019277     192771.0
w3d      104    4     90    360 corner   def_w3d         4      25        100     0.028346     283462.0
bucket*  104    4     90    360 corner   rand20         20      25        100     0.019782     197819.0
w3d      104    4     90    360 corner   rand20         20      25        100     0.027990     279898.0
bucket*  104    4     90    360 edge     none            0      25        100     0.023417     234165.0
w3d      104    4     90    360 edge     none            0      25        100     0.030865     308651.0
bucket*  104    4     90    360 edge     def_heap        4      25        100     0.023517     235173.0
w3d      104    4     90    360 edge     def_heap        4      25        100     0.031832     318321.0
bucket*  104    4     90    360 edge     def_w3d         4      25        100     0.024167     241666.0
w3d      104    4     90    360 edge     def_w3d         4      25        100     0.031933     319328.0
bucket*  104    4     90    360 edge     rand20         20      25        100     0.023650     236503.0
w3d      104    4     90    360 edge     rand20         20      25        100     0.031371     313713.0
algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
bucket*   51    2     90      0 center   none            0      25        100     0.006869      68689.0
w3d       51    2     90      0 center   none            0      25        100     0.010681     106807.0
bucket*   51    2     90      0 center   def_heap        4      25        100     0.006154      61543.0
w3d       51    2     90      0 center   def_heap        4      25        100     0.010624     106236.0
bucket*   51    2     90      0 center   def_w3d         4      25        100     0.006204      62044.0
w3d       51    2     90      0 center   def_w3d         4      25        100     0.011139     111389.0
bucket*   51    2     90      0 center   rand20         20      25        100     0.006269      62687.0
