algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
bucket*   11    1     90    180 center   def_heap        4       5         50     0.000056       1120.0
w3d       11    1     90    180 center   def_heap        4       5         50     0.000136       2720.0
bucket*   11    1     90    180 center   def_w3d         4       5         50     0.000060       1200.0
w3d       11    1     90    180 center   def_w3d         4       5         50     0.000130       2600.0
bucket*   11    1     90    180 center   rand20         20       5         50     0.000075       1500.0
w3d       11    1     90    180 center   rand20         20       5         50     0.000177       3540.0
bucket*   11    1     90    180 corner   none            0       5         50     0.000051       1020.0
w3d       11    1     90    180 corner   none            0       5         50     0.000118       2360.0
bucket*   11    1     90    180 corner   def_heap        4       5         50     0.000052       1040.0
w3d       11    1     90    180 corner   def_heap        4       5         50     0.000127       2540.0
bucket*   11    1     90    180 corner   def_w3d         4       5         50     0.000056       1120.0
w3d       11    1     90    180 corner   def_w3d         4       5         50     0.000126       2520.0
bucket*   11    1     90    180 corner   rand20         20       5         50     0.000057       1140.0
w3d       11    1     90    180 corner   rand20         20       5         50     0.000124       2480.0
bucket*   11    1     90    180 edge     none            0       5         50     0.000047        940.0
w3d       11    1     90    180 edge     none            0       5         50     0.000138       2760.0
bucket*   11    1     90    180 edge     def_heap        4       5         50     0.000048        960.0
w3d       11    1     90    180 edge     def_heap        4       5         50     0.000118       2360.0
bucket*   11    1     90    180 edge     def_w3d         4       5         50     0.000040        800.0
w3d       11    1     90    180 edge     def_w3d         4       5         50     0.000111       2220.0
bucket*   11    1     90    180 edge     rand20         20       5         50     0.000057       1140.0
w3d       11    1     90    180 edge     rand20         20       5         50     0.000118       2360.0
bucket*   11    1     90    360 center   none            0       5         50     0.000059       1180.0
w3d       11    1     90    360 center   none            0       5         50     0.000159       3180.0
bucket*   11    1     90    360 center   def_heap        4       5         50     0.000072       1440.0
w3d       11    1     90    360 center   def_heap        4       5         50     0.000163       3260.0
bucket*   11    1     90    360 center   def_w3d         4       5         50     0.000077       1540.0
w3d       11    1     90    360 center   def_w3d         4       5         50     0.000180       3600.0
bucket*   11    1     90    360 center   rand20         20       5         50     0.000079       1580.0
w3d       11    1     90    360 center   rand20         20       5         50     0.000170       3400.0
bucket*   11    1     90    360 corner   none            0       5         50     0.000032        640.0
w3d       11    1     90    360 corner   none            0       5         50     0.000107       2140.0
bucket*   11    1     90    360 corner   def_heap        4       5         50     0.000038        760.0
w3d       11    1     90    360 corner   def_heap        4       5         50     0.000097       1940.0
bucket*   11    1     90    360 corner   def_w3d         4       5         50     0.000034        680.0
w3d       11    1     90    360 corner   def_w3d         4       5         50     0.000121       2420.0
bucket*   11    1     90    360 corner   rand20         20       5         50     0.000045        900.0
w3d       11    1     90    360 corner   rand20         20       5         50     0.000114       2280.0
bucket*   11    1     90    360 edge     none            0       5         50     0.000049        980.0
w3d       11    1     90    360 edge     none            0       5         50     0.000125       2500.0
bucket*   11    1     90    360 edge     def_heap        4       5         50     0.000054       1080.0
w3d       11    1     90    360 edge     def_heap        4       5         50     0.000139       2780.0
bucket*   11    1     90    360 edge     def_w3d         4       5         50     0.000055       1100.0
w3d       11    1     90    360 edge     def_w3d         4       5         50     0.000143       2860.0
bucket*   11    1     90    360 edge     rand20         20       5         50     0.000060       1200.0
w3d       11    1     90    360 edge     rand20         20       5         50     0.000132       2640.0
bucket*   11    2     90      0 center   none            0       5         50     0.000114       2280.0
w3d       11    2     90      0 center   none            0       5         50     0.000271       5420.0
bucket*   11    2     90      0 center   def_heap        4       5         50     0.000116       2320.0
w3d       11    2     90      0 center   def_heap        4       5         50     0.000295       5900.0
bucket*   11    2     90      0 center   def_w3d         4       5         50     0.000113       2260.0
w3d       11    2     90      0 center   def_w3d         4       5         50     0.000301       6020.0
bucket*   11    2     90      0 center   rand20         20       5         50     0.000143       2860.0
w3d       11    2     90      0 center   rand20         20       5         50     0.000316       6320.0
bucket*   11    2     90      0 corner   none            0       5         50     0.000054       1080.0
w3d       11    2     90      0 corner   none            0       5         50     0.000196       3920.0
bucket*   11    2     90      0 corner   def_heap        4       5         50     0.000057       1140.0
w3d       11    2     90      0 corner   def_heap        4       5         50     0.000191       3820.0
bucket*   11    2     90      0 corner   def_w3d         4       5         50     0.000046        920.0
w3d       11    2     90      0 corner   def_w3d         4       5         50     0.000172       3440.0
bucket*   11    2     90      0 corner   rand20         20       5         50     0.000065       1300.0
w3d       11    2     90      0 corner   rand20         20       5         50     0.000160       3200.0
bucket*   11    2     90      0 edge     none            0       5         50     0.000059       1180.0
w3d       11    2     90      0 edge     none            0       5         50     0.000238       4760.0
bucket*   11    2     90      0 edge     def_heap        4       5         50     0.000098       1960.0
w3d       11    2     90      0 edge     def_heap        4       5         50     0.000201       4020.0
bucket*   11    2     90      0 edge     def_w3d         4       5         50     0.000070       1400.0
w3d       11    2     90      0 edge     def_w3d         4       5         50     0.000205       4100.0
bucket*   11    2     90      0 edge     rand20         20       5         50     0.000082       1640.0
w3d       11    2     90      0 edge     rand20         20       5         50     0.000223       4460.0
bucket*   11    2     90     45 center   none            0       5         50     0.000086       1720.0
w3d       11    2     90     45 center   none            0       5         50     0.000212       4240.0
bucket*   11    2     90     45 center   def_heap        4       5         50     0.000097       1940.0
w3d       11    2     90     45 center   def_heap        4       5         50     0.000230       4600.0
bucket*   11    2     90     45 center   def_w3d         4       5         50     0.000094       1880.0
w3d       11    2     90     45 center   def_w3d         4       5         50     0.000218       4360.0
bucket*   11    2     90     45 center   rand20         20       5         50     0.000108       2160.0
w3d       11    2     90     45 center   rand20         20       5         50     0.000234       4680.0
bucket*   11    2     90     45 corner   none            0       5         50     0.000039        780.0
w3d       11    2     90     45 corner   none            0       5         50     0.000148       2960.0
bucket*   11    2     90     45 corner   def_heap        4       5         50     0.000041        820.0
w3d       11    2     90     45 corner   def_heap        4       5         50     0.000148       2960.0
bucket*   11    2     90     45 corner   def_w3d         4       5         50     0.000041        820.0
w3d       11    2     90     45 corner   def_w3d         4       5         50     0.000148       2960.0
bucket*   11    2     90     45 corner   rand20         20       5         50     0.000047        940.0
w3d       11    2     90     45 corner   rand20         20       5         50     0.000151       3020.0
bucket*   11    2     90     45 edge     none            0       5         50     0.000102       2040.0
w3d       11    2     90     45 edge     none            0       5         50     0.000209       4180.0
bucket*   11    2     90     45 edge     def_heap        4       5         50     0.000100       2000.0
w3d       11    2     90     45 edge     def_heap        4       5         50     0.000216       4320.0
bucket*   11    2     90     45 edge     def_w3d         4       5         50     0.000089       1780.0
w3d       11    2     90     45 edge     def_w3d         4       5         50     0.000207       4140.0
bucket*   11    2     90     45 edge     rand20         20       5         50     0.000102       2040.0
w3d       11    2     90     45 edge     rand20         20       5         50     0.000245       4900.0
bucket*   11    2     90    180 center   none            0       5         50     0.000101       2020.0
w3d       11    2     90    180 center   none            0       5         50     0.000301       6020.0
bucket*   11    2     90    180 center   def_heap        4       5         50     0.000094       1880.0
w3d       11    2     90    180 center   def_heap        4       5         50     0.000258       5160.0
bucket*   11    2     90    180 center   def_w3d         4       5         50     0.000123       2460.0
w3d       11    2     90    180 center   def_w3d         4       5         50     0.000244       4880.0
bucket*   11    2     90    180 center   rand20         20       5         50     0.000138       2760.0
w3d       11    2     90    180 center   rand20         20       5         50     0.000266       5320.0
bucket*   11    2     90    180 corner   none            0       5         50     0.000060       1200.0
w3d       11    2     90    180 corner   none            0       5         50     0.000176       3520.0
bucket*   11    2     90    180 corner   def_heap        4       5         50     0.000073       1460.0
w3d       11    2     90    180 corner   def_heap        4       5         50     0.000205       4100.0
bucket*   11    2     90    180 corner   def_w3d         4       5         50     0.000075       1500.0
w3d       11    2     90    180 corner   def_w3d         4       5         50     0.000190       3800.0
bucket*   11    2     90    180 corner   rand20         20       5         50     0.000098       1960.0
w3d       11    2     90    180 corner   rand20         20       5         50     0.000214       4280.0
bucket*   11    2     90    180 edge     none            0       5         50     0.000067       1340.0
w3d       11    2     90    180 edge     none            0       5         50     0.000213       4260.0
bucket*   11    2     90    180 edge     def_heap        4       5         50     0.000072       1440.0
w3d       11    2     90    180 edge     def_heap        4       5         50     0.000200       4000.0
bucket*   11    2     90    180 edge     def_w3d         4       5         50     0.000071       1420.0
w3d       11    2     90    180 edge     def_w3d         4       5         50     0.000213       4260.0
bucket*   11    2     90    180 edge     rand20         20       5         50     0.000101       2020.0
w3d       11    2     90    180 edge     rand20         20       5         50     0.000235       4700.0
bucket*   11    2     90    360 center   none            0       5         50     0.000101       2020.0
w3d       11    2     90    360 center   none            0       5         50     0.000258       5160.0
bucket*   11    2     90    360 center   def_heap        4       5         50     0.000111       2220.0
w3d       11    2     90    360 center   def_heap        4       5         50     0.000262       5240.0
bucket*   11    2     90    360 center   def_w3d         4       5         50     0.000110       2200.0
w3d       11    2     90    360 center   def_w3d         4       5         50     0.000271       5420.0
bucket*   11    2     90    360 center   rand20         20       5         50     0.000126       2520.0
w3d       11    2     90    360 center   rand20         20       5         50     0.000272       5440.0
bucket*   11    2     90    360 corner   none            0       5         50     0.000045        900.0
w3d       11    2     90    360 corner   none            0       5         50     0.000199       3980.0
bucket*   11    2     90    360 corner   def_heap        4       5         50     0.000050       1000.0
w3d       11    2     90    360 corner   def_heap        4       5         50     0.000194       3880.0
bucket*   11    2     90    360 corner   def_w3d         4       5         50     0.000052       1040.0
w3d       11    2     90    360 corner   def_w3d         4       5         50     0.000191       3820.0
bucket*   11    2     90    360 corner   rand20         20       5         50     0.000075       1500.0
w3d       11    2     90    360 corner   rand20         20       5         50     0.000192       3840.0
bucket*   11    2     90    360 edge     none            0       5         50     0.000075       1500.0
w3d       11    2     90    360 edge     none            0       5         50     0.000242       4840.0
bucket*   11    2     90    360 edge     def_heap        4       5         50     0.000074       1480.0
w3d       11    2     90    360 edge     def_heap        4       5         50     0.000216       4320.0
bucket*   11    2     90    360 edge     def_w3d         4       5         50     0.000080       1600.0
w3d       11    2     90    360 edge     def_w3d         4       5         50     0.000229       4580.0
bucket*   11    2     90    360 edge     rand20         20       5         50     0.000079       1580.0
w3d       11    2     90    360 edge     rand20         20       5         50     0.000246       4920.0
bucket*   51    1     90      0 center   none            0      25         50     0.001553      31060.0
w3d       51    1     90      0 center   none            0      25         50     0.002665      53300.0
bucket*   51    1     90      0 center   def_heap        4      25         50     0.001716      34320.0
w3d       51    1     90      0 center   def_heap        4      25         50     0.002694      53880.0
bucket*   51    1     90      0 center   def_w3d         4      25         50     0.001711      34220.0
w3d       51    1     90      0 center   def_w3d         4      25         50     0.002837      56740.0
bucket*   51    1     90      0 center   rand20         20      25         50     0.001561      31220.0
w3d       51    1     90      0 center   rand20         20      25         50     0.002386      47720.0
bucket*   51    1     90      0 corner   none            0      25         50     0.000647      12940.0
w3d       51    1     90      0 corner   none            0      25         50     0.001912      38240.0
bucket*   51    1     90      0 corner   def_heap        4      25         50     0.000750      15000.0
w3d       51    1     90      0 corner   def_heap        4      25         50     0.002184      43680.0
bucket*   51    1     90      0 corner   def_w3d         4      25         50     0.000803      16060.0
w3d       51    1     90      0 corner   def_w3d         4      25         50     0.001799      35980.0
bucket*   51    1     90      0 corner   rand20         20      25         50     0.000725      14500.0
w3d       51    1     90      0 corner   rand20         20      25         50     0.001846      36920.0
bucket*   51    1     90      0 edge     none            0      25         50     0.001117      22340.0
w3d       51    1     90      0 edge     none            0      25         50     0.002056      41120.0
bucket*   51    1     90      0 edge     def_heap        4      25         50     0.001085      21700.0
w3d       51    1     90      0 edge     def_heap        4      25         50     0.002353      47060.0
bucket*   51    1     90      0 edge     def_w3d         4      25         50     0.001114      22280.0
w3d       51    1     90      0 edge     def_w3d         4      25         50     0.002478      49560.0
bucket*   51    1     90      0 edge     rand20         20      25         50     0.001048      20960.0
w3d       51    1     90      0 edge     rand20         20      25         50     0.002294      45880.0
bucket*   51    1     90     45 center   none            0      25         50     0.001618      32360.0
w3d       51    1     90     45 center   none            0      25         50     0.002573      51460.0
bucket*   51    1     90     45 center   def_heap        4      25         50     0.001638      32760.0
w3d       51    1     90     45 center   def_heap        4      25         50     0.002583      51660.0
bucket*   51    1     90     45 center   def_w3d         4      25         50     0.001647      32940.0
w3d       51    1     90     45 center   def_w3d         4      25         50     0.002812      56240.0
bucket*   51    1     90     45 center   rand20         20      25         50     0.001671      33420.0
w3d       51    1     90     45 center   rand20         20      25         50     0.002340      46800.0
bucket*   51    1     90     45 corner   none            0      25         50     0.000688      13760.0
w3d       51    1     90     45 corner   none            0      25         50     0.001711      34220.0
bucket*   51    1     90     45 corner   def_heap        4      25         50     0.000804      16080.0
w3d       51    1     90     45 corner   def_heap        4      25         50     0.001969      39380.0
bucket*   51    1     90     45 corner   def_w3d         4      25         50     0.000723      14460.0
w3d       51    1     90     45 corner   def_w3d         4      25         50     0.001880      37600.0
bucket*   51    1     90     45 corner   rand20         20      25         50     0.000764      15280.0
w3d       51    1     90     45 corner   rand20         20      25         50     0.001673      33460.0
bucket*   51    1     90     45 edge     none            0      25         50     0.001359      27180.0
w3d       51    1     90     45 edge     none            0      25         50     0.002449      48980.0
bucket*   51    1     90     45 edge     def_heap        4      25         50     0.001510      30200.0
w3d       51    1     90     45 edge     def_heap        4      25         50     0.002660      53200.0
bucket*   51    1     90     45 edge     def_w3d         4      25         50     0.001560      31200.0
w3d       51    1     90     45 edge     def_w3d         4      25         50     0.002581      51620.0
bucket*   51    1     90     45 edge     rand20         20      25         50     0.001744      34880.0
w3d       51    1     90     45 edge     rand20         20      25         50     0.002440      48800.0
bucket*   51    1     90    180 center   none            0      25         50     0.001757      35140.0
w3d       51    1     90    180 center   none            0      25         50     0.002640      52800.0
bucket*   51    1     90    180 center   def_heap        4      25         50     0.001678      33560.0
w3d       51    1     90    180 center   def_heap        4      25         50     0.002657      53140.0
bucket*   51    1     90    180 center   def_w3d         4      25         50     0.001663      33260.0
w3d       51    1     90    180 center   def_w3d         4      25         50     0.002778      55560.0
bucket*   51    1     90    180 center   rand20         20      25         50     0.001664      33280.0
w3d       51    1     90    180 center   rand20         20      25         50     0.002479      49580.0
bucket*   51    1     90    180 corner   none            0      25         50     0.001051      21020.0
w3d       51    1     90    180 corner   none            0      25         50     0.002054      41080.0
bucket*   51    1     90    180 corner   def_heap        4      25         50     0.001047      20940.0
w3d       51    1     90    180 corner   def_heap        4      25         50     0.002308      46160.0
bucket*   51    1     90    180 corner   def_w3d         4      25         50     0.001289      25780.0
w3d       51    1     90    180 corner   def_w3d         4      25         50     0.002399      47980.0
bucket*   51    1     90    180 corner   rand20         20      25         50     0.001270      25400.0
w3d       51    1     90    180 corner   rand20         20      25         50     0.002201      44020.0
bucket*   51    1     90    180 edge     none            0      25         50     0.001074      21480.0
w3d       51    1     90    180 edge     none            0      25         50     0.002347      46940.0
bucket*   51    1     90    180 edge     def_heap        4      25         50     0.001065      21300.0
w3d       51    1     90    180 edge     def_heap        4      25         50     0.002317      46340.0
bucket*   51    1     90    180 edge     def_w3d         4      25         50     0.000957      19140.0
w3d       51    1     90    180 edge     def_w3d         4      25         50     0.002093      41860.0
bucket*   51    1     90    180 edge     rand20         20      25         50     0.001061      21220.0
w3d       51    1     90    180 edge     rand20         20      25         50     0.002505      50100.0
bucket*   51    1     90    360 center   none            0      25         50     0.001838      36760.0
w3d       51    1     90    360 center   none            0      25         50     0.002942      58840.0
bucket*   51    1     90    360 center   def_heap        4      25         50     0.001673      33460.0
w3d       51    1     90    360 center   def_heap        4      25         50     0.002680      53600.0
bucket*   51    1     90    360 center   def_w3d         4      25         50     0.001821      36420.0
w3d       51    1     90    360 center   def_w3d         4      25         50     0.002690      53800.0
bucket*   51    1     90    360 center   rand20         20      25         50     0.001714      34280.0
w3d       51    1     90    360 center   rand20         20      25         50     0.002648      52960.0
bucket*   51    1     90    360 corner   none            0      25         50     0.000648      12960.0
w3d       51    1     90    360 corner   none            0      25         50     0.001619      32380.0
bucket*   51    1     90    360 corner   def_heap        4      25         50     0.000664      13280.0
w3d       51    1     90    360 corner   def_heap        4      25         50     0.001722      34440.0
bucket*   51    1     90    360 corner   def_w3d         4      25         50     0.000681      13620.0
w3d       51    1     90    360 corner   def_w3d         4      25         50     0.001756      35120.0
bucket*   51    1     90    360 corner   rand20         20      25         50     0.000680      13600.0
w3d       51    1     90    360 corner   rand20         20      25         50     0.001984      39680.0
bucket*   51    1     90    360 edge     none            0      25         50     0.001216      24320.0
w3d       51    1     90    360 edge     none            0      25         50     0.002554      51080.0
bucket*   51    1     90    360 edge     def_heap        4      25         50     0.001092      21840.0
w3d       51    1     90    360 edge     def_heap        4      25         50     0.002116      42320.0
bucket*   51    1     90    360 edge     def_w3d         4      25         50     0.000999      19980.0
w3d       51    1     90    360 edge     def_w3d         4      25         50     0.002250      45000.0
bucket*   51    1     90    360 edge     rand20         20      25         50     0.001049      20980.0
w3d       51    1     90    360 edge     rand20         20      25         50     0.002237      44740.0
bucket*   51    2     90      0 center   none            0      25         50     0.004117      82340.0
w3d       51    2     90      0 center   none            0      25         50     0.004942      98840.0
bucket*   51    2     90      0 center   def_heap        4      25         50     0.004476      89520.0
w3d       51    2     90      0 center   def_heap        4      25         50     0.004543      90860.0
bucket*   51    2     90      0 center   def_w3d         4      25         50     0.004053      81060.0
w3d       51    2     90      0 center   def_w3d         4      25         50     0.004757      95140.0
bucket*   51    2     90      0 center   rand20         20      25         50     0.004341      86820.0
w3d       51    2     90      0 center   rand20         20      25         50     0.005049     100980.0
bucket*   51    2     90      0 corner   none            0      25         50     0.000933      18660.0
w3d       51    2     90      0 corner   none            0      25         50     0.003178      63560.0
bucket*   51    2     90      0 corner   def_heap        4      25         50     0.000930      18600.0
w3d       51    2     90      0 corner   def_heap        4      25         50     0.003199      63980.0
bucket*   51    2     90      0 corner   def_w3d         4      25         50     0.000954      19080.0
w3d       51    2     90      0 corner   def_w3d         4      25         50     0.003306      66120.0
bucket*   51    2     90      0 corner   rand20         20      25         50     0.001010      20200.0
w3d       51    2     90      0 corner   rand20         20      25         50     0.003558      71160.0
bucket*   51    2     90      0 edge     none            0      25         50     0.002004      40080.0
w3d       51    2     90      0 edge     none            0      25         50     0.003624      72480.0
bucket*   51    2     90      0 edge     def_heap        4      25         50     0.001997      39940.0
w3d       51    2     90      0 edge     def_heap        4      25         50     0.003970      79400.0
bucket*   51    2     90      0 edge     def_w3d         4      25         50     0.001874      37480.0
w3d       51    2     90      0 edge     def_w3d         4      25         50     0.003874      77480.0
bucket*   51    2     90      0 edge     rand20         20      25         50     0.001941      38820.0
w3d       51    2     90      0 edge     rand20         20      25         50     0.004145      82900.0
bucket    51    2     90     45 center   none            0      25         50     0.004745      94900.0
w3d*      51    2     90     45 center   none            0      25         50     0.004745      94900.0
bucket*   51    2     90     45 center   def_heap        4      25         50     0.004108      82160.0
w3d       51    2     90     45 center   def_heap        4      25         50     0.004598      91960.0
bucket*   51    2     90     45 center   def_w3d         4      25         50     0.004239      84780.0
w3d       51    2     90     45 center   def_w3d         4      25         50     0.004313      86260.0
bucket*   51    2     90     45 center   rand20         20      25         50     0.004270      85400.0
w3d       51    2     90     45 center   rand20         20      25         50     0.004559      91180.0
bucket*   51    2     90     45 corner   none            0      25         50     0.000962      19240.0
w3d       51    2     90     45 corner   none            0      25         50     0.003160      63200.0
bucket*   51    2     90     45 corner   def_heap        4      25         50     0.001071      21420.0
w3d       51    2     90     45 corner   def_heap        4      25         50     0.003326      66520.0
bucket*   51    2     90     45 corner   def_w3d         4      25         50     0.001073      21460.0
w3d       51    2     90     45 corner   def_w3d         4      25         50     0.003782      75640.0
bucket*   51    2     90     45 corner   rand20         20      25         50     0.000995      19900.0
w3d       51    2     90     45 corner   rand20         20      25         50     0.003367      67340.0
bucket*   51    2     90     45 edge     none            0      25         50     0.003581      71620.0
w3d       51    2     90     45 edge     none            0      25         50     0.004116      82320.0
bucket*   51    2     90     45 edge     def_heap        4      25         50     0.003649      72980.0
w3d       51    2     90     45 edge     def_heap        4      25         50     0.004078      81560.0
bucket*   51    2     90     45 edge     def_w3d         4      25         50     0.004132      82640.0
w3d       51    2     90     45 edge     def_w3d         4      25         50     0.004186      83720.0
bucket    51    2     90     45 edge     rand20         20      25         50     0.004332      86640.0
w3d*      51    2     90     45 edge     rand20         20      25         50     0.004187      83740.0
bucket    51    2     90    180 center   none            0      25         50     0.004886      97720.0
w3d*      51    2     90    180 center   none            0      25         50     0.004863      97260.0
bucket*   51    2     90    180 center   def_heap        4      25         50     0.005238     104760.0
w3d       51    2     90    180 center   def_heap        4      25         50     0.005362     107240.0
bucket*   51    2     90    180 center   def_w3d         4      25         50     0.004487      89740.0
w3d       51    2     90    180 center   def_w3d         4      25         50     0.004653      93060.0
bucket*   51    2     90    180 center   rand20         20      25         50     0.004925      98500.0
w3d       51    2     90    180 center   rand20         20      25         50     0.005074     101480.0
bucket*   51    2     90    180 corner   none            0      25         50     0.001902      38040.0
w3d       51    2     90    180 corner   none            0      25         50     0.003840      76800.0
bucket*   51    2     90    180 corner   def_heap        4      25         50     0.002210      44200.0
w3d       51    2     90    180 corner   def_heap        4      25         50     0.004431      88620.0
bucket*   51    2     90    180 corner   def_w3d         4      25         50     0.002244      44880.0
w3d       51    2     90    180 corner   def_w3d         4      25         50     0.003829      76580.0
bucket*   51    2     90    180 corner   rand20         20      25         50     0.002068      41360.0
w3d       51    2     90    180 corner   rand20         20      25         50     0.003997      79940.0
bucket*   51    2     90    180 edge     none            0      25         50     0.002309      46180.0
w3d       51    2     90    180 edge     none            0      25         50     0.004655      93100.0
bucket*   51    2     90    180 edge     def_heap        4      25         50     0.001902      38040.0
w3d       51    2     90    180 edge     def_heap        4      25         50     0.004144      82880.0
bucket*   51    2     90    180 edge     def_w3d         4      25         50     0.002301      46020.0
w3d       51    2     90    180 edge     def_w3d         4      25         50     0.003842      76840.0
bucket*   51    2     90    180 edge     rand20         20      25         50     0.002189      43780.0
w3d       51    2     90    180 edge     rand20         20      25         50     0.004404      88080.0
bucket*   51    2     90    360 center   none            0      25         50     0.004571      91420.0
w3d       51    2     90    360 center   none            0      25         50     0.007325     146500.0
bucket*   51    2     90    360 center   def_heap        4      25         50     0.004909      98180.0
w3d       51    2     90    360 center   def_heap        4      25         50     0.005033     100660.0
bucket*   51    2     90    360 center   def_w3d         4      25         50     0.004459      89180.0
w3d       51    2     90    360 center   def_w3d         4      25         50     0.005056     101120.0
bucket*   51    2     90    360 center   rand20         20      25         50     0.004727      94540.0
w3d       51    2     90    360 center   rand20         20      25         50     0.005138     102760.0
bucket*   51    2     90    360 corner   none            0      25         50     0.001007      20140.0
w3d       51    2     90    360 corner   none            0      25         50     0.003362      67240.0
bucket*   51    2     90    360 corner   def_heap        4      25         50     0.000971      19420.0
w3d       51    2     90    360 corner   def_heap        4      25         50     0.003410      68200.0
bucket*   51    2     90    360 corner   def_w3d         4      25         50     0.000971      19420.0
w3d       51    2     90    360 corner   def_w3d         4      25         50     0.003370      67400.0
bucket*   51    2     90    360 corner   rand20         20      25         50     0.000981      19620.0
w3d       51    2     90    360 corner   rand20         20      25         50     0.003483      69660.0
bucket*   51    2     90    360 edge     none            0      25         50     0.001944      38880.0
w3d       51    2     90    360 edge     none            0      25         50     0.004204      84080.0
bucket*   51    2     90    360 edge     def_heap        4      25         50     0.001986      39720.0
w3d       51    2     90    360 edge     def_heap        4      25         50     0.004167      83340.0
bucket*   51    2     90    360 edge     def_w3d         4      25         50     0.001960      39200.0
w3d       51    2     90    360 edge     def_w3d         4      25         50     0.004644      92880.0
bucket*   51    2     90    360 edge     rand20         20      25         50     0.002295      45900.0
w3d       51    2     90    360 edge     rand20         20      25         50     0.004107      82140.0
bucket*  104    1     90      0 center   none            0      25         50     0.004493      89860.0
w3d      104    1     90      0 center   none            0      25         50     0.005373     107460.0
bucket*  104    1     90      0 center   def_heap        4      25         50     0.005060     101200.0
w3d      104    1     90      0 center   def_heap        4      25         50     0.009091     181820.0
bucket*  104    1     90      0 center   def_w3d         4      25         50     0.004116      82320.0
w3d      104    1     90      0 center   def_w3d         4      25         50     0.005539     110780.0
bucket*  104    1     90      0 center   rand20         20      25         50     0.004367      87340.0
w3d      104    1     90      0 center   rand20         20      25         50     0.004808      96160.0
bucket*  104    1     90      0 corner   none            0      25         50     0.002759      55180.0
