algo    grid lvls    fov    yaw eye      scenery     sc_ct  radius      iters       time_s      ns/iter
w3d       25    2     90     45 center   def_heap        4      24      10000     0.321707      32170.7
bucket*   25    2     90     45 center   def_w3d         4      24      10000     0.126285      12628.5
w3d       25    2     90     45 center   def_w3d         4      24      10000     0.322466      32246.6
bucket*   25    2     90     45 center   rand20         20      24      10000     0.136223      13622.3
w3d       25    2     90     45 center   rand20         20      24      10000     0.325092      32509.2
bucket*   25    2     90     45 corner   none            0      24      10000     0.061897       6189.7
w3d       25    2     90     45 corner   none            0      24      10000     0.475854      47585.4
bucket*   25    2     90     45 corner   def_heap        4      24      10000     0.062830       6283.0
w3d       25    2     90     45 corner   def_heap        4      24      10000     0.500663      50066.3
bucket*   25    2     90     45 corner   def_w3d         4      24      10000     0.064404       6440.4
w3d       25    2     90     45 corner   def_w3d         4      24      10000     0.475646      47564.6
bucket*   25    2     90     45 corner   rand20         20      24      10000     0.065063       6506.3
w3d       25    2     90     45 corner   rand20         20      24      10000     0.471574      47157.4
bucket*   25    2     90     45 edge     none            0      24      10000     0.205389      20538.9
w3d       25    2     90     45 edge     none            0      24      10000     0.536437      53643.7
bucket*   25    2     90     45 edge     def_heap        4      24      10000     0.218337      21833.7
w3d       25    2     90     45 edge     def_heap        4      24      10000     0.550053      55005.3
bucket*   25    2     90     45 edge     def_w3d         4      24      10000     0.220807      22080.7
w3d       25    2     90     45 edge     def_w3d         4      24      10000     0.548579      54857.9
bucket*   25    2     90     45 edge     rand20         20      24      10000     0.231228      23122.8
w3d       25    2     90     45 edge     rand20         20      24      10000     0.562342      56234.2
bucket*   25    2     90    180 center   none            0      24      10000     0.129129      12912.9
w3d       25    2     90    180 center   none            0      24      10000     0.329885      32988.5
bucket*   25    2     90    180 center   def_heap        4      24      10000     0.126448      12644.8
w3d       25    2     90    180 center   def_heap        4      24      10000     0.328619      32861.9
bucket*   25    2     90    180 center   def_w3d         4      24      10000     0.127668      12766.8
w3d       25    2     90    180 center   def_w3d         4      24      10000     0.328359      32835.9
bucket*   25    2     90    180 center   rand20         20      24      10000     0.134019      13401.9
w3d       25    2     90    180 center   rand20         20      24      10000     0.331373      33137.3
bucket*   25    2     90    180 corner   none            0      24      10000     0.211016      21101.6
w3d       25    2     90    180 corner   none            0      24      10000     0.541339      54133.9
bucket*   25    2     90    180 corner   def_heap        4      24      10000     0.209360      20936.0
w3d       25    2     90    180 corner   def_heap        4      24      10000     0.545560      54556.0
bucket*   25    2     90    180 corner   def_w3d         4      24      10000     0.218289      21828.9
w3d       25    2     90    180 corner   def_w3d         4      24      10000     0.542615      54261.5
bucket*   25    2     90    180 corner   rand20         20      24      10000     0.218384      21838.4
w3d       25    2     90    180 corner   rand20         20      24      10000     0.547711      54771.1
bucket*   25    2     90    180 edge     none            0      24      10000     0.090155       9015.5
w3d       25    2     90    180 edge     none            0      24      10000     0.505571      50557.1
bucket*   25    2     90    180 edge     def_heap        4      24      10000     0.089806       8980.6
w3d       25    2     90    180 edge     def_heap        4      24      10000     0.506227      50622.7
bucket*   25    2     90    180 edge     def_w3d         4      24      10000     0.090308       9030.8
w3d       25    2     90    180 edge     def_w3d         4      24      10000     0.508278      50827.8
bucket*   25    2     90    180 edge     rand20         20      24      10000     0.095090       9509.0
w3d       25    2     90    180 edge     rand20         20      24      10000     0.501888      50188.8
bucket*   25    2     90    360 center   none            0      24      10000     0.127887      12788.7
w3d       25    2     90    360 center   none            0      24      10000     0.325403      32540.3
bucket*   25    2     90    360 center   def_heap        4      24      10000     0.134278      13427.8
w3d       25    2     90    360 center   def_heap        4      24      10000     0.332387      33238.7
bucket*   25    2     90    360 center   def_w3d         4      24      10000     0.138585      13858.5
w3d       25    2     90    360 center   def_w3d         4      24      10000     0.335324      33532.4
bucket*   25    2     90    360 center   rand20         20      24      10000     0.138078      13807.8
w3d       25    2     90    360 center   rand20         20      24      10000     0.336644      33664.4
bucket*   25    2     90    360 corner   none            0      24      10000     0.061974       6197.4
w3d       25    2     90    360 corner   none            0      24      10000     0.469675      46967.5
bucket*   25    2     90    360 corner   def_heap        4      24      10000     0.063010       6301.0
w3d       25    2     90    360 corner   def_heap        4      24      10000     0.470387      47038.7
bucket*   25    2     90    360 corner   def_w3d         4      24      10000     0.062788       6278.8
w3d       25    2     90    360 corner   def_w3d         4      24      10000     0.495246      49524.6
bucket*   25    2     90    360 corner   rand20         20      24      10000     0.066880       6688.0
w3d       25    2     90    360 corner   rand20         20      24      10000     0.515363      51536.3
bucket*   25    2     90    360 edge     none            0      24      10000     0.090184       9018.4
w3d       25    2     90    360 edge     none            0      24      10000     0.549610      54961.0
bucket*   25    2     90    360 edge     def_heap        4      24      10000     0.091365       9136.5
w3d       25    2     90    360 edge     def_heap        4      24      10000     0.566279      56627.9
bucket*   25    2     90    360 edge     def_w3d         4      24      10000     0.095201       9520.1
w3d       25    2     90    360 edge     def_w3d         4      24      10000     0.520477      52047.7
bucket*   25    2     90    360 edge     rand20         20      24      10000     0.094341       9434.1
w3d       25    2     90    360 edge     rand20         20      24      10000     0.518346      51834.6
bucket*   25    4     90      0 center   none            0      24      10000     0.366012      36601.2
w3d       25    4     90      0 center   none            0      24      10000     0.642837      64283.7
bucket*   25    4     90      0 center   def_heap        4      24      10000     0.371991      37199.1
w3d       25    4     90      0 center   def_heap        4      24      10000     0.649078      64907.8
bucket*   25    4     90      0 center   def_w3d         4      24      10000     0.371291      37129.1
w3d       25    4     90      0 center   def_w3d         4      24      10000     0.643664      64366.4
bucket*   25    4     90      0 center   rand20         20      24      10000     0.382081      38208.1
w3d       25    4     90      0 center   rand20         20      24      10000     0.656075      65607.5
bucket*   25    4     90      0 corner   none            0      24      10000     0.102997      10299.7
w3d       25    4     90      0 corner   none            0      24      10000     0.948997      94899.7
bucket*   25    4     90      0 corner   def_heap        4      24      10000     0.104050      10405.0
w3d       25    4     90      0 corner   def_heap        4      24      10000     0.935117      93511.7
bucket*   25    4     90      0 corner   def_w3d         4      24      10000     0.102882      10288.2
w3d       25    4     90      0 corner   def_w3d         4      24      10000     0.941877      94187.7
bucket*   25    4     90      0 corner   rand20         20      24      10000     0.106529      10652.9
w3d       25    4     90      0 corner   rand20         20      24      10000     0.939097      93909.7
bucket*   25    4     90      0 edge     none            0      24      10000     0.178327      17832.7
w3d       25    4     90      0 edge     none            0      24      10000     1.002095     100209.5
bucket*   25    4     90      0 edge     def_heap        4      24      10000     0.186484      18648.4
w3d       25    4     90      0 edge     def_heap        4      24      10000     1.010977     101097.7
bucket*   25    4     90      0 edge     def_w3d         4      24      10000     0.188776      18877.6
w3d       25    4     90      0 edge     def_w3d         4      24      10000     1.016623     101662.3
bucket*   25    4     90      0 edge     rand20         20      24      10000     0.189175      18917.5
w3d       25    4     90      0 edge     rand20         20      24      10000     1.015561     101556.1
bucket*   25    4     90     45 center   none            0      24      10000     0.349919      34991.9
w3d       25    4     90     45 center   none            0      24      10000     0.631237      63123.7
bucket*   25    4     90     45 center   def_heap        4      24      10000     0.351719      35171.9
w3d       25    4     90     45 center   def_heap        4      24      10000     0.634476      63447.6
bucket*   25    4     90     45 center   def_w3d         4      24      10000     0.356685      35668.5
w3d       25    4     90     45 center   def_w3d         4      24      10000     0.626296      62629.6
bucket*   25    4     90     45 center   rand20         20      24      10000     0.372811      37281.1
w3d       25    4     90     45 center   rand20         20      24      10000     0.648082      64808.2
bucket*   25    4     90     45 corner   none            0      24      10000     0.104648      10464.8
w3d       25    4     90     45 corner   none            0      24      10000     0.942430      94243.0
bucket*   25    4     90     45 corner   def_heap        4      24      10000     0.104455      10445.5
w3d       25    4     90     45 corner   def_heap        4      24      10000     0.943052      94305.2
bucket*   25    4     90     45 corner   def_w3d         4      24      10000     0.103341      10334.1
w3d       25    4     90     45 corner   def_w3d         4      24      10000     0.943890      94389.0
bucket*   25    4     90     45 corner   rand20         20      24      10000     0.107224      10722.4
w3d       25    4     90     45 corner   rand20         20      24      10000     0.944541      94454.1
bucket*   25    4     90     45 edge     none            0      24      10000     0.661646      66164.6
w3d       25    4     90     45 edge     none            0      24      10000     1.112236     111223.6
bucket*   25    4     90     45 edge     def_heap        4      24      10000     0.699508      69950.8
w3d       25    4     90     45 edge     def_heap        4      24      10000     1.091103     109110.3
bucket*   25    4     90     45 edge     def_w3d         4      24      10000     0.692252      69225.2
w3d       25    4     90     45 edge     def_w3d         4      24      10000     1.090680     109068.0
bucket*   25    4     90     45 edge     rand20         20      24      10000     0.724531      72453.1
w3d       25    4     90     45 edge     rand20         20      24      10000     1.122496     112249.6
bucket*   25    4     90    180 center   none            0      24      10000     0.349124      34912.4
w3d       25    4     90    180 center   none            0      24      10000     0.645138      64513.8
bucket*   25    4     90    180 center   def_heap        4      24      10000     0.362779      36277.9
w3d       25    4     90    180 center   def_heap        4      24      10000     0.643285      64328.5
bucket*   25    4     90    180 center   def_w3d         4      24      10000     0.375997      37599.7
w3d       25    4     90    180 center   def_w3d         4      24      10000     0.653880      65388.0
bucket*   25    4     90    180 center   rand20         20      24      10000     0.386281      38628.1
w3d       25    4     90    180 center   rand20         20      24      10000     0.653170      65317.0
bucket*   25    4     90    180 corner   none            0      24      10000     0.631624      63162.4
w3d       25    4     90    180 corner   none            0      24      10000     1.081073     108107.3
bucket*   25    4     90    180 corner   def_heap        4      24      10000     0.649927      64992.7
w3d       25    4     90    180 corner   def_heap        4      24      10000     1.079066     107906.6
bucket*   25    4     90    180 corner   def_w3d         4      24      10000     0.641242      64124.2
w3d       25    4     90    180 corner   def_w3d         4      24      10000     1.082253     108225.3
bucket*   25    4     90    180 corner   rand20         20      24      10000     0.663650      66365.0
w3d       25    4     90    180 corner   rand20         20      24      10000     1.118026     111802.6
bucket*   25    4     90    180 edge     none            0      24      10000     0.195516      19551.6
w3d       25    4     90    180 edge     none            0      24      10000     1.029957     102995.7
bucket*   25    4     90    180 edge     def_heap        4      24      10000     0.194339      19433.9
w3d       25    4     90    180 edge     def_heap        4      24      10000     1.052748     105274.8
bucket*   25    4     90    180 edge     def_w3d         4      24      10000     0.206117      20611.7
w3d       25    4     90    180 edge     def_w3d         4      24      10000     1.062307     106230.7
bucket*   25    4     90    180 edge     rand20         20      24      10000     0.203947      20394.7
w3d       25    4     90    180 edge     rand20         20      24      10000     1.039857     103985.7
bucket*   25    4     90    360 center   none            0      24      10000     0.365528      36552.8
w3d       25    4     90    360 center   none            0      24      10000     0.653242      65324.2
bucket*   25    4     90    360 center   def_heap        4      24      10000     0.376476      37647.6
w3d       25    4     90    360 center   def_heap        4      24      10000     0.661047      66104.7
bucket*   25    4     90    360 center   def_w3d         4      24      10000     0.373997      37399.7
w3d       25    4     90    360 center   def_w3d         4      24      10000     0.662388      66238.8
bucket*   25    4     90    360 center   rand20         20      24      10000     0.382222      38222.2
w3d       25    4     90    360 center   rand20         20      24      10000     0.671534      67153.4
bucket*   25    4     90    360 corner   none            0      24      10000     0.105032      10503.2
w3d       25    4     90    360 corner   none            0      24      10000     0.960787      96078.7
bucket*   25    4     90    360 corner   def_heap        4      24      10000     0.105488      10548.8
w3d       25    4     90    360 corner   def_heap        4      24      10000     0.960220      96022.0
bucket*   25    4     90    360 corner   def_w3d         4      24      10000     0.105050      10505.0
w3d       25    4     90    360 corner   def_w3d         4      24      10000     0.950399      95039.9
bucket*   25    4     90    360 corner   rand20         20      24      10000     0.109018      10901.8
w3d       25    4     90    360 corner   rand20         20      24      10000     0.960550      96055.0
bucket*   25    4     90    360 edge     none            0      24      10000     0.175054      17505.4
w3d       25    4     90    360 edge     none            0      24      10000     1.025584     102558.4
bucket*   25    4     90    360 edge     def_heap        4      24      10000     0.191880      19188.0
w3d       25    4     90    360 edge     def_heap        4      24      10000     1.045945     104594.5
bucket*   25    4     90    360 edge     def_w3d         4      24      10000     0.184481      18448.1
w3d       25    4     90    360 edge     def_w3d         4      24      10000     1.032121     103212.1
bucket*   25    4     90    360 edge     rand20         20      24      10000     0.183455      18345.5
w3d       25    4     90    360 edge     rand20         20      24      10000     1.023507     102350.7
bucket*   65    1     90      0 center   none            0      25      10000     0.410303      41030.3
w3d       65    1     90      0 center   none            0      25      10000     0.589100      58910.0
bucket*   65    1     90      0 center   def_heap        4      25      10000     0.412237      41223.7
w3d       65    1     90      0 center   def_heap        4      25      10000     0.594804      59480.4
bucket*   65    1     90      0 center   def_w3d         4      25      10000     0.417166      41716.6
w3d       65    1     90      0 center   def_w3d         4      25      10000     0.597414      59741.4
bucket*   65    1     90      0 center   rand20         20      25      10000     0.411826      41182.6
w3d       65    1     90      0 center   rand20         20      25      10000     0.593712      59371.2
bucket*   65    1     90      0 corner   none            0      25      10000     0.215809      21580.9
w3d       65    1     90      0 corner   none            0      25      10000     0.437139      43713.9
bucket*   65    1     90      0 corner   def_heap        4      25      10000     0.219573      21957.3
w3d       65    1     90      0 corner   def_heap        4      25      10000     0.435071      43507.1
bucket*   65    1     90      0 corner   def_w3d         4      25      10000     0.216537      21653.7
w3d       65    1     90      0 corner   def_w3d         4      25      10000     0.433592      43359.2
bucket*   65    1     90      0 corner   rand20         20      25      10000     0.220222      22022.2
w3d       65    1     90      0 corner   rand20         20      25      10000     0.439262      43926.2
bucket*   65    1     90      0 edge     none            0      25      10000     0.294663      29466.3
w3d       65    1     90      0 edge     none            0      25      10000     0.513044      51304.4
bucket*   65    1     90      0 edge     def_heap        4      25      10000     0.286637      28663.7
w3d       65    1     90      0 edge     def_heap        4      25      10000     0.512449      51244.9
bucket*   65    1     90      0 edge     def_w3d         4      25      10000     0.288141      28814.1
w3d       65    1     90      0 edge     def_w3d         4      25      10000     0.512805      51280.5
bucket*   65    1     90      0 edge     rand20         20      25      10000     0.294911      29491.1
w3d       65    1     90      0 edge     rand20         20      25      10000     0.522034      52203.4
bucket*   65    1     90     45 center   none            0      25      10000     0.413783      41378.3
w3d       65    1     90     45 center   none            0      25      10000     0.581045      58104.5
bucket*   65    1     90     45 center   def_heap        4      25      10000     0.406967      40696.7
w3d       65    1     90     45 center   def_heap        4      25      10000     0.582247      58224.7
bucket*   65    1     90     45 center   def_w3d         4      25      10000     0.415161      41516.1
w3d       65    1     90     45 center   def_w3d         4      25      10000     0.580437      58043.7
bucket*   65    1     90     45 center   rand20         20      25      10000     0.415039      41503.9
w3d       65    1     90     45 center   rand20         20      25      10000     0.585603      58560.3
bucket*   65    1     90     45 corner   none            0      25      10000     0.229745      22974.5
w3d       65    1     90     45 corner   none            0      25      10000     0.450243      45024.3
bucket*   65    1     90     45 corner   def_heap        4      25      10000     0.231099      23109.9
w3d       65    1     90     45 corner   def_heap        4      25      10000     0.446514      44651.4
bucket*   65    1     90     45 corner   def_w3d         4      25      10000     0.245567      24556.7
w3d       65    1     90     45 corner   def_w3d         4      25      10000     0.451028      45102.8
bucket*   65    1     90     45 corner   rand20         20      25      10000     0.233361      23336.1
w3d       65    1     90     45 corner   rand20         20      25      10000     0.449596      44959.6
bucket*   65    1     90     45 edge     none            0      25      10000     0.386121      38612.1
w3d       65    1     90     45 edge     none            0      25      10000     0.546116      54611.6
bucket*   65    1     90     45 edge     def_heap        4      25      10000     0.382379      38237.9
w3d       65    1     90     45 edge     def_heap        4      25      10000     0.549324      54932.4
bucket*   65    1     90     45 edge     def_w3d         4      25      10000     0.391817      39181.7
w3d       65    1     90     45 edge     def_w3d         4      25      10000     0.554184      55418.4
bucket*   65    1     90     45 edge     rand20         20      25      10000     0.393125      39312.5
w3d       65    1     90     45 edge     rand20         20      25      10000     0.555628      55562.8
bucket*   65    1     90    180 center   none            0      25      10000     0.405652      40565.2
w3d       65    1     90    180 center   none            0      25      10000     0.585952      58595.2
bucket*   65    1     90    180 center   def_heap        4      25      10000     0.403541      40354.1
w3d       65    1     90    180 center   def_heap        4      25      10000     0.592450      59245.0
bucket*   65    1     90    180 center   def_w3d         4      25      10000     0.402520      40252.0
w3d       65    1     90    180 center   def_w3d         4      25      10000     0.594517      59451.7
bucket*   65    1     90    180 center   rand20         20      25      10000     0.417719      41771.9
w3d       65    1     90    180 center   rand20         20      25      10000     0.599075      59907.5
bucket*   65    1     90    180 corner   none            0      25      10000     0.305793      30579.3
w3d       65    1     90    180 corner   none            0      25      10000     0.507619      50761.9
bucket*   65    1     90    180 corner   def_heap        4      25      10000     0.310950      31095.0
w3d       65    1     90    180 corner   def_heap        4      25      10000     0.506542      50654.2
bucket*   65    1     90    180 corner   def_w3d         4      25      10000     0.313621      31362.1
w3d       65    1     90    180 corner   def_w3d         4      25      10000     0.513612      51361.2
bucket*   65    1     90    180 corner   rand20         20      25      10000     0.312418      31241.8
w3d       65    1     90    180 corner   rand20         20      25      10000     0.513863      51386.3
bucket*   65    1     90    180 edge     none            0      25      10000     0.293548      29354.8
w3d       65    1     90    180 edge     none            0      25      10000     0.512382      51238.2
bucket*   65    1     90    180 edge     def_heap        4      25      10000     0.291412      29141.2
w3d       65    1     90    180 edge     def_heap        4      25      10000     0.525533      52553.3
bucket*   65    1     90    180 edge     def_w3d         4      25      10000     0.294233      29423.3
w3d       65    1     90    180 edge     def_w3d         4      25      10000     0.510075      51007.5
bucket*   65    1     90    180 edge     rand20         20      25      10000     0.299481      29948.1
w3d       65    1     90    180 edge     rand20         20      25      10000     0.517124      51712.4
bucket*   65    1     90    360 center   none            0      25      10000     0.406362      40636.2
w3d       65    1     90    360 center   none            0      25      10000     0.595239      59523.9
bucket*   65    1     90    360 center   def_heap        4      25      10000     0.408028      40802.8
w3d       65    1     90    360 center   def_heap        4      25      10000     0.595783      59578.3
bucket*   65    1     90    360 center   def_w3d         4      25      10000     0.410019      41001.9
w3d       65    1     90    360 center   def_w3d         4      25      10000     0.597481      59748.1
bucket*   65    1     90    360 center   rand20         20      25      10000     0.409270      40927.0
w3d       65    1     90    360 center   rand20         20      25      10000     0.593384      59338.4
bucket*   65    1     90    360 corner   none            0      25      10000     0.219666      21966.6
w3d       65    1     90    360 corner   none            0      25      10000     0.438578      43857.8
bucket*   65    1     90    360 corner   def_heap        4      25      10000     0.218422      21842.2
w3d       65    1     90    360 corner   def_heap        4      25      10000     0.443794      44379.4
bucket*   65    1     90    360 corner   def_w3d         4      25      10000     0.219766      21976.6
w3d       65    1     90    360 corner   def_w3d         4      25      10000     0.440156      44015.6
bucket*   65    1     90    360 corner   rand20         20      25      10000     0.223442      22344.2
w3d       65    1     90    360 corner   rand20         20      25      10000     0.438621      43862.1
bucket*   65    1     90    360 edge     none            0      25      10000     0.285755      28575.5
w3d       65    1     90    360 edge     none            0      25      10000     0.511689      51168.9
bucket*   65    1     90    360 edge     def_heap        4      25      10000     0.291296      29129.6
w3d       65    1     90    360 edge     def_heap        4      25      10000     0.511788      51178.8
bucket*   65    1     90    360 edge     def_w3d         4      25      10000     0.293675      29367.5
w3d       65    1     90    360 edge     def_w3d         4      25      10000     0.511700      51170.0
