0.002924 sym317
0.001951 sym317
0.001945 sym317
0.001952 sym315 sym321
0.001950 sym318 sym321
0.050777 sym429 sym438
0.005853 sym401 sym3 sym3 sym423
0.002171 sym435 sym3 sym3 sym423
0.003907 sym19 sym320 sym3 sym3 sym423
0.001944 sym78 sym320 sym3 sym3 sym423
0.002937 sym78 sym320 sym3 sym3 sym423
0.001953 sym364 sym320 sym3 sym3 sym423
0.001938 sym382 sym320 sym3 sym3 sym423
0.019495 sym401 sym320 sym3 sym3 sym423
0.003908 sym401 sym320 sym3 sym3 sym423
0.027342 sym435 sym320 sym3 sym3 sym423
0.011701 sym435 sym320 sym3 sym3 sym423
0.004878 sym435 sym327 sym416 sym416 sym323
0.001955 sym32 sym78 sym320 sym3 sym3 sym423
0.029298 sym36 sym78 sym320 sym3 sym3 sym423
0.001958 sym40 sym19 sym320 sym3 sym3 sym423
0.001951 sym40 sym19 sym320 sym3 sym3 sym423
0.001951 sym40 sym19 sym320 sym3 sym3 sym423
0.001956 sym130 sym19 sym320 sym3 sym3 sym423
0.001960 sym130 sym79 sym320 sym3 sym3 sym423
0.001953 sym151 sym19 sym320 sym3 sym3 sym423
0.001949 sym217 sym19 sym320 sym3 sym3 sym423
0.001955 sym217 sym19 sym320 sym3 sym3 sym423
0.001951 sym231 sym19 sym320 sym3 sym3 sym423
0.003906 sym232 sym19 sym320 sym3 sym3 sym423
0.001958 sym253 sym19 sym320 sym3 sym3 sym423
0.001952 sym364 sym19 sym320 sym3 sym3 sym423
0.001954 sym364 sym19 sym320 sym3 sym3 sym423
0.001955 sym364 sym79 sym320 sym3 sym3 sym423
0.001953 sym382 sym19 sym320 sym3 sym3 sym423
0.001951 sym382 sym19 sym320 sym3 sym3 sym423
0.001953 sym382 sym79 sym320 sym3 sym3 sym423
0.001955 sym382 sym19 sym320 sym3 sym3 sym423
0.002928 sym401 sym19 sym320 sym3 sym3 sym423
0.007810 sym401 sym19 sym320 sym3 sym3 sym423
0.002817 sym401 sym77 sym320 sym3 sym3 sym423
0.090812 sym401 sym78 sym320 sym3 sym3 sym423
0.001947 sym401 sym78 sym320 sym3 sym3 sym423
0.003905 sym434 sym412 sym320 sym3 sym3 sym423
0.001949 sym435 sym78 sym320 sym3 sym3 sym423
0.001951 sym435 sym78 sym320 sym3 sym3 sym423
0.002945 sym435 sym96 sym320 sym3 sym3 sym423
0.014648 sym435 sym412 sym320 sym3 sym3 sym423
0.001940 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.003909 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.003906 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.003907 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.007813 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.009764 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.003906 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.003910 sym319 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym364 sym100 sym79 sym320 sym3 sym3 sym423
0.001949 sym364 sym100 sym19 sym320 sym3 sym3 sym423
0.001951 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001951 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001962 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym364 sym232 sym19 sym320 sym3 sym3 sym423
0.002930 sym379 sym380 sym78 sym320 sym3 sym3 sym423
0.002930 sym380 sym32 sym78 sym320 sym3 sym3 sym423
0.001952 sym382 sym100 sym19 sym320 sym3 sym3 sym423
0.001954 sym382 sym232 sym19 sym320 sym3 sym3 sym423
0.001954 sym382 sym151 sym19 sym320 sym3 sym3 sym423
0.001951 sym382 sym253 sym19 sym320 sym3 sym3 sym423
0.001954 sym382 sym130 sym19 sym320 sym3 sym3 sym423
0.001950 sym382 sym151 sym19 sym320 sym3 sym3 sym423
0.001952 sym382 sym253 sym19 sym320 sym3 sym3 sym423
0.001953 sym382 sym130 sym79 sym320 sym3 sym3 sym423
0.001951 sym382 sym40 sym19 sym320 sym3 sym3 sym423
0.001955 sym382 sym130 sym19 sym320 sym3 sym3 sym423
0.001949 sym401 sym32 sym78 sym320 sym3 sym3 sym423
0.001952 sym426 sym364 sym19 sym320 sym3 sym3 sym423
0.011664 sym426 sym364 sym19 sym320 sym3 sym3 sym423
0.003905 sym427 sym364 sym19 sym320 sym3 sym3 sym423
0.011731 sym427 sym364 sym19 sym320 sym3 sym3 sym423
0.001958 sym435 sym94 sym77 sym320 sym3 sym3 sym423
0.021558 sym435 sym94 sym78 sym320 sym3 sym3 sym423
0.002926 sym435 sym97 sym78 sym320 sym3 sym3 sym423
0.141536 sym435 sym412 sym78 sym320 sym3 sym3 sym423
0.061028 sym435 sym412 sym79 sym320 sym3 sym3 sym423
0.004874 sym435 sym464 sym78 sym320 sym3 sym3 sym423
0.001952 sym436 sym151 sym19 sym320 sym3 sym3 sym423
0.003906 sym436 sym364 sym19 sym320 sym3 sym3 sym423
0.001954 sym438 sym232 sym19 sym320 sym3 sym3 sym423
0.001952 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.001952 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.001956 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.001954 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.001962 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.001946 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.003907 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001953 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.002031 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001944 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001954 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.015634 sym7 sym14 sym32 sym78 sym320 sym3 sym3 sym423
0.005867 sym22 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001952 sym25 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.019528 sym25 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.002919 sym35 sym14 sym32 sym78 sym320 sym3 sym3 sym423
0.001952 sym60 sym39 sym40 sym19 sym320 sym3 sym3 sym423
0.001957 sym60 sym39 sym40 sym19 sym320 sym3 sym3 sym423
0.004907 sym90 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.009785 sym90 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.001959 sym90 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.005869 sym90 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.003905 sym90 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.002926 sym97 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001948 sym98 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001965 sym100 sym98 sym32 sym78 sym320 sym3 sym3 sym423
0.001951 sym100 sym98 sym32 sym78 sym320 sym3 sym3 sym423
0.002914 sym100 sym98 sym32 sym78 sym320 sym3 sym3 sym423
0.002930 sym100 sym98 sym32 sym78 sym320 sym3 sym3 sym423
0.002936 sym100 sym98 sym32 sym78 sym320 sym3 sym3 sym423
0.001954 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001955 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001952 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001953 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.005852 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.003864 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.007811 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001951 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.003906 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001995 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.003904 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.015633 sym129 sym131 sym132 sym79 sym320 sym3 sym3 sym423
0.001968 sym129 sym97 sym32 sym78 sym320 sym3 sym3 sym423
0.001954 sym129 sym97 sym32 sym78 sym320 sym3 sym3 sym423
0.015619 sym129 sym131 sym132 sym79 sym320 sym3 sym3 sym423
0.001948 sym129 sym97 sym32 sym78 sym320 sym3 sym3 sym423
0.015622 sym129 sym131 sym132 sym79 sym320 sym3 sym3 sym423
0.002887 sym157 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001949 sym157 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.019537 sym190 sym21 sym32 sym78 sym320 sym3 sym3 sym423
0.001944 sym217 sym31 sym32 sym78 sym320 sym3 sym3 sym423
0.001951 sym263 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001951 sym268 sym272 sym32 sym78 sym320 sym3 sym3 sym423
0.002939 sym274 sym278 sym32 sym78 sym320 sym3 sym3 sym423
0.129858 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001961 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001958 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001954 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.175823 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001964 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001958 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001957 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.002929 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.087005 sym278 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001956 sym278 sym32 sym32 sym78 sym320 sym3 sym3 sym423
0.043955 sym278 sym272 sym32 sym78 sym320 sym3 sym3 sym423
0.034186 sym295 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.046909 sym314 sym31 sym32 sym78 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001956 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.003907 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001955 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001955 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.003909 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001965 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.003904 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym316 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.003902 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001952 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001953 sym319 sym316 sym217 sym19 sym320 sym3 sym3 sym423
0.001954 sym347 sym352 sym81 sym78 sym320 sym3 sym3 sym423
0.001955 sym364 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym364 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym364 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym364 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001954 sym364 sym72 sym100 sym79 sym320 sym3 sym3 sym423
0.001954 sym382 sym72 sym100 sym19 sym320 sym3 sym3 sym423
0.001952 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001954 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001952 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001950 sym382 sym143 sym151 sym19 sym320 sym3 sym3 sym423
0.001952 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym382 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.005852 sym399 sym82 sym32 sym78 sym320 sym3 sym3 sym423
0.001964 sym401 sym272 sym32 sym78 sym320 sym3 sym3 sym423
0.001962 sym426 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001955 sym426 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.009771 sym426 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.007812 sym426 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001954 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.003908 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001957 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001950 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001952 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym426 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001951 sym427 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001951 sym427 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.007817 sym427 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.007812 sym427 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001954 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.003906 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001955 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001953 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001955 sym427 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001964 sym427 sym364 sym232 sym19 sym320 sym3 sym3 sym423
0.049825 sym435 sym94 sym77 sym78 sym320 sym3 sym3 sym423
0.001953 sym435 sym324 sym464 sym465 sym464 sym459 sym458 sym440
0.005763 sym435 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001949 sym435 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001953 sym435 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001955 sym435 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001959 sym436 sym364 sym253 sym19 sym320 sym3 sym3 sym423
0.003902 sym436 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001945 sym436 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001953 sym436 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001951 sym437 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001954 sym437 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001957 sym438 sym231 sym232 sym19 sym320 sym3 sym3 sym423
0.001940 sym438 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001953 sym438 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001952 sym438 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001955 sym438 sym364 sym139 sym19 sym320 sym3 sym3 sym423
0.001953 sym438 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym438 sym364 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym438 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001950 sym438 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001954 sym438 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym438 sym438 sym364 sym19 sym320 sym3 sym3 sym423
0.002849 sym440 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001947 sym440 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.003909 sym440 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001949 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001952 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001954 sym440 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001953 sym440 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001959 sym440 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001956 sym440 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001952 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001950 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.005863 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001966 sym440 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001933 sym440 sym364 sym232 sym19 sym320 sym3 sym3 sym423
0.001953 sym440 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001952 sym440 sym364 sym130 sym19 sym320 sym3 sym3 sym423
0.001947 sym440 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001952 sym440 sym364 sym130 sym79 sym320 sym3 sym3 sym423
0.001950 sym440 sym364 sym40 sym19 sym320 sym3 sym3 sym423
0.001953 sym440 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001955 sym440 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001951 sym440 sym364 sym151 sym19 sym320 sym3 sym3 sym423
0.001954 sym441 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001955 sym441 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001953 sym441 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001953 sym441 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.001954 sym445 sym440 sym364 sym19 sym320 sym3 sym3 sym423
0.002930 sym20 sym22 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001951 sym23 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.001959 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001947 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001950 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001949 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001955 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.003911 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001951 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001952 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001957 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001954 sym38 sym120 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.002937 sym39 sym154 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.002922 sym48 sym154 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.001957 sym48 sym154 sym22 sym32 sym78 sym320 sym3 sym3 sym423
0.002929 sym65 sym73 sym100 sym98 sym78 sym320 sym3 sym3 sym423
0.002924 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001947 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001947 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001953 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001953 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001952 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001942 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001948 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001949 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.003911 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001955 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001955 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.001953 sym80 sym80 sym128 sym131 sym19 sym320 sym3 sym3 sym423
0.005858 sym88 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.006849 sym88 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.003904 sym88 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.001951 sym88 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
0.001945 sym88 sym36 sym35 sym77 sym78 sym320 sym3 sym3 sym423
