framemap_id,seq_id,frame_count,seq_name
1240,170,8,imp_block
1240,171,8,imp_ready
1240,172,19,imp_death
1240,173,12,brownimp_grab
1240,174,6,brownimp_appear
1240,175,10,brownimp_disappear
293,176,25,anim_cagetrap01_close
293,177,16,anim_cagetrap01_idle
293,178,48,anim_cagetrap01_caught
0,179,9,human_pray_loop
272,180,89,monkey_cow_idle
317,181,5,magicaxe_walk
317,182,5,magicaxe_walkbackwards
317,183,5,magicaxe_walkright
317,184,5,magicaxe_walkleft
317,185,9,magicaxe_attack
317,186,8,magicaxe_block
317,187,2,magicaxe_ready
317,188,5,magicaxe_death
0,189,8,emote_yes_loop
0,190,12,emote_no_loop
0,191,14,emote_think_loop
0,192,8,emote_bow_loop
0,193,11,emote_angry_loop
0,194,11,emote_cry_loop
0,195,11,emote_laugh_loop
0,196,17,emote_cheer_loop
0,197,11,emote_wave_loop
2402,198,10,gnome_cast_teleport
2402,199,16,gnome_cast_globes
2402,200,9,gnome_catch
2402,201,12,gnome_throw
2402,202,8,gnome_walk_withball
2402,203,13,gnome_tackled
2402,204,9,gnome_dodge_tackle
2402,205,1,gnome_onfloor
2402,206,7,gnome_getup
2402,207,10,gnome_human_tackle_fail
2402,208,1,gnome_human_tackle_fail_ready
2402,209,6,gnome_human_tackle_fail_getup
2402,210,12,gnome_human_tackle
2402,211,8,gnome_cl1
2402,212,8,gnome_cl2
2402,213,8,gnome_cl3
2402,214,8,gnome_cl4
2402,215,8,gnome_cl5
2402,216,8,gnome_cl6
2402,217,8,gnome_cl7
2402,218,8,gnome_cl8
320,219,5,monkey_walk
320,220,6,monkey_attack
320,221,8,monkey_block
320,222,2,monkey_ready
320,223,9,monkey_death
819,224,20,slayer_dustdevil_dust
799,225,8,crawler_walk
799,226,2,crawler_ready
799,227,12,crawler_attack
799,228,12,crawler_death
272,229,16,monkey_cow_walk
272,230,138,monkey_cow_mount
272,231,103,monkey_cow_dismount
291,232,53,monkey_sheep_idle
291,233,8,monkey_sheep_walk
324,234,8,penguin_walk
324,235,2,penguin_ready
324,236,5,penguin_death
324,237,8,penguin_attack
324,238,9,penguin_block
331,239,8,rat_walk
331,240,3,rat_attack
331,241,6,rat_block
331,242,4,rat_ready
331,243,5,rat_death
0,244,12,wild_cave_chainmace_ready
0,245,17,wild_cave_chainmace_crush
0,246,15,wild_cave_chainmace_stab
0,247,8,wild_cave_chainmace_walk
0,248,8,wild_cave_chainmace_run
336,249,8,sheep_walk
336,250,3,sheep_attack
336,251,6,sheep_block
336,252,2,sheep_ready
336,253,7,sheep_death
337,254,8,skavid_walk
337,255,8,skavid_attack
337,256,4,skavid_block
337,257,2,skavid_ready
337,258,9,skavid_death
338,259,8,skeleton_walk
338,260,8,skeleton_attack
338,261,8,skeleton_block
338,262,2,skeleton_ready
338,263,9,skeleton_death
338,264,8,skeleton_trans_walk
338,265,8,skeleton_trans_attack
338,266,8,skeleton_trans_block
338,267,2,skeleton_trans_ready
338,268,9,skeleton_trans_death
339,269,4,smallscorpion_walk
339,270,3,smallscorpion_attack
339,271,2,smallscorpion_block
339,272,2,smallscorpion_ready
339,273,5,smallscorpion_death
340,274,8,snake_walk
340,275,8,snake_attack
340,276,8,snake_block
340,277,4,snake_ready
340,278,9,snake_death
342,279,4,spider_walk
342,280,5,spider_attack
342,281,6,spider_block
342,282,5,spider_death
461,283,8,troll_walk
461,284,7,troll_attack
461,285,4,troll_block
461,286,2,troll_ready
461,287,9,troll_death
376,288,8,unicorn_walk
376,289,8,unicorn_attack
376,290,8,unicorn_block
376,291,2,unicorn_ready
376,292,17,unicorn_death
377,293,8,yeti_walk
377,294,8,yeti_attack
377,295,8,yeti_block
377,296,2,yeti_ready
377,297,9,yeti_death
378,298,8,zombie_walk
378,299,5,zombie_attack
378,300,6,zombie_block
378,301,2,zombie_ready
378,302,9,zombie_death
318,303,8,mammoth_walk
318,304,9,mammoth_attack
318,305,8,mammoth_block
318,306,2,mammoth_ready
318,307,9,mammoth_death
308,308,8,goblin_walk
308,309,8,goblin_attack_unarmed
308,310,8,goblin_attack_armed
308,311,2,goblin_ready
308,312,8,goblin_block
308,313,9,goblin_death
280,314,8,cat_walk
280,315,8,cat_attack
280,316,8,cat_block
280,317,4,cat_ready
280,318,21,cat_rollingover
280,319,7,cat_pounce
280,320,9,cat_death
345,321,8,terrorbird_walk
345,322,6,terrorbird_attack
345,323,8,terrorbird_block
345,324,2,terrorbird_ready
345,325,9,terrorbird_death
346,326,8,terrorbird_mounted_walk
346,327,6,terrorbird_mounted_attack
346,328,12,terrorbird_mounted_attack_spear
346,329,8,terrorbird_mounted_block
346,330,2,terrorbird_mounted_ready
346,331,9,terrorbird_mounted_death
298,332,12,entready
298,333,18,entendseq
0,334,11,rockknocker_pretty
0,335,83,human_mining_dragon_pickaxe_pretty_wall
341,336,8,souless_walk
341,337,2,souless_ready
341,338,8,souless_attack
341,339,8,souless_block
341,340,5,souless_death
276,341,8,bird_walk
276,342,8,bird_ready
276,343,13,bird_death
276,344,12,bird_attack
276,345,14,bird_block
0,346,6,sitting_throne
0,347,17,sitting_throne_attack
375,348,40,triffid_grow
375,349,3,triffid_ready
375,350,20,triffid_fruit_picked
375,351,20,triffid_angry_grow
375,352,4,triffid_angry_ready
375,353,9,triffid_angry_attack
375,354,12,triffid_angry_block
375,355,21,triffid_angry_death
375,356,4,triffid_angry_walk
321,357,4,ogre_ready
321,358,8,ogre_walk
321,359,8,ogre_attack
321,360,6,ogre_block
321,361,9,ogre_death
278,362,64,butterfly_hover
0,363,17,human_herbing_vial
0,364,16,human_herbing_grind
0,365,11,human_explodingvial
431,366,6,arrow_launch
199,367,40,poh_nexus
0,368,12,human_blown_middle_priority
443,369,8,tknife_launch
1492,370,12,dart_launch
440,371,8,taxe_launch
442,372,8,taxe_travel
437,373,2,firebreath_travel
444,374,11,vial_launch
445,375,8,vial_travel
0,376,8,human_ddagger_lunge
0,377,9,human_ddagger_hack
0,378,10,human_ddagger_block
0,379,10,human_ddagger_def
0,380,9,human_dspear_slash
0,381,6,human_dspear_stab
0,382,9,human_dspear_lunge
0,383,10,human_dspear_block
0,384,10,human_dspear_def
0,385,11,human_throw
0,386,6,human_sword_stab
0,387,10,human_sword_block
0,388,10,human_sword_def
0,389,10,human_sword_transdef
0,390,10,human_sword_slash
0,391,10,human_sword_transslash
0,392,8,human_sword_lunge
0,393,8,human_axe_chop
0,394,8,human_trans_axe_chop
0,395,9,human_axe_hack
0,396,8,human_axe_smash
0,397,10,human_axe_block
0,398,10,human_axe_def
0,399,10,human_trans_axe_def
0,400,6,human_blunt_spike
0,401,8,human_blunt_pound
0,402,8,human_blunt_pummel
0,403,10,human_blunt_block
0,404,10,human_blunt_def
0,405,7,human_dhsword_stab
0,406,9,human_dhsword_chop
0,407,8,human_dhsword_slash
0,408,7,human_dhsword_lunge
0,409,5,human_dhsword_spin
0,410,10,human_dhsword_block
0,411,10,human_dhsword_def
0,412,6,human_staff_spike
0,413,9,human_staff_pound
0,414,11,human_staff_pummel
0,415,10,human_staff_block
0,416,10,human_staff_def
0,417,6,human_stafforb_spike
0,418,9,human_stafforb_pound
0,419,11,human_stafforb_pummel
0,420,10,human_stafforb_block
0,421,10,human_stafforb_def
0,422,5,human_unarmedpunch
0,423,5,human_unarmedkick
0,424,8,human_unarmedblock
0,425,8,human_unarmed_def
0,426,10,human_bow
0,427,9,human_crossbow
0,428,6,human_spear_spike
0,429,9,human_spear_lunge
0,430,10,human_spear_block
0,431,10,human_spear_def
0,432,8,human_spear_throw
0,433,6,human_farmersfork_stab
0,434,10,human_farmersfork_def
0,435,11,human_scythe_block
0,436,9,human_scythe_def
0,437,9,human_scythe_slash
0,438,12,human_scythe_lunge
0,439,5,human_scythe_spin
0,440,13,human_scythe_sweep
726,441,9,catapult_release
726,442,9,catapult_reset
726,443,18,catapult_release_reset
726,444,1,catapult_ready_loaded
726,445,1,catapult_ready_unloaded
758,446,4,magicwall
755,447,1,fishingspot_ready
755,448,1,fishingspot_walk
725,449,11,barrel
750,450,15,balloondrop_lever
1913,451,106,chateasterbunny4
699,452,17,rootdoor_open
699,453,17,rootdoor_close
697,454,17,portcullisclose
697,455,17,portcullisopen
776,456,8,whirlpool
771,457,17,rockfall
775,458,17,swinginglogtrap_release
772,459,13,speartrap_release
773,460,13,springtrap_release
773,461,5,springtrap_reset
770,462,15,double_springtrap_release
770,463,5,double_springtrap_reset
764,464,5,shiphull_leaking
763,465,10,watersplash
720,466,12,spinningwheel
721,467,12,glamp
783,468,6,witchcharms
781,469,6,tentacles
769,470,8,spookypic
730,471,7,flagpole
723,472,8,millsail
694,473,2,wiztorch
696,474,12,oldbridge
728,475,5,fire
729,476,7,firewall
718,477,5,fireplace
719,478,4,grandfireplace
715,479,7,cauldron
713,480,7,swampbubs
782,481,5,torch
717,482,13,cupboard_close
717,483,12,cupboard_open
717,484,13,cupboardhigh_close
717,485,13,cupboardhigh_open
717,486,13,cupboardbig_close
717,487,13,cupboardbig_open
742,488,24,weathervane
760,489,13,rope_piece
754,490,17,fishingcraneright
291,491,114,monkey_sheep_mount
743,492,10,flytrap
732,493,12,lavabubbles
733,494,5,lavafire
734,495,8,lavafire2
745,496,23,whippingplant_attack
739,497,20,ropeswing_long
749,498,17,balloon_drop
746,499,7,balloon_burst
748,500,7,balloon_burst_2
747,501,7,balloon_burst_3
702,502,12,stoneglow
701,503,16,rune_altar
712,504,39,glowingcircle
703,505,26,greatrunestone
759,506,8,mcannon_n_fire
759,507,8,mcannon_ne_fire
759,508,8,mcannon_e_fire
759,509,8,mcannon_se_fire
759,510,8,mcannon_s_fire
759,511,8,mcannon_sw_fire
759,512,8,mcannon_w_fire
759,513,8,mcannon_nw_fire
759,514,11,mcannon_n_turn
759,515,12,mcannon_ne_turn
759,516,12,mcannon_e_turn
759,517,12,mcannon_se_turn
759,518,12,mcannon_s_turn
759,519,12,mcannon_sw_turn
759,520,11,mcannon_w_turn
759,521,11,mcannon_nw_turn
762,522,9,water_foam
757,523,9,gas
784,524,7,crater
735,525,4,lava_ripples
765,526,11,wake
766,527,6,wake2
0,528,8,human_whirlpool
0,529,17,human_rockfall
0,530,17,human_swingingbouldertrap2
0,531,17,human_swingingbouldertrap
0,532,15,human_speartrap
0,533,15,human_springtrap
0,534,5,human_getup
0,535,11,human_closechest
0,536,10,human_openchest
0,537,11,human_lockedchest
0,538,10,human_opencupboard
0,539,13,human_closecupboard
0,540,11,human_lockedcupboard
0,541,12,human_closehighcupboard
0,542,12,human_openhighcupboard
0,543,11,human_lockedhighcupboard
0,544,12,human_closebigcupboard
0,545,12,human_openbigcupboard
0,546,10,human_lockedbigcupboard
0,547,9,human_opendoor
0,548,10,human_opendesertdoor
0,549,9,human_gothroughdesertdoor
0,550,9,human_opendoorl
0,551,9,human_opendoorr
0,552,6,human_closedoorl
0,553,6,human_closedoorr
82,554,40,chatquiz1
82,555,64,chatquiz2
82,556,74,chatquiz3
82,557,106,chatquiz4
84,558,40,chatskull1
84,559,64,chatskull2
84,560,88,chatskull3
84,561,106,chatskull4
82,562,40,chatbored1
82,563,64,chatbored2
82,564,74,chatbored3
82,565,106,chatbored4
0,566,14,human_weapons_crimson_kisten_attack_alt
82,567,40,chathap1
82,568,64,chathap2
82,569,88,chathap3
82,570,106,chathap4
82,571,40,chatshock1
82,572,64,chatshock2
82,573,74,chatshock3
82,574,106,chatshock4
82,575,40,chatcon1
82,576,64,chatcon2
82,577,74,chatcon3
82,578,106,chatcon4
0,579,15,ancient_axe_special_old
81,580,40,chatgoblin1
81,581,64,chatgoblin2
81,582,74,chatgoblin3
81,583,106,chatgoblin4
80,584,40,chatent1
80,585,64,chatent2
80,586,74,chatent3
80,587,106,chatent4
82,588,40,chatneu1
82,589,64,chatneu2
82,590,74,chatneu3
82,591,106,chatneu4
82,592,40,chatshifty1
82,593,64,chatshifty2
82,594,74,chatshifty3
82,595,106,chatshifty4
82,596,40,chatscared1
82,597,64,chatscared2
82,598,88,chatscared3
82,599,106,chatscared4
82,600,40,chatdrunk1
82,601,64,chatdrunk2
82,602,74,chatdrunk3
82,603,106,chatdrunk4
2674,604,9,vfx_human_axe_soulreaper_orn_special
82,605,40,chatlaugh1
82,606,64,chatlaugh2
82,607,88,chatlaugh3
82,608,106,chatlaugh4
2674,609,9,vfx_human_axe_soulreaper_special
82,610,40,chatsad1
82,611,64,chatsad2
82,612,74,chatsad3
82,613,106,chatsad4
82,614,40,chatang1
82,615,64,chatang2
82,616,88,chatang3
82,617,106,chatang4
0,618,42,human_harpoon
0,619,44,human_lobster
0,620,44,human_largenet
0,621,44,human_smallnet
0,622,19,human_fishing_casting
0,623,2,human_fish_onspot
0,624,12,human_mining_rune_pickaxe
0,625,12,human_mining_bronze_pickaxe
0,626,12,human_mining_iron_pickaxe
0,627,12,human_mining_steel_pickaxe
0,628,12,human_mining_adamant_pickaxe
0,629,12,human_mining_mithril_pickaxe
250,630,78,sarim_crandor
250,631,78,crandor_sarim
250,632,88,sarim_entrana
250,633,88,entrana_sarim
250,634,46,sarim_karamja
250,635,46,karamja_sarim
712,636,11,sp_attackglow_quick
0,637,27,ii_human_walk_thru_wheat_fast_affinity
250,638,44,cairn_khazzard
250,639,128,khazzard_trawler
250,640,128,trawler_khazzard
250,641,88,cairn_sarim
0,642,12,human_mining_dragon_pickaxe_pretty
0,643,12,human_mining_dragon_pickaxe_pretty_noreachforward
0,644,52,sang_mining_wall_dragon_pickaxe_pretty
0,645,12,human_pray
257,646,6,x_mark
882,647,24,saradomin_lightning
865,648,21,gunthix_claw
870,649,12,ibansbolt
864,650,16,gnome_globes
924,651,16,zap
866,652,21,heal_casting
863,653,14,failedspell
892,654,12,smokepuff
867,655,17,ibanblast_casting
869,656,8,ibanblast_travel
868,657,13,ibanblast_impact
900,658,12,strike_casting
902,659,4,strike_travel
901,660,8,strike_impact
837,661,8,bolt_travel
836,662,8,bolt_impact
832,663,8,blast_travel
831,664,12,blast_impact
830,665,11,lowlvlalchemy
830,666,19,highlvlalchemy
912,667,12,teleport
843,668,12,confuse_casting
845,669,8,confuse_travel
844,670,8,confuse_impact
921,671,12,weaken_casting
923,672,8,weaken_travel
922,673,14,weaken_impact
849,674,12,curse_casting
851,675,3,curse_travel
850,676,9,curse_impact
853,677,15,enchant_amulet_lvl1
853,678,21,enchant_amulet_lvl2
853,679,27,enchant_amulet_lvl3
838,680,12,bonestobananas_casting
909,681,12,telegrab_casting
911,682,8,telegrab_travel
910,683,8,telegrab_impact
846,684,12,crumbleundead_casting
848,685,8,crumbleundead_travel
847,686,7,crumbleundead_impact
906,687,22,superheatitem_casting
840,688,31,chargeorb_casting
854,689,15,enchant_amulet2_lvl4
854,690,21,enchant_amulet2_lvl5
918,691,14,wave_casting
920,692,3,wave_travel
919,693,8,wave_impact
915,694,12,vulnerability_casting
916,695,16,vulnerability_impact
856,696,12,enfeeble_casting
858,697,8,enfeeble_travel
857,698,12,enfeeble_impact
903,699,12,stun_casting
904,700,8,stun_travel
862,701,11,explodingvial
859,702,26,entangle_casting
861,703,9,entangle_travel
860,704,20,entangle_impact
839,705,34,bullroarer
905,706,96,stunned
0,707,16,human_castzap
0,708,17,human_castibanblast
0,709,21,human_castheal
0,710,8,human_castentangle
0,711,12,human_caststrike
0,712,11,human_castlowlvlalchemy
0,713,19,human_casthighlvlalchemy
0,714,12,human_castteleport
0,715,12,human_castteleport_reverse
0,716,12,human_castconfuse
0,717,12,human_castweaken
0,718,12,human_castcurse
0,719,15,human_enchantamuletlvl1
0,720,21,human_enchantamuletlvl2
0,721,27,human_enchantamuletlvl3
0,722,12,human_castbonestobananas
0,723,12,human_casttelegrab
0,724,12,human_castcrumbleundead
0,725,22,human_castsuperheatitem
0,726,31,human_castchargeorb
0,727,14,human_castwave
0,728,12,human_castenfeeble
0,729,12,human_caststun
751,730,6,catabow_launch
753,731,4,catabow_travel
752,732,12,catabow_end
0,733,16,human_createfire
0,734,34,human_blown_start
0,735,12,human_blown_middle
0,736,17,human_blown_end_getup
0,737,8,human_climbing
0,738,1,human_climbing_ready
0,739,1,human_climbing_fall
0,740,8,human_climbing_down
0,741,8,human_spot_jump
0,742,8,human_monkeybars_on
0,743,7,human_monkeybars_off
0,744,7,human_monkeybars_walk
0,745,2,human_monkeybars_ready
0,746,9,human_pipesqueeze
0,747,1,human_pipesqueeze_ready
0,748,9,human_pipeunsqueeze
0,749,18,human_doublepipesqueeze
0,750,17,human_ropeswing
0,751,17,human_ropeswing_long
0,752,5,human_into_sidestep
0,753,5,human_into_sidestepl
0,754,6,human_walk_sidestep
0,755,2,human_ready_sidestep
0,756,6,human_walk_sidestepl
0,757,2,human_ready_sidestepl
0,758,5,human_outof_sidestep
0,759,5,human_outof_sidestepl
0,760,6,human_sidestep_fall
0,761,6,human_sidestep_falll
0,762,8,human_walk_logbalance
0,763,2,human_walk_logbalance_ready
0,764,29,human_walk_logbalance_stumble
0,765,9,human_drowning
0,766,8,human_falling
0,767,11,human_falling_end
0,768,32,human_falling_4
0,769,12,human_steppingstonejump
0,770,30,human_wobbleandfall_l
0,771,30,human_wobbleandfall_r
0,772,9,human_swim
0,773,4,human_swim_ready
0,774,5,human_throwrope
0,775,9,human_throwrope_up
0,776,8,human_wading
0,777,4,human_wading_ready
0,778,13,human_gnome_tackle
0,779,13,human_tackled
0,780,9,human_gnome_tackle_fail
0,781,1,human_gnome_tackle_ready
0,782,10,human_catch
0,783,8,human_throw_gnomeball
0,784,120,partyroom_dance
0,785,17,human_blown_end_getup_priority
1648,786,12,mm2_hunter_maniacal_monkey_idle
263,787,4,poweringcrystal
259,788,7,glowingorb
260,789,7,glowingorbs
881,790,30,runecrafting
0,791,30,human_runecraft
0,792,2,human_geni_walkandready
0,793,10,human_cast2_teleport
0,794,7,human_stamp
0,795,17,human_stumble_and_hang
0,796,1,human_stumble_and_hang_ready
0,797,12,human_stumble_and_hang_climbup
0,798,15,human_boxlever
0,799,6,cattleprod
0,800,20,caged
0,801,14,hazeel_coffin
0,802,15,human_fishsize
0,803,7,human_smokepuff_tele_appear
0,804,7,human_smokepuff_tele_disappear
0,805,19,human_mindtrick
0,806,8,human_stake
0,807,14,human_longjump
0,808,12,human_ready
0,809,12,human_ds_ready
0,810,9,human_push
0,811,17,human_casting
0,812,17,human_trans_casting
0,813,12,human_staffready
0,814,15,human_getinbed
0,815,15,human_getoutbed
0,816,15,human_getinbed_left
0,817,15,human_getoutbed_left
0,818,24,human_dancing
0,819,8,human_walk_f
0,820,8,human_walk_b
0,821,4,human_walk_l
0,822,4,human_walk_r
0,823,4,human_turnonspot
0,824,8,human_running
0,825,12,human_ready_dh
0,826,8,human_walk_f_dh
0,827,10,human_pickupfloor
0,828,13,human_reachforladder
0,829,10,human_eat
0,830,8,human_dig
0,831,8,human_dig_long
0,832,10,human_pickuptable
0,833,10,human_reachforladdertop
0,834,9,human_leverdown
0,835,9,human_leverup
0,836,10,human_death
0,837,5,human_death_backwards
0,838,2,human_unconscious
0,839,10,human_walk_style
0,840,15,human_walk_crumbledwall
0,841,8,human_transwalk_f
0,842,12,human_transready
0,843,7,human_transdeath
0,844,8,human_crawling
0,845,2,human_crawling_ready
0,846,11,human_stumble_back
0,847,12,human_ready_scythe
0,848,16,human_stunned
0,849,7,human_ledge_on_left
0,850,7,human_ledge_off_left
0,851,7,human_ledge_on_right
0,852,7,human_ledge_off_right
0,853,6,human_ledge_walk_left
0,854,6,human_ledge_walk_right
0,855,8,emote_yes
0,856,12,emote_no
0,857,21,emote_think
0,858,13,emote_bow
0,859,15,emote_angry
0,860,15,emote_cry
0,861,13,emote_laugh
0,862,21,emote_cheer
0,863,15,emote_wave
0,864,17,emote_beckon
0,865,15,emote_clap
0,866,24,emote_dance
0,867,6,human_woodcutting_rune_axe
0,868,32,emote_run_on_spot
0,869,6,human_woodcutting_adamant_axe
0,870,55,emote_starjump_5
0,871,6,human_woodcutting_mithril_axe
0,872,34,emote_pushups_5
0,873,6,human_woodcutting_black_axe
0,874,66,emote_situps_5
0,875,6,human_woodcutting_steel_axe
1605,876,9,toxic_blowpipe_special_updated
0,877,6,human_woodcutting_iron_axe
0,878,18,ahoy_ecto_teleport
0,879,6,human_woodcutting_bronze_axe
1606,880,19,ectophial_pour_slime_cover
0,881,13,human_pickpocket
0,882,18,human_walk_fence_north
0,883,23,human_potterywheel
0,884,21,human_glassblowing
0,885,21,human_dragonstonecutting
0,886,21,human_diamondcutting
0,887,21,human_rubycutting
0,888,21,human_sapphirecutting
0,889,21,human_emeraldcutting
0,890,21,human_opalcutting
0,891,21,human_jadecutting
0,892,21,human_redtopazcutting
0,893,19,human_shearing
1290,894,16,ghost_update_tendrill_ready_thrall
0,895,15,human_fillbucket_sandpit
0,896,31,human_cooking
0,897,19,human_firecooking
0,898,17,human_smithing
0,899,19,human_furnace
297,900,2,dwarf_drunkready
729,901,7,flamewall
258,902,4,fire_arrow
262,903,33,palmleaf_falling
0,904,1,human_upass_hang_ready
0,905,19,human_upass_stumble_into_hang
0,906,12,human_upass_climb_out_of_hang
767,907,4,barberspole_spin
0,908,34,human_bullroarer
0,909,21,human_mapping
0,910,8,human_machette_chop
0,911,8,human_knife_chop
756,912,16,flower_growing
877,913,87,levelup_anim
763,914,10,watersplash_small
0,915,7,human_lean
0,916,2,human_lean_ready
692,917,22,flagblowing
0,918,23,human_playhorsey_brown
0,919,23,human_playhorsey_white
0,920,23,human_playhorsey_black
0,921,23,human_playhorsey_grey
436,922,10,dwarf_stone_throw_launch
0,923,9,impale
895,924,9,sp_attack_impale_spotanim
461,925,2,troll_ready_sword
461,926,2,troll_ready_shield
461,927,2,troll_ready_sword+shield
297,928,11,dwarf_stone_launch
0,929,8,human_stake2
855,930,14,enchant_ring
0,931,12,human_cast_enchantring
334,932,2,seaslug_ready
334,933,8,seaslug_walk
249,934,1,trail_sextant_back01
249,935,1,trail_sextant_back02
249,936,1,trail_sextant_back03
249,937,1,trail_sextant_back04
249,938,1,trail_sextant_back05
249,939,1,trail_sextant_back06
249,940,1,trail_sextant_back07
249,941,1,trail_sextant_back08
249,942,1,trail_sextant_back09
249,943,1,trail_sextant_back10
249,944,1,trail_sextant_back11
249,945,1,trail_sextant_back12
249,946,1,trail_sextant_back13
249,947,1,trail_sextant_back14
249,948,1,trail_sextant_back15
248,949,1,trail_sextant_arm01
248,950,1,trail_sextant_arm02
248,951,1,trail_sextant_arm03
248,952,1,trail_sextant_arm04
248,953,1,trail_sextant_arm05
248,954,1,trail_sextant_arm06
248,955,1,trail_sextant_arm07
248,956,1,trail_sextant_arm08
248,957,1,trail_sextant_arm09
248,958,1,trail_sextant_arm10
248,959,1,trail_sextant_arm11
248,960,1,trail_sextant_arm12
248,961,1,trail_sextant_arm13
248,962,1,trail_sextant_arm14
248,963,1,trail_sextant_arm15
248,964,1,trail_sextant_arm16
248,965,1,trail_sextant_arm17
248,966,1,trail_sextant_arm18
