npc_id,npc_name,gameval,framemap_id,seed_seqs,strict_covers
155,Jacky Jester,poh_mimic,0,808 819 820 821 822,true
221,Rick,poh_servant_dogsbody,0,808 819 820 821 822,true
222,,poh_servant_multi_dogsbody,0,808 819 820 821 822,true
223,Maid,poh_servant_waiter_woman,0,808 819 820 821 822,true
224,,poh_servant_multi_waiter_woman,0,808 819 820 821 822,true
225,Cook,poh_servant_cook_woman,0,808 819 820 821 822,true
226,,poh_servant_multi_cook_woman,0,808 819 820 821 822,true
227,Butler,poh_servant_maitre_d_man,0,808 819 820 821 822,true
228,,poh_servant_multi_maitre_d_man,0,808 819 820 821 822,true
229,Demon butler,poh_servant_demon,0,808 819 820 821 822,true
230,,poh_servant_multi_demon,0,808 819 820 821 822,true
231,Wolf,pack_wolf3,1491,6580 6556,true
232,Jungle Wolf,jungle_wolf,1491,6580 6556,true
233,Macaroni Penguin,macaroni_penguin,1310,5668 5666,true
234,Butterfly,butterfly,278,362,true
235,Butterfly,butterfly2,278,362,false
236,Butterfly,butterfly_bluemorpo,278,362,false
237,Butterfly,butterfly_tigerswallowtail,278,362,false
238,Butterfly,butterfly_viceroy,278,362,false
239,King Black Dragon,king_dragon,1080,90 4635,true
240,Black demon,black_demon_strongholdcave_1,1078,66 63,true
241,Baby blue dragon,babybluedragon,1080,27 21,true
242,Baby blue dragon,babybluedragon2,1080,27 21,true
243,Baby blue dragon,babybluedragon3,1080,27 21,true
244,Baby red dragon,babyreddragon,1080,27 21,true
245,Baby red dragon,babyreddragon2,1080,27 21,true
246,Baby red dragon,babyreddragon3,1080,27 21,true
247,Red dragon,red_dragon,1080,90 79,true
248,Red dragon,red_dragon2,1080,90 79,true
249,Red dragon,red_dragon3,1080,90 79,true
250,Red dragon,red_dragon4,1080,90 79,true
251,Red dragon,red_dragon5,1080,90 79,true
252,Black dragon,black_dragon,1080,90 79,true
253,Black dragon,black_dragon2,1080,90 79,true
254,Black dragon,black_dragon3,1080,90 79,true
255,Black dragon,black_dragon4,1080,90 79,true
256,Black dragon,black_dragon5,1080,90 79,true
257,Black dragon,black_dragon_strongholdcave_1,1080,90 79,true
258,Black dragon,black_dragon_strongholdcave_2,1080,90 79,true
259,Black dragon,black_dragon_strongholdcave_3,1080,90 79,true
260,Green dragon,green_dragon,1080,90 79,true
261,Green dragon,green_dragon2,1080,90 79,true
262,Green dragon,green_dragon3,1080,90 79,true
263,Green dragon,green_dragon4,1080,90 79,true
264,Green dragon,green_dragon5,1080,90 79,true
265,Blue dragon,blue_dragon,1080,90 79,true
266,Blue dragon,blue_dragon2,1080,90 79,true
267,Blue dragon,blue_dragon3,1080,90 79,true
268,Blue dragon,blue_dragon4,1080,90 79,true
269,Blue dragon,blue_dragon5,1080,90 79,true
270,Bronze dragon,bronze_dragon,1080,90 79,true
271,Bronze dragon,bronze_dragon_strongholdcave,1080,90 79,true
272,Iron dragon,iron_dragon,1080,90 79,true
273,Iron dragon,iron_dragon_strongholdcave,1080,90 79,true
274,Steel dragon,steel_dragon,1080,90 79,true
275,Steel dragon,steel_dragon_strongholdcave,1080,90 79,true
276,Town Crier,pmod_town_crier_varrock,0,6864 6867,true
277,Town Crier,pmod_town_crier_draynor,0,6864 6867,true
278,Town Crier,pmod_town_crier_falador,0,6864 6867,true
279,Town Crier,pmod_town_crier_east_ardoyne,0,6864 6867,true
280,Town Crier,pmod_town_crier_seers,0,6864 6867,true
281,Gull,seabird1,1538,6771 6773,true
282,Cormorant,seabird2,1538,6772 6774,true
283,Pelican,seabird3,1538,6772 6774,true
284,Gull,gull1,1538,6771 6773,true
285,Gull,gull2,1538,6771 6773,true
286,Eagle,conch_eagle_winged_land,793,1773,true
287,Mercenary,port_roberts_bar_patron,0,808 819 820 821 822,true
288,Chartin' Charles McAtless,sailing_charting_tutor_1op,0,808 819 820 821 822,true
289,Ghoul,ghoul,0,1275 819 820 821 822,true
290,Dwarf,dwarf_normal,297,101 98,true
291,Chaos dwarf,dwarf_chaos,297,101 98,true
292,Dwarf,dwarf_mountain,297,101 98,true
294,Dwarf,fai_falador_dwarf_normal1,297,101 98,true
295,Dwarf,fai_falador_dwarf_normal2,297,101 98,true
296,Dwarf,fai_falador_dwarf_normal3,297,101 98,true
297,Thordur,thordur,297,101 98,true
298,Thordur,thordur_facepalm,297,101 98,true
299,Gunthor the brave,gunthor_the_brave,0,808 819 820 821 822,true
300,Jailer,jailer,0,808 819 820 821 822,true
301,Black Heather,black_heather,0,808 819 820 821 822,true
302,Donny the lad,donny_the_lad,0,808 819 820 821 822,true
303,Speedy Keith,speedy_keith,0,808 819 820 821 822,true
304,Salarin the twisted,salarin_the_twisted,0,808 819 820 821 822,true
305,Jennifer,shayzien_generalstore,0,808 819 820 821 822,true
306,Lumbridge Guide,lumbridge_guide,0,813 1205 1206 1207 1208,true
307,Dr Jekyll,macro_jekyll,0,808 819 820 821 822,true
308,Emblem Trader,emblem_trader,0,813 1205 1206 1207 1208,true
310,Ayesha,farming_gardener_cactus,0,2163 2164,true
311,Ironman tutor,ironman_tutor_1,0,808 819 820 821 822,true
312,Frog,macro_frog_nohat,36,1796 1797,true
314,Dr Jekyll,macro_jekyll_underwater,0,808 819 820 821 822,true
315,Leagues Tutor,league_tutor_league,0,813 1146 820 821 822,true
316,Leagues Tutor,league_tutor_normal,0,813 1146 820 821 822,true
317,,league_tutor,0,813 1146 820 821 822,true
318,Dark core,core_pet,354,7980 2417,true
319,Corporeal Beast,corp_beast,304,1678 1684,false
320,Dark energy core,dark_core,354,1688,true
321,Mime,macro_mime,0,808,true
322,Drunken Dwarf,macro_dwarf,297,900 104,true
323,Strange plant,macro_triffidseed,375,349,true
326,Genie,macro_geni,0,792,false
327,Genie,macro_geni_underwater,0,792,false
332,Strange watcher,macro_theatre_saradomin,0,1137,true
333,Strange watcher,macro_theatre_guthix,0,1137,true
334,Strange watcher,macro_theatre_zamorak,0,1137,true
337,Sergeant Damien,macro_drilldemon,0,808 819 820 821 822,true
338,Suspect,grab_evil_twin_with_claw_five_red,0,3999,false
339,Suspect,grab_evil_twin_with_claw_five_green,0,3999,false
340,Suspect,grab_evil_twin_with_claw_five_blue,0,3999,false
341,Suspect,grab_evil_twin_with_claw_five_yellow,0,3999,false
342,Molly,grab_good_twin_one_red,0,808 819 820 821 822,true
343,Suspect,grab_evil_twin_four_blue,0,808 819 820 821 822,true
344,Suspect,grab_evil_twin_four_yellow,0,808 819 820 821 822,true
345,Suspect,grab_evil_twin_five_red,0,808 819 820 821 822,true
346,Suspect,grab_evil_twin_three_red,0,808 819 820 821 822,true
347,Suspect,grab_evil_twin_three_green,0,808 819 820 821 822,true
348,Suspect,grab_evil_twin_with_claw_three_yellow,0,3999,false
349,Suspect,grab_evil_twin_two_red,0,808 819 820 821 822,true
350,Suspect,grab_evil_twin_two_green,0,808 819 820 821 822,true
351,Suspect,grab_evil_twin_two_blue,0,808 819 820 821 822,true
352,Molly,grab_good_twin_one_yellow,0,808 819 820 821 822,true
353,Suspect,grab_evil_twin_with_claw_four_red,0,3999,false
354,Suspect,grab_evil_twin_five_green,0,808 819 820 821 822,true
355,Suspect,grab_evil_twin_five_blue,0,808 819 820 821 822,true
356,Molly,grab_good_twin_two_blue,0,808 819 820 821 822,true
357,Suspect,grab_evil_twin_one_yellow,0,808 819 820 821 822,true
358,Suspect,grab_evil_twin_two_yellow,0,808 819 820 821 822,true
359,Suspect,grab_evil_twin_five_yellow,0,808 819 820 821 822,true
360,Suspect,grab_evil_twin_with_claw_one_red,0,3999,false
361,Molly,grab_good_twin_four_red,0,808 819 820 821 822,true
362,Molly,grab_good_twin_four_green,0,808 819 820 821 822,true
363,Molly,grab_good_twin_four_blue,0,808 819 820 821 822,true
364,Molly,grab_good_twin_five_red,0,808 819 820 821 822,true
365,Molly,grab_good_twin_five_green,0,808 819 820 821 822,true
366,Molly,grab_good_twin_five_blue,0,808 819 820 821 822,true
367,Molly,grab_good_twin_five_yellow,0,808 819 820 821 822,true
368,Prison Pete,prisonpete_pete,0,808 819 820 821 822,true
369,Balloon Animal,prisonpete_balloon_model_3b,269,3049 3048,true
370,Balloon Animal,prisonpete_balloon_model_1b,269,3049 3048,true
371,Balloon Animal,prisonpete_balloon_model_2b,269,3049 3048,true
372,Freaky Forester,macro_forester_m,0,808 819 820 821 822,true
373,Pheasant,macro_pheasant_model_1,327,2370 2369,true
374,Pheasant,macro_pheasant_model_3,327,2370 2369,true
375,Rick Turpentine,macro_highwayman,0,4591 4226 4227 821 822,true
376,Rick Turpentine,macro_highwayman_underwater,0,4591 4226 4227 821 822,true
377,Phosani's Nightmare,nightmare_challenge_dead,1888,8613,false
378,The Nightmare,nightmare_dead,1888,8613,false
379,Quiz Master,macro_magneson,0,808 819 820 821 822,true
380,Pillory Guard,macro_pillory_guard,0,808 819 820 821 822,true
381,Tramp,pillory_tramp_thrower_varrock,0,808 819 820 821 822,true
382,Tramp,pillory_tramp_thrower_seers,0,808 819 820 821 822,true
383,Tramp,pillory_tramp_thrower_yanille,0,808 819 820 821 822,true
385,Man,avan_fitzharmon_man,0,808 819 820 821 822,true
386,Avan,avan_fitzharmon_avan_1op,0,808 819 820 821 822,true
387,Avan,avan_fitzharmon_avan_2ops,0,808 819 820 821 822,true
388,Dark Core,poh_corepet,354,1688 2417,true
390,Evil Bob,macro_evil_bob_outside,280,317 314,true
391,Evil Bob,macro_evil_bob_island,280,2159 314,true
392,Trotters,vc_trotters,280,317 314,true
393,Servant,macro_evil_bob_female_servant,0,808 819 820 821 822,true
394,Rod Fishing spot,0_26_57_freshfish,1701,7634,false
395,Cat,hosidius_mess_cat,280,317 314,true
396,Jon,hosidius_mess_jon,0,808 819 820 821 822,true
397,Guard,hos_town_guard_01,0,808 819 820 821 822,true
398,Guard,hos_town_guard_02,0,808 819 820 821 822,true
399,Guard,hos_town_guard_03,0,813 1146 820 821 822,true
400,Guard,hos_town_guard_04,0,813 1146 820 821 822,true
401,,tog_light_creature,3,2051,true
402,,wgs_thaerisk_cemphier_multinpc1,0,808 819 820 821 822,true
403,Vannaka,slayer_master_3,0,2561 819 820 821 822,true
404,Chaeldar,slayer_master_4,299,112 106,false
405,,wgs_thaerisk_cemphier_multinpc1_instance,0,808 819 820 821 822,true
406,Cave crawler,slayer_cave_crawler_1,799,226 225,true
407,Cave crawler,slayer_cave_crawler_2,799,226 225,true
408,Cave crawler,slayer_cave_crawler_3,799,226 225,true
409,Cave crawler,slayer_cave_crawler_4,799,226 225,true
410,Kurask,slayer_kursk_1,810,1511 1510,true
411,Kurask,slayer_kursk_2,810,1511 1510,true
412,Gargoyle,slayer_gargoyle_1,805,1516 1515,false
414,Banshee,slayer_banshee_1,796,1522 1521,false
415,Abyssal demon,slayer_abyssal,795,1536 1534,true
416,Abyssal demon,slayer_abyssal_strongholdcave,795,1536 1534,true
417,Basilisk,slayer_basilisk,797,1545 1544,true
418,Basilisk,slayer_basilisk_baby,797,1545 1544,true
419,Cockatrice,slayer_cockatrice,800,1561 1559,true
420,Cockatrice,slayer_cockatrice_daddy,800,1561 1559,true
421,Rockslug,slayer_rockslug,812,1566 1564,true
422,Rockslug,slayer_rockslug_baby,812,1566 1564,true
423,Dust devil,slayer_dustdevil,804,1556 1554,false
424,,karam_dungeon_backdoor,0,808 819 820 821 822,true
425,Skotos,poh_skotizo_pet,1078,6935 4070,true
426,Turoth,slayer_turoth,816,1594 1593,true
427,Turoth,slayer_turoth_dad,816,1594 1593,true
428,Turoth,slayer_turoth_mum,816,1594 1593,true
429,Turoth,slayer_turoth_child,816,1594 1593,true
430,Turoth,slayer_turoth_baby,816,1594 1593,true
431,Turoth,slayer_turoth_dad2,816,1594 1593,true
432,Turoth,slayer_turoth_dad3,816,1594 1593,true
433,Pyrefiend,slayer_pyrefiend_1,811,1578 1579,false
434,Pyrefiend,slayer_pyrefiend_2,811,1578 1579,false
435,Pyrefiend,slayer_pyrefiend_3,811,1578 1579,false
436,Pyrefiend,slayer_pyrefiend_4,811,1578 1579,false
437,Jelly,slayer_jelly_1,807,1583 1584,true
438,Jelly,slayer_jelly_2,807,1583 1584,true
439,Jelly,slayer_jelly_3,807,1583 1584,true
440,Jelly,slayer_jelly_4,807,1583 1584,true
441,Jelly,slayer_jelly_5,807,1583 1584,true
442,Jelly,slayer_jelly_6,807,1583 1584,true
443,Infernal Mage,slayer_infernal_mage_1,0,813 1205 1206 1207 1208,true
444,Infernal Mage,slayer_infernal_mage_2,0,813 1205 1206 1207 1208,true
445,Infernal Mage,slayer_infernal_mage_3,0,813 1205 1206 1207 1208,true
446,Infernal Mage,slayer_infernal_mage_4,0,813 1205 1206 1207 1208,true
447,Infernal Mage,slayer_infernal_mage_5,0,813 1205 1206 1207 1208,true
448,Crawling Hand,slayer_crawling_hand_1,801,1588 1589,true
449,Crawling Hand,slayer_crawling_hand_2,801,1588 1589,true
450,Crawling Hand,slayer_crawling_hand_3,801,1588 1589,true
451,Crawling Hand,slayer_crawling_hand_4,801,1588 1589,true
452,Crawling Hand,slayer_crawling_hand_5,801,1588 1589,true
453,Crawling Hand,slayer_crawling_hand_big_1,801,1588 1589,true
454,Crawling Hand,slayer_crawling_hand_big_2,801,1588 1589,true
455,Crawling Hand,slayer_crawling_hand_big_3,801,1588 1589,true
456,Crawling Hand,slayer_crawling_hand_big_4,801,1588 1589,true
457,Crawling Hand,slayer_crawling_hand_big_5,801,1588 1589,true
458,Lizard,slayer_lizard_massive,814,2774 2775,true
459,Desert Lizard,slayer_lizard_large1_green,814,2774 2775,true
460,Desert Lizard,slayer_lizard_large2_sandy,814,2774 2775,true
461,Desert Lizard,slayer_lizard_large3_sandy,814,2774 2775,true
462,Small Lizard,slayer_lizard_small1_green,814,2774 2775,true
463,Small Lizard,slayer_lizard_small2_sandy,814,2774 2775,true
464,Harpie Bug Swarm,slayer_harpiebugswarm,813,3108,true
465,Skeletal Wyvern,skeletal_wyvern1,817,2984 2982,false
466,Skeletal Wyvern,skeletal_wyvern2,817,2984 2982,false
467,Skeletal Wyvern,skeletal_wyvern3,817,2984 2982,false
468,Skeletal Wyvern,skeletal_wyvern4,817,2984 2982,false
469,Killerwatt,slayer_killerwatt,809,3160 3161,true
470,Killerwatt,slayer_killerwatt_ball,2127,10723,true
471,,fossil_zygomite_cap,818,3328,true
472,Ghost,ghost8_unaggressive,1289,5530 5531,true
473,Ghost,house_ghost,1289,5530 5531,true
474,Ghost,house_ghost2,1289,5530 5531,true
475,Hole in the wall,swamp_wallbeast,37,1798,false
476,Wall beast,swamp_wallbeast_combat,37,1799,false
477,Giant frog,giant_frog,36,1796 1797,true
478,Big frog,medium_frog,36,1796 1797,true
479,Frog,little_frog,36,1796 1797,true
480,Cave slime,swamp_cave_slime,35,1790 1788,true
481,Cave bug,swamp_cave_bug,1393,6078 6077,true
482,Cave bug larva,cave_littlebug,34,1782 1781,true
483,Cave bug,molanisk_giant_cave_bug,1393,6078 6077,true
484,Bloodveld,slayer_bloodveld,798,1551 1549,true
485,Bloodveld,slayer_bloodveld_baby,798,1551 1549,true
486,Bloodveld,slayer_bloodveld_strongholdcave,798,1551 1549,true
487,Bloodveld,slayer_bloodveld_baby_strongholdcave,798,1551 1549,true
488,<col=00ffff>Storm Cloud</col>,stormcloud_non_attacking,841,3169,true
489,<col=00ffff>Storm Cloud</col>,lightning_non_attacking,842,3168 3167,true
490,,slayer_master_6,0,813 1205 1206 1207 1208,true
491,Entomologist,slayer_cave_entomologist,0,7136,true
492,Cave kraken,slayer_kraken,666,3989,true
493,Whirlpool,slayer_kraken_sub,1522,6737,false
494,Kraken,slayer_kraken_boss,666,3989,true
495,Venenatis spiderling,poh_venenatis_pet,2106,9986 9987,true
496,Whirlpool,slayer_kraken_boss_whirlpool,1522,6737,false
497,Callisto cub,poh_callisto_pet,2109,10011 10010,true
498,Smoke devil,smoke_devil,1619,1829 1828,true
499,Thermonuclear smoke devil,smoke_devil_boss,1619,1829 1828,true
500,Olivia,seed_merchant,0,808 819 820 821 822,true
501,Sarah,farming_shopkeeper_1,0,808 819 820 821 822,true
502,Vanessa,farming_shopkeeper_2,0,808 819 820 821 822,true
503,Richard,farming_shopkeeper_3,0,808 819 820 821 822,true
504,Alice,farming_shopkeeper_4,0,808 819 820 821 822,true
505,Ghost,house_ghost3,1289,5530 5531,true
506,Ghost,house_ghost4,1289,5530 5531,true
507,Ghost,house_ghost5,1289,5530 5531,true
508,Soulless,souless_vis,341,337 336,true
509,Death wing,deathwing,1153,4914 4913,false
510,Dark wizard,bearded_dark_wizard,0,808 819 820 821 822,true
511,Invrigar the Necromancer,invrigar_the_necromancer,0,808 819 820 821 822,true
512,Dark wizard,young_dark_wizard,0,808 819 820 821 822,true
513,Mugger,mugger,0,808 819 820 821 822,true
514,Witch,witch1,0,808 819 820 821 822,true
515,Witch,witch2,0,808 819 820 821 822,true
516,Black Knight,black_knight,0,808 819 820 821 822,true
517,Black Knight,aggressive_black_knight,0,808 819 820 821 822,true
518,Highwayman,highwayman,0,808 819 820 821 822,true
519,Highwayman,highwayman2,0,808 819 820 821 822,true
520,Chaos druid,chaos_druid,0,808 819 820 821 822,true
521,Pirate,pirate1,0,808 819 820 821 822,true
522,Pirate,pirate2,0,808 819 820 821 822,true
523,Pirate,pirate_aggressive,0,808 819 820 821 822,true
524,Pirate,lady_pirate,0,808 819 820 821 822,true
525,Thug,thug,0,808 819 820 821 822,true
526,Rogue,rogue,0,808 819 820 821 822,true
527,Monk of Zamorak,chaosmonk1,0,808 819 820 821 822,true
528,Monk of Zamorak,chaosmonk2,0,808 819 820 821 822,true
529,Monk of Zamorak,chaosmonk3,0,808 819 820 821 822,true
530,Tribesman,tribesman,0,813 819 820 821 822,true
531,Dark warrior,dark_warrior,0,808 819 820 821 822,true
532,Chaos druid warrior,chaos_druid_warrior,0,808 819 820 821 822,true
533,Fungi,slayer_mutated_zygomite_adolescent_cap_withop,818,3328,true
534,,thessalia,0,808 819 820 821 822,true
535,Fungi,slayer_mutated_zygomite_adolescent_cap_noop,818,3328,true
536,,slayer_mutated_zygomite_adolescent_cap,818,3328,true
537,Zygomite,slayer_mutated_zygomite_adolescent,818,3324 3323,true
538,Fungi,slayer_mutated_zygomite_adult_cap_withop,818,3328,true
539,Elfinlocks,brain_npc_pc,0,808 819 820 821 822,true
540,Clockwork cat,brain_toy_cat,280,317 314,true
541,Clockwork cat,brain_box_of_cats,280,317 314,true
542,Monk,brain_real_monk_1,1304,5877 5876,true
543,Monk,brain_real_monk_2,1304,5877 5876,true
544,Monk,brain_real_monk_3,1304,5877 5876,true
545,Monk,brain_real_monk_4,1304,5877 5876,true
546,Rufus,brain_rufus,0,808 819 820 821 822,true
547,Mi-Gor,brain_mi_gor,1358,5859 5858,true
548,Puffin,brain_puffin,1359,5873 5872,true
549,Puffin,brain_rock_puffin,1359,5873,true
550,Brother Tranquility,brain_brother_tranquility_zombie,1304,5875 5876,true
551,Brother Tranquility,brain_brother_tranquility_human,1304,5646 5645,true
552,Brother Tranquility,brain_brother_tranquility_brainless,1304,5646 5645,true
