facing,yaw,cycle,body_frame,blade_x,blade_y,blade_z,blade_travel,blade_world_x,blade_world_z,spot_frame,lit_faces,total_faces,alpha_min,alpha_max,arc_x,arc_y,arc_z,arc_world_x,arc_world_z,gap_xz
south,0,44,15,37.5,-64.5,-130.5,31.9,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,45,15,37.5,-64.5,-130.5,0.0,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,46,15,37.5,-64.5,-130.5,0.0,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,47,15,37.5,-64.5,-130.5,0.0,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,48,15,37.5,-64.5,-130.5,0.0,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,49,15,37.5,-64.5,-130.5,0.0,37.5,-130.5,9,22,22,0,112,-10.6,-100.0,-0.5,-10.6,-0.5,138.6
south,0,50,16,-0.8,-75.8,-142.7,41.8,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,51,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,52,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,53,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,54,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,55,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,10,22,22,0,168,-10.6,-100.0,-0.5,-10.6,-0.5,142.5
south,0,56,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,11,19,22,0,255,-15.9,-100.0,-22.3,-15.9,-22.3,121.4
south,0,57,16,-0.8,-75.8,-142.7,0.0,-0.8,-142.7,11,19,22,0,255,-15.9,-100.0,-22.3,-15.9,-22.3,121.4
south,0,58,17,-68.4,-84.4,-129.8,69.3,-68.4,-129.8,11,19,22,0,255,-15.9,-100.0,-22.3,-15.9,-22.3,119.7
south,0,59,17,-68.4,-84.4,-129.8,0.0,-68.4,-129.8,11,19,22,0,255,-15.9,-100.0,-22.3,-15.9,-22.3,119.7
south,0,60,17,-68.4,-84.4,-129.8,0.0,-68.4,-129.8,11,19,22,0,255,-15.9,-100.0,-22.3,-15.9,-22.3,119.7
south,0,61,17,-68.4,-84.4,-129.8,0.0,-68.4,-129.8,12,13,22,56,255,-11.8,-100.0,-67.1,-11.8,-67.1,84.4
south,0,62,18,-86.6,-125.6,-112.3,48.3,-86.6,-112.3,12,13,22,56,255,-11.8,-100.0,-67.1,-11.8,-67.1,87.3
south,0,63,18,-86.6,-125.6,-112.3,0.0,-86.6,-112.3,12,13,22,56,255,-11.8,-100.0,-67.1,-11.8,-67.1,87.3
south,0,64,18,-86.6,-125.6,-112.3,0.0,-86.6,-112.3,12,13,22,56,255,-11.8,-100.0,-67.1,-11.8,-67.1,87.3
south,0,65,18,-86.6,-125.6,-112.3,0.0,-86.6,-112.3,12,13,22,56,255,-11.8,-100.0,-67.1,-11.8,-67.1,87.3
south,0,66,19,-84.0,-165.0,-74.2,54.9,-84.0,-74.2,13,7,22,112,255,12.4,-100.0,-106.4,12.4,-106.4,101.6
south,0,67,19,-84.0,-165.0,-74.2,0.0,-84.0,-74.2,13,7,22,112,255,12.4,-100.0,-106.4,12.4,-106.4,101.6
south,0,68,19,-84.0,-165.0,-74.2,0.0,-84.0,-74.2,13,7,22,112,255,12.4,-100.0,-106.4,12.4,-106.4,101.6
south,0,69,19,-84.0,-165.0,-74.2,0.0,-84.0,-74.2,13,7,22,112,255,12.4,-100.0,-106.4,12.4,-106.4,101.6
south,0,70,20,-69.8,-171.1,-76.0,15.5,-69.8,-76.0,14,3,22,168,255,36.7,-100.0,-127.9,36.7,-127.9,118.5
south,0,71,20,-69.8,-171.1,-76.0,0.0,-69.8,-76.0,14,3,22,168,255,36.7,-100.0,-127.9,36.7,-127.9,118.5
south,0,72,20,-69.8,-171.1,-76.0,0.0,-69.8,-76.0,14,3,22,168,255,36.7,-100.0,-127.9,36.7,-127.9,118.5
south,0,73,20,-69.8,-171.1,-76.0,0.0,-69.8,-76.0,14,3,22,168,255,36.7,-100.0,-127.9,36.7,-127.9,118.5
south,0,74,21,-33.4,-187.5,-52.0,46.6,-33.4,-52.0,14,3,22,168,255,36.7,-100.0,-127.9,36.7,-127.9,103.3
south,0,75,21,-33.4,-187.5,-52.0,0.0,-33.4,-52.0,15,0,22,255,255,,,,,,
south,0,76,21,-33.4,-187.5,-52.0,0.0,-33.4,-52.0,15,0,22,255,255,,,,,,
