0.002926 sym373
0.048784 sym373
0.001951 sym370 sym1
0.005849 sym371 sym377
0.029323 sym374 sym377
0.004881 sym374 sym377
0.001952 sym554 sym566
0.002925 sym554 sym566
0.023423 sym554 sym566
0.002927 sym554 sym378 sym178
0.007801 sym506 sym2 sym2 sym543
0.002924 sym560 sym2 sym2 sym543
0.002925 sym97 sym376 sym2 sym2 sym543
0.001951 sym97 sym376 sym2 sym2 sym543
0.001954 sym97 sym376 sym2 sym2 sym543
0.002924 sym97 sym376 sym2 sym2 sym543
0.016099 sym371 sym376 sym2 sym2 sym543
0.002925 sym493 sym376 sym2 sym2 sym543
0.023431 sym506 sym376 sym2 sym2 sym543
0.005858 sym506 sym376 sym2 sym2 sym543
0.001951 sym559 sym376 sym2 sym2 sym543
0.058612 sym560 sym376 sym2 sym2 sym543
0.109275 sym560 sym390 sym533 sym533 sym379
0.004878 sym560 sym548 sym547 sym539 sym584
0.001944 sym46 sym97 sym376 sym2 sym2 sym543
0.003906 sym49 sym97 sym376 sym2 sym2 sym543
0.001946 sym49 sym97 sym376 sym2 sym2 sym543
0.001945 sym49 sym97 sym376 sym2 sym2 sym543
0.002931 sym49 sym97 sym376 sym2 sym2 sym543
0.001965 sym49 sym97 sym376 sym2 sym2 sym543
0.001965 sym49 sym97 sym376 sym2 sym2 sym543
0.005850 sym49 sym97 sym376 sym2 sym2 sym543
0.001931 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym49 sym97 sym376 sym2 sym2 sym543
0.001943 sym49 sym97 sym376 sym2 sym2 sym543
0.152390 sym57 sym97 sym376 sym2 sym2 sym543
0.007833 sym57 sym97 sym376 sym2 sym2 sym543
0.001954 sym96 sym97 sym376 sym2 sym2 sym543
0.002930 sym119 sym97 sym376 sym2 sym2 sym543
0.015626 sym121 sym98 sym376 sym2 sym2 sym543
0.001947 sym121 sym119 sym376 sym2 sym2 sym543
0.001958 sym158 sym98 sym376 sym2 sym2 sym543
0.001955 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym260 sym33 sym376 sym2 sym2 sym543
0.001955 sym260 sym33 sym376 sym2 sym2 sym543
0.001943 sym370 sym97 sym376 sym2 sym2 sym543
0.001954 sym372 sym33 sym376 sym2 sym2 sym543
0.001948 sym466 sym97 sym376 sym2 sym2 sym543
0.001954 sym469 sym98 sym376 sym2 sym2 sym543
0.001953 sym506 sym33 sym376 sym2 sym2 sym543
0.005857 sym506 sym97 sym376 sym2 sym2 sym543
0.068209 sym506 sym97 sym376 sym2 sym2 sym543
0.003898 sym560 sym97 sym376 sym2 sym2 sym543
0.002927 sym560 sym97 sym376 sym2 sym2 sym543
0.001965 sym560 sym98 sym376 sym2 sym2 sym543
0.018538 sym560 sym527 sym376 sym2 sym2 sym543
0.001958 sym116 sym96 sym97 sym376 sym2 sym2 sym543
0.001945 sym118 sym49 sym97 sym376 sym2 sym2 sym543
0.002924 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.001945 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002927 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.007817 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.002929 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.007793 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.002924 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.001966 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.002923 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.002924 sym121 sym119 sym97 sym376 sym2 sym2 sym543
0.002931 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.007814 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.017623 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001957 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003922 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.005873 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001943 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.005863 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001961 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003900 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001954 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001950 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001963 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001953 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001957 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001956 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003927 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003915 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003918 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.003920 sym157 sym159 sym33 sym376 sym2 sym2 sym543
0.001944 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001957 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001951 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.002930 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.063509 sym331 sym49 sym97 sym376 sym2 sym2 sym543
0.003879 sym331 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym368 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.003905 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.007822 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.005910 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001951 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.003905 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.007809 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.003907 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.003929 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.005857 sym375 sym260 sym33 sym376 sym2 sym2 sym543
0.002926 sym457 sym100 sym97 sym376 sym2 sym2 sym543
0.019530 sym469 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.001955 sym484 sym485 sym97 sym376 sym2 sym2 sym543
0.002924 sym484 sym485 sym97 sym376 sym2 sym2 sym543
0.002924 sym484 sym485 sym97 sym376 sym2 sym2 sym543
0.001954 sym502 sym159 sym33 sym376 sym2 sym2 sym543
0.009720 sym506 sym49 sym97 sym376 sym2 sym2 sym543
0.003888 sym506 sym49 sym97 sym376 sym2 sym2 sym543
0.005848 sym535 sym115 sym97 sym376 sym2 sym2 sym543
0.001955 sym552 sym526 sym527 sym376 sym2 sym2 sym543
0.002915 sym555 sym114 sym97 sym376 sym2 sym2 sym543
0.002925 sym560 sym114 sym97 sym376 sym2 sym2 sym543
0.005850 sym560 sym115 sym97 sym376 sym2 sym2 sym543
0.002924 sym560 sym115 sym97 sym376 sym2 sym2 sym543
0.001960 sym560 sym116 sym96 sym376 sym2 sym2 sym543
0.048988 sym560 sym116 sym97 sym376 sym2 sym2 sym543
0.004881 sym560 sym118 sym97 sym376 sym2 sym2 sym543
0.194262 sym560 sym527 sym97 sym376 sym2 sym2 sym543
0.029297 sym560 sym527 sym98 sym376 sym2 sym2 sym543
0.002927 sym560 sym601 sym97 sym376 sym2 sym2 sym543
0.001953 sym560 sym611 sym612 sym376 sym2 sym2 sym543
0.002937 sym568 sym468 sym33 sym376 sym2 sym2 sym543
0.001942 sym8 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001943 sym8 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.003883 sym8 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001942 sym8 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001941 sym8 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001952 sym23 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.003902 sym24 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym24 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001941 sym26 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym26 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001942 sym26 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001942 sym26 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001943 sym26 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.003928 sym30 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001964 sym30 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001955 sym34 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.018560 sym36 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002930 sym36 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002927 sym36 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002930 sym36 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001957 sym36 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001965 sym37 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001958 sym37 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001962 sym47 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001963 sym50 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001963 sym50 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001945 sym52 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.003888 sym52 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.005831 sym52 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001942 sym52 sym23 sym49 sym97 sym376 sym2 sym2 sym543
0.001952 sym57 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.002929 sym57 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001954 sym65 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.023440 sym70 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001949 sym80 sym60 sym61 sym33 sym376 sym2 sym2 sym543
0.103809 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.126102 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.013682 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.164180 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.009782 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.002937 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001958 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001962 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001950 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001951 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001955 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.001920 sym109 sym52 sym96 sym97 sym376 sym2 sym2 sym543
0.002930 sym113 sym118 sym49 sym97 sym376 sym2 sym2 sym543
0.005857 sym119 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002925 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.005853 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.006823 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002925 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.008811 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002916 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002927 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.006825 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002972 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.001955 sym121 sym119 sym49 sym97 sym376 sym2 sym2 sym543
0.002922 sym127 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.004873 sym130 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.003905 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.003900 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001954 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.003907 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001948 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001951 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001954 sym147 sym156 sym159 sym33 sym376 sym2 sym2 sym543
0.001952 sym157 sym118 sym49 sym97 sym376 sym2 sym2 sym543
0.001952 sym157 sym118 sym49 sym97 sym376 sym2 sym2 sym543
0.031234 sym157 sym159 sym160 sym98 sym376 sym2 sym2 sym543
0.031267 sym157 sym159 sym160 sym98 sym376 sym2 sym2 sym543
0.001967 sym157 sym118 sym49 sym97 sym376 sym2 sym2 sym543
0.015622 sym157 sym159 sym160 sym98 sym376 sym2 sym2 sym543
0.015624 sym157 sym159 sym160 sym98 sym376 sym2 sym2 sym543
0.002925 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.019537 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001951 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.005852 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001954 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001949 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001941 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym185 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002931 sym222 sym35 sym49 sym97 sym376 sym2 sym2 sym543
0.001955 sym222 sym35 sym49 sym97 sym376 sym2 sym2 sym543
0.001964 sym260 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001963 sym260 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.003926 sym260 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001968 sym260 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym281 sym41 sym49 sym97 sym376 sym2 sym2 sym543
0.001960 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.003902 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002926 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.008778 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002925 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.003903 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym312 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.002931 sym317 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.010740 sym317 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.007814 sym317 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.002929 sym317 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym317 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.002929 sym319 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.003916 sym321 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001946 sym322 sym25 sym49 sym97 sym376 sym2 sym2 sym543
0.002934 sym324 sym331 sym49 sym97 sym376 sym2 sym2 sym543
0.001949 sym331 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.003916 sym331 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.011732 sym331 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.004900 sym331 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.002936 sym331 sym49 sym49 sym97 sym376 sym2 sym2 sym543
0.001962 sym331 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.019504 sym331 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001956 sym331 sym49 sym49 sym97 sym376 sym2 sym2 sym543
0.064506 sym331 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym331 sym49 sym49 sym97 sym376 sym2 sym2 sym543
0.304219 sym331 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001943 sym331 sym323 sym49 sym97 sym376 sym2 sym2 sym543
0.001964 sym338 sym39 sym49 sym97 sym376 sym2 sym2 sym543
0.003923 sym338 sym341 sym49 sym97 sym376 sym2 sym2 sym543
0.001952 sym364 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym368 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.019536 sym368 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001955 sym369 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.521745 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.003913 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001963 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001964 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001953 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.039069 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.001963 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.003927 sym370 sym47 sym49 sym97 sym376 sym2 sym2 sym543
0.002927 sym370 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001951 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001910 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.005862 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.003907 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001941 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.003908 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001950 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.003911 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym372 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.003904 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001955 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001932 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001952 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.003907 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym372 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym375 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym375 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001995 sym375 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001954 sym375 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.001953 sym375 sym372 sym260 sym33 sym376 sym2 sym2 sym543
0.002924 sym451 sym457 sym100 sym97 sym376 sym2 sym2 sym543
0.001945 sym484 sym485 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym484 sym485 sym49 sym97 sym376 sym2 sym2 sym543
0.001945 sym484 sym485 sym49 sym97 sym376 sym2 sym2 sym543
0.001944 sym484 sym485 sym49 sym97 sym376 sym2 sym2 sym543
0.001962 sym487 sym33 sym49 sym97 sym376 sym2 sym2 sym543
0.011698 sym504 sym101 sym49 sym97 sym376 sym2 sym2 sym543
0.001950 sym507 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.005854 sym549 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.001955 sym549 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.001951 sym550 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.005862 sym550 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.015552 sym560 sym114 sym49 sym97 sym376 sym2 sym2 sym543
1.389019 sym560 sym116 sym96 sym97 sym376 sym2 sym2 sym543
0.008776 sym560 sym457 sym100 sym97 sym376 sym2 sym2 sym543
0.001951 sym561 sym36 sym49 sym97 sym376 sym2 sym2 sym543
0.001951 sym561 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.001953 sym566 sym469 sym158 sym98 sym376 sym2 sym2 sym543
0.001954 sym568 sym469 sym158 sym98 sym376 sym2 sym2 sym543
