id,name,examine,cost,is_members,tradeable,ge_tradeable,stacking_behaviour,team,weight,category,shift_click_drop_index,noted_id,noted_template,placeholder_id,placeholder_template,bought_id,bought_template,inv_model,wearpos_1,wearpos_2,wearpos_3,male_model_0,male_model_1,male_model_2,male_head_model,male_head_model_2,male_offset,female_model_0,female_model_1,female_model_2,female_head_model,female_head_model_2,female_offset,zoom2d,xan2d,yan2d,zan2d,offset_x2d,offset_y2d,resize_x,resize_y,resize_z,ambient,contrast,recolors,retextures,ground_op1,ground_op2,ground_op3,ground_op4,ground_op5,inv_op1,inv_op2,inv_op3,inv_op4,inv_op5,stack_ids,stack_counts,params,record_bytes,decoded_bytes,stop_opcode
22,Blue cog,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2351,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,292,2040,0,0,0,128,128,128,0,0,127>43968,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,41,41,-1
23,Red cog,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2351,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,292,2040,0,0,0,128,128,128,0,0,127>960,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,40,40,-1
24,Rat poison,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2714,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,900,68,1828,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,40,40,-1
25,Red vine worm,,1,true,true,false,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2519,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,990,340,188,0,9,9,128,128,128,0,0,5698>960,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,46,46,-1
26,Fishing trophy,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,14343,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1190,210,1931,0,-5,-11,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,50,50,-1
27,Fishing pass,,1,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,14342,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1360,498,1881,0,-4,1,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,48,48,-1
28,Insect repellent,,3,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2684,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1430,124,1836,0,0,-6,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,54,54,-1
29,Tinderbox,,0,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2742,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,24,24,-1
30,Bucket of wax,,6,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2504,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1020,204,1660,0,0,-18,128,128,128,0,0,39834>7766,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,1397=1,57,57,-1
31,Tinderbox,,0,false,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2742,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,24,24,-1
32,Lit black candle,,3,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2575,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,570,168,1864,0,0,-2,128,128,128,0,0,127>8,,,,,,,Extinguish,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,62,62,-1
33,Lit candle,,3,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2575,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,570,168,1864,0,0,-2,128,128,128,0,0,,,,,,,,Extinguish,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,50,50,-1
34,Lit candle,,3,true,true,false,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2575,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,570,168,1864,0,0,-2,128,128,128,0,0,,,,,,,,Extinguish,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,51,51,-1
35,Excalibur,,200,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2458,3,-1,-1,501,-1,-1,-1,-1,0,501,-1,-1,-1,-1,0,1500,384,932,0,6,17,128,128,128,0,0,,,,,,,,,Wield,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,641=250;11=0;14=5;0=20;1=29;2=-2;4=0;3=0;5=0;6=3;7=2;9=0;8=1;686=6;687=1;644=2554,193,193,-1
36,Candle,,3,true,true,true,0,0,0,0,-2,37,-1,-1,-1,-1,-1,2467,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,570,168,1864,0,0,-2,128,128,128,0,0,,,,,,,,Light,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=35,59,59,-1
37,null,,1,false,true,false,0,0,0,0,-2,36,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
38,Black candle,,3,true,true,false,0,0,0,0,-2,-1,-1,-1,-1,-1,-1,2467,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,570,168,1864,0,0,-2,128,128,128,0,0,127>8,,,,,,,Light,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,57,57,-1
39,Bronze arrowheads,,10,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,61>5652 57>5652,,,,,,,,,,,,13195 13196 13197 13198 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11;1397=1,98,98,-1
40,Iron arrowheads,,26,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,61>33 57>33,,,,,,,,,,,,13199 13200 13201 13202 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11;1397=1,96,96,-1
41,Steel arrowheads,,36,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,,,,,,,,,,,,,13203 13204 13205 13206 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,79,79,-1
42,Mithril arrowheads,,68,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,61>43297 57>43297,,,,,,,,,,,,13207 13208 13209 13210 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,91,91,-1
43,Adamant arrowheads,,160,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,61>21662 57>21662,,,,,,,,,,,,13211 13212 13213 13214 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,91,91,-1
44,Rune arrowheads,,460,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2551,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,780,440,176,0,4,4,128,128,128,0,0,61>36133 57>36133,,,,,,,,,,,,13215 13216 13217 13218 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,88,88,-1
45,Opal bolt tips,,7,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,16857,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,428,453,66,0,1,0,128,128,128,0,0,10465>10465,,,,,,,,,,,,9199 9200 9201 9202 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,80,80,-1
46,Pearl bolt tips,,12,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,16857,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,428,453,66,0,1,0,128,128,128,0,0,,,,,,,,,,,,,9199 9200 9201 9202 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11,75,75,-1
47,Barb bolttips,,95,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,2445,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,724,492,332,0,1,1,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,56,56,-1
48,Longbow (u),,60,true,true,true,0,0,0,0,-2,49,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1820,471,983,0,8,4,128,128,128,0,0,6674>6049,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11;1397=1,80,80,-1
49,null,,1,false,true,false,0,0,0,0,-2,48,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
50,Shortbow (u),,23,true,true,true,0,0,0,0,-2,51,-1,-1,-1,-1,-1,2435,-1,-1,-1,26610,-1,-1,-1,-1,0,26610,-1,-1,-1,-1,0,1200,508,124,0,7,2,128,128,128,0,0,6674>6049,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11;1397=1,81,81,-1
51,null,,1,false,true,false,0,0,0,0,-2,50,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
52,Arrow shaft,,12,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,9032,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1220,216,100,0,6,-29,128,128,128,0,0,,,,,,,,,,,,,6440 6441 6442 6443 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11;1397=1,82,82,-1
53,Headless arrow,,1,true,true,true,1,0,0,0,-2,-1,-1,-1,-1,-1,-1,9028,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1220,216,100,0,6,-29,128,128,128,0,0,,,,,,,,,,,,,6444 6445 6446 6447 0 0 0 0 0 0,2 3 4 5 0 0 0 0 0 0,2195=11;1397=1,85,85,-1
54,Oak shortbow (u),,50,true,true,true,0,0,0,0,-2,55,-1,-1,-1,-1,-1,2435,-1,-1,-1,26610,-1,-1,-1,-1,0,26610,-1,-1,-1,-1,0,1200,508,124,0,7,2,128,128,128,0,0,6674>8111,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11;1397=1,85,85,-1
55,null,,1,false,true,false,0,0,0,0,-2,54,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
56,Oak longbow (u),,80,true,true,true,0,0,0,0,-2,57,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1820,471,983,0,8,4,128,128,128,0,0,6674>8111,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,76,76,-1
57,null,,1,false,true,false,0,0,0,0,-2,56,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
58,Willow longbow (u),,160,true,true,true,0,0,0,0,-2,59,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1820,471,983,0,8,4,128,128,128,0,0,6674>9903,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,79,79,-1
59,null,,1,false,true,false,0,0,0,0,-2,58,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
60,Willow shortbow (u),,100,true,true,true,0,0,0,0,-2,61,-1,-1,-1,-1,-1,2435,-1,-1,-1,26610,-1,-1,-1,-1,0,26610,-1,-1,-1,-1,0,1200,508,124,0,7,2,128,128,128,0,0,6674>9903,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,80,80,-1
61,null,,1,false,true,false,0,0,0,0,-2,60,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
62,Maple longbow (u),,320,true,true,true,0,0,0,0,-2,63,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1711,417,983,0,5,7,128,128,128,0,0,6674>2250,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,78,78,-1
63,null,,1,false,true,false,0,0,0,0,-2,62,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
64,Maple shortbow (u),,200,true,true,true,0,0,0,0,-2,65,-1,-1,-1,-1,-1,2435,-1,-1,-1,26610,-1,-1,-1,-1,0,26610,-1,-1,-1,-1,0,1200,508,124,0,7,2,128,128,128,0,0,6674>2250,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,79,79,-1
65,null,,1,false,true,false,0,0,0,0,-2,64,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
66,Yew longbow (u),,640,true,true,true,0,0,0,0,-2,67,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1820,471,983,0,8,4,128,128,128,0,0,6674>9135,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,76,76,-1
67,null,,1,false,true,false,0,0,0,0,-2,66,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
68,Yew shortbow (u),,400,true,true,true,0,0,0,0,-2,69,-1,-1,-1,-1,-1,2435,-1,-1,-1,26610,-1,-1,-1,-1,0,26610,-1,-1,-1,-1,0,1200,508,124,0,7,2,128,128,128,0,0,6674>9135,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,77,77,-1
69,null,,1,false,true,false,0,0,0,0,-2,68,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
70,Magic longbow (u),,1280,true,true,true,0,0,0,0,-2,71,-1,-1,-1,-1,-1,2401,-1,-1,-1,26609,-1,-1,-1,-1,0,26609,-1,-1,-1,-1,0,1820,471,983,0,8,4,128,128,128,0,0,6674>31516,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,2195=11,78,78,-1
71,null,,1,false,true,false,0,0,0,0,-2,70,799,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,2000,0,0,0,0,0,128,128,128,0,0,,,,,,,,,,,,,0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0,,7,7,-1
