raid,tick,tick_is_maiden_id_change,crabs_this_spawn,x,y
022818d8-fd8c-46ef-8eb2-3319b641554c,149,True,10,3177,4436
022818d8-fd8c-46ef-8eb2-3319b641554c,149,True,10,3173,4436
029e4be8-0a1c-4a60-8538-7796e0d6c754,114,True,2,3185,4456
029e4be8-0a1c-4a60-8538-7796e0d6c754,114,True,2,3173,4456
029e4be8-0a1c-4a60-8538-7796e0d6c754,216,True,2,3182,4435
029e4be8-0a1c-4a60-8538-7796e0d6c754,216,True,2,3174,4457
029e4be8-0a1c-4a60-8538-7796e0d6c754,317,True,2,3186,4437
029e4be8-0a1c-4a60-8538-7796e0d6c754,317,True,2,3182,4435
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3173,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3177,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3181,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3185,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3185,4454
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3185,4438
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3185,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3181,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3177,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,67,True,10,3173,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3185,4438
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3185,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3181,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3177,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3173,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3173,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3177,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3181,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3185,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,129,True,10,3185,4454
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3173,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3177,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3181,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3185,4456
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3185,4454
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3185,4438
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3185,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3181,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3177,4436
02e9d7d9-1108-4059-9d78-0f88919ba883,215,True,10,3173,4436
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3177,4456
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3185,4438
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3185,4456
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3173,4436
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3185,4454
047e7ac7-29df-44b2-9127-634f58377161,43,True,6,3177,4436
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3173,4456
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3185,4438
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3181,4436
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3185,4454
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3185,4436
047e7ac7-29df-44b2-9127-634f58377161,93,True,6,3185,4456
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3173,4436
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3185,4438
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3185,4454
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3185,4456
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3185,4436
047e7ac7-29df-44b2-9127-634f58377161,134,True,6,3177,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3185,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3173,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3185,4438
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3177,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3181,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3177,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3173,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,44,True,8,3185,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3181,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3177,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3173,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3181,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3173,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3185,4454
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3185,4438
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,99,True,8,3177,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3185,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3185,4438
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3181,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3177,4436
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3177,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3185,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3173,4456
0ffb0fcb-8ebe-428d-8cff-19d4d96aa345,157,True,8,3185,4454
305dfb7c-fd53-482c-9dad-a050913926c4,123,True,2,3185,4456
305dfb7c-fd53-482c-9dad-a050913926c4,123,True,2,3181,4436
305dfb7c-fd53-482c-9dad-a050913926c4,218,True,2,3185,4454
305dfb7c-fd53-482c-9dad-a050913926c4,218,True,2,3173,4436
305dfb7c-fd53-482c-9dad-a050913926c4,307,True,2,3177,4456
305dfb7c-fd53-482c-9dad-a050913926c4,307,True,2,3177,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3185,4456
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3185,4454
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3181,4456
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3185,4438
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3173,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,38,True,6,3177,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3177,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3185,4454
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3177,4456
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3185,4438
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3173,4456
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,93,True,6,3181,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3173,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3177,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3177,4456
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3185,4454
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3185,4436
39c0d85d-f6ca-40f4-a04d-5a69843ceb4b,143,True,6,3181,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3181,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3173,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3177,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3177,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3185,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3185,4438
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3185,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,42,True,8,3181,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3173,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3177,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3185,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3177,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3185,4454
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3185,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3173,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,90,True,8,3181,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3177,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3185,4454
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3173,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3185,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3181,4436
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3177,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3173,4456
3d30c636-cd48-431a-9efe-6a2a12a31a0e,137,True,8,3185,4438
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3185,4454
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3177,4436
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3185,4436
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3185,4456
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3181,4436
56216003-6bb6-4095-a47e-0aecb84e252d,37,True,6,3173,4436
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3177,4456
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3173,4456
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3181,4456
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3185,4456
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3181,4436
56216003-6bb6-4095-a47e-0aecb84e252d,87,True,6,3173,4436
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3185,4436
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3185,4454
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3173,4436
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3181,4436
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3177,4456
56216003-6bb6-4095-a47e-0aecb84e252d,137,True,6,3185,4438
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3173,4456
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3185,4436
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3173,4436
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3181,4456
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3185,4438
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3181,4436
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3177,4456
5905be94-8610-436b-805c-f4b10359086c,38,True,8,3177,4436
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3185,4436
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3181,4456
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3185,4454
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3173,4436
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3173,4456
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3177,4456
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3185,4456
5905be94-8610-436b-805c-f4b10359086c,58,True,8,3181,4436
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3177,4436
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3181,4456
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3177,4456
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3181,4436
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3185,4456
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3185,4436
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3185,4438
5905be94-8610-436b-805c-f4b10359086c,102,True,8,3185,4454
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,108,True,2,3181,4456
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,108,True,2,3185,4454
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,218,True,2,3185,4436
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,218,True,2,3173,4436
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,323,True,2,3177,4456
5b6fc2b0-f267-4f13-8d1d-8bfdb8397c6d,323,True,2,3185,4454
605f697e-ba8b-4324-b550-7bf3c4c3ea02,124,True,2,3185,4456
605f697e-ba8b-4324-b550-7bf3c4c3ea02,124,True,2,3173,4436
605f697e-ba8b-4324-b550-7bf3c4c3ea02,248,True,2,3173,4456
605f697e-ba8b-4324-b550-7bf3c4c3ea02,248,True,2,3185,4436
605f697e-ba8b-4324-b550-7bf3c4c3ea02,333,True,2,3185,4438
605f697e-ba8b-4324-b550-7bf3c4c3ea02,333,True,2,3185,4456
630f537c-d33a-45cb-9b00-f0dcadb0cc38,53,True,4,3177,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,53,True,4,3181,4456
630f537c-d33a-45cb-9b00-f0dcadb0cc38,53,True,4,3173,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,53,True,4,3185,4438
630f537c-d33a-45cb-9b00-f0dcadb0cc38,103,True,4,3185,4456
630f537c-d33a-45cb-9b00-f0dcadb0cc38,103,True,4,3173,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,103,True,4,3185,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,103,True,4,3177,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,153,True,4,3185,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,153,True,4,3177,4456
630f537c-d33a-45cb-9b00-f0dcadb0cc38,153,True,4,3177,4436
630f537c-d33a-45cb-9b00-f0dcadb0cc38,153,True,4,3181,4456
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3177,4456
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3173,4436
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3185,4436
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3185,4454
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3181,4456
74700b67-6c79-41d8-b441-c7d96629348a,37,True,6,3177,4436
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3177,4436
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3173,4456
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3173,4436
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3185,4438
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3185,4456
74700b67-6c79-41d8-b441-c7d96629348a,72,True,6,3181,4456
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3177,4456
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3173,4436
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3185,4438
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3173,4456
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3181,4436
74700b67-6c79-41d8-b441-c7d96629348a,102,True,6,3185,4454
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3173,4456
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3185,4456
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3185,4438
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3181,4456
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3181,4436
7ca85464-b9da-470c-a984-82865ece18dc,37,True,6,3177,4456
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3185,4438
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3173,4456
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3181,4456
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3185,4436
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3177,4456
7ca85464-b9da-470c-a984-82865ece18dc,67,True,6,3173,4436
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3181,4436
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3185,4438
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3185,4436
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3173,4436
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3181,4456
7ca85464-b9da-470c-a984-82865ece18dc,98,True,6,3185,4454
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3185,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3181,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3177,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3173,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3173,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3177,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3181,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3185,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3185,4454
7dd4a479-72ef-4813-a3af-c3e728595a0c,35,True,10,3185,4438
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3173,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3177,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3181,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3185,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3185,4454
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3185,4438
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3185,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3181,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3177,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,97,True,10,3173,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3173,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3177,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3181,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3185,4456
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3185,4454
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3185,4438
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3185,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3181,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3177,4436
7dd4a479-72ef-4813-a3af-c3e728595a0c,148,True,10,3173,4436
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3173,4456
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3177,4456
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3181,4456
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3185,4456
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3185,4454
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3185,4438
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3185,4436
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3181,4436
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3177,4436
99a19877-b298-4f81-920a-4dab071af96f,34,True,10,3173,4436
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3185,4436
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3181,4436
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3177,4436
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3173,4436
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3173,4456
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3177,4456
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3181,4456
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3185,4456
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3185,4454
99a19877-b298-4f81-920a-4dab071af96f,62,True,10,3185,4438
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3174,4457
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3178,4457
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3182,4457
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3186,4457
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3186,4455
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3186,4437
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3186,4435
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3182,4435
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3178,4435
99a19877-b298-4f81-920a-4dab071af96f,98,True,10,3174,4435
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3173,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3181,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3181,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3173,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3185,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,37,True,6,3185,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3185,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3173,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3185,4454
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3177,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3185,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,87,True,6,3173,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3173,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3185,4436
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3185,4454
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3177,4456
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3185,4438
9b6110bc-8dfa-4182-a8c1-02eccc1270b1,132,True,6,3181,4436
a2968a27-1164-47cb-be4a-c5903764b9c9,48,True,4,3177,4456
a2968a27-1164-47cb-be4a-c5903764b9c9,48,True,4,3185,4456
a2968a27-1164-47cb-be4a-c5903764b9c9,48,True,4,3177,4436
a2968a27-1164-47cb-be4a-c5903764b9c9,48,True,4,3185,4436
a2968a27-1164-47cb-be4a-c5903764b9c9,98,True,4,3177,4456
a2968a27-1164-47cb-be4a-c5903764b9c9,98,True,4,3177,4436
a2968a27-1164-47cb-be4a-c5903764b9c9,98,True,4,3185,4438
a2968a27-1164-47cb-be4a-c5903764b9c9,98,True,4,3185,4454
a2968a27-1164-47cb-be4a-c5903764b9c9,153,True,4,3185,4454
a2968a27-1164-47cb-be4a-c5903764b9c9,153,True,4,3177,4436
a2968a27-1164-47cb-be4a-c5903764b9c9,153,True,4,3185,4438
a2968a27-1164-47cb-be4a-c5903764b9c9,153,True,4,3181,4436
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3173,4456
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3177,4456
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3181,4456
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3185,4456
c695912b-8120-4096-96e5-4c57bc61e152,37,True,10,3185,4454
