raid,x,y,first_tick,last_tick,run_ticks,ended_near_bloodspawn_death
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3169,4446,139,152,13,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4453,124,153,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3168,4445,139,153,14,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3170,4445,139,153,14,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4454,125,154,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4455,126,155,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4453,128,157,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4452,129,158,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4452,130,159,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4451,131,160,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4451,132,161,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4451,133,162,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4450,134,163,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4451,135,164,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3160,4452,136,165,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3160,4453,137,166,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4452,138,167,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4453,139,168,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4454,140,169,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4453,141,170,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4452,142,171,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4455,145,174,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4456,146,175,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4457,147,176,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4456,148,177,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4456,149,178,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4455,150,179,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4454,151,180,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3166,4455,152,181,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3167,4456,153,182,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3168,4456,154,183,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3166,4456,156,185,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4454,158,187,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4456,160,189,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4457,161,190,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4458,162,191,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4458,163,192,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4458,164,193,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4457,165,194,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3160,4457,166,195,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4456,167,196,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4455,169,198,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4455,170,199,29,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4458,173,201,28,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4457,174,201,27,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4454,177,201,24,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4453,178,201,23,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4453,179,201,22,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3166,4453,180,201,21,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4452,181,201,20,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4452,182,201,19,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3163,4453,183,201,18,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4454,184,201,17,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4453,185,201,16,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4452,186,201,15,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4451,187,201,14,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3160,4451,188,201,13,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3162,4453,190,201,11,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4454,191,201,10,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3160,4455,192,201,9,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3161,4455,193,201,8,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3164,4454,196,201,5,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3166,4452,198,201,3,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3165,4454,200,201,1,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3168,4445,189,202,13,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3169,4447,189,202,13,False
0040a5bf-747d-4261-87b2-d3bdfeb4d654,3168,4447,189,202,13,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3166,4443,19,32,13,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3165,4450,19,32,13,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4453,19,36,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4451,19,36,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4449,19,36,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4436,19,36,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3170,4446,19,62,43,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3169,4447,35,64,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3168,4448,36,65,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3169,4448,37,66,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3170,4449,38,67,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3171,4448,39,68,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4447,40,69,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4447,41,70,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4446,42,71,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4445,43,72,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4444,44,73,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4443,45,74,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4443,46,75,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4444,47,76,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4445,48,77,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4446,49,78,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4447,50,79,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4448,51,80,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4449,52,81,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4449,53,82,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4449,54,83,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4448,55,84,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4446,57,86,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4447,58,87,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4448,59,88,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4448,60,89,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3168,4445,89,102,13,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3168,4453,89,103,14,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4440,89,105,16,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4452,89,106,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4451,89,107,18,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4447,81,110,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4448,94,123,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4449,95,124,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4450,96,125,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4451,97,126,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4452,98,127,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4453,99,128,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4454,100,129,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4455,101,130,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4454,102,131,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3170,4452,89,132,43,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4453,103,132,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3171,4451,105,134,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4455,105,134,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4456,106,135,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4450,106,135,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4453,89,136,47,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4455,107,136,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4449,107,136,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4448,108,137,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4454,108,137,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4454,109,138,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4453,109,138,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4447,109,138,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4454,110,139,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4455,110,139,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4446,110,139,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4445,111,140,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3180,4456,111,140,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4444,112,141,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4456,112,141,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4456,113,142,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4457,113,142,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4443,113,142,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4455,114,143,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4442,114,143,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4458,114,143,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4443,115,144,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3180,4458,115,144,29,True
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4444,116,145,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4453,116,145,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4457,117,146,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4457,118,147,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4455,119,148,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4457,119,148,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4457,120,149,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4456,120,149,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4456,121,150,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4454,124,153,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4454,126,155,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4453,127,156,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4452,128,157,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4451,129,158,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4450,130,159,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4451,131,160,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4452,132,161,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4451,133,162,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4450,134,163,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4444,147,176,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4443,149,178,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4442,150,179,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4457,151,180,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4443,151,180,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3180,4444,152,181,29,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4445,153,181,28,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4446,154,181,27,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4447,155,181,26,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4456,155,181,26,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4455,156,181,25,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4448,156,181,25,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4448,157,181,24,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4454,157,181,24,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3180,4447,158,181,23,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4454,158,181,23,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4454,159,181,22,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3180,4446,159,181,22,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4453,160,181,21,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4453,161,181,20,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4446,161,181,20,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4453,162,181,19,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4446,162,181,19,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4447,163,181,18,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4454,163,181,18,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4448,164,181,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4455,164,181,17,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4456,165,181,16,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4449,165,181,16,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4450,166,181,15,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4457,166,181,15,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4451,167,181,14,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4456,168,181,13,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4456,170,181,11,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4449,170,181,11,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4448,171,181,10,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4457,171,181,10,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4447,172,181,9,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4458,172,181,9,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4458,173,181,8,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3173,4446,173,181,8,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3176,4458,174,181,7,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4445,174,181,7,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3175,4445,175,181,6,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4446,176,181,5,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3177,4456,176,181,5,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4447,177,181,4,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3178,4457,177,181,4,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4457,178,181,3,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3174,4448,178,181,3,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4456,179,181,2,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3179,4455,180,181,1,False
022818d8-fd8c-46ef-8eb2-3319b641554c,3172,4447,180,181,1,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3172,4443,9,23,14,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3169,4444,9,23,14,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3170,4445,9,52,43,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3171,4444,25,54,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3172,4444,26,55,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3173,4444,27,56,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4445,28,57,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4446,29,58,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4447,30,59,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4448,31,60,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4448,32,61,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3161,4445,49,62,13,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4448,34,63,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3161,4443,49,63,14,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3160,4444,49,63,14,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4449,35,64,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4449,36,65,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3173,4449,37,66,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3172,4449,38,67,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3173,4450,39,68,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4450,40,69,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4451,41,70,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4452,42,71,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4453,43,72,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4454,44,73,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4453,45,74,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4452,46,75,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4450,48,77,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4449,49,78,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4447,51,80,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4446,52,81,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4445,53,82,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4444,54,83,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4443,55,84,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4444,57,86,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4444,58,87,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4446,60,89,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4447,61,90,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4445,64,93,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4443,66,95,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4442,67,96,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4441,68,97,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4440,69,98,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4439,70,99,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4441,72,101,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4442,73,102,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4442,74,103,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4440,76,105,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4439,77,106,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4439,78,107,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4438,79,108,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4437,80,109,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4437,81,110,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4436,82,111,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4435,83,112,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4436,84,113,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4437,85,114,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4437,86,115,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4437,87,116,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4437,88,117,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3174,4436,89,118,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3175,4435,90,119,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3176,4435,91,120,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4435,92,121,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4436,95,124,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4438,97,126,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4440,99,128,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4441,100,129,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4442,101,130,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4443,102,131,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4444,103,132,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4445,104,133,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4446,105,134,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4447,106,135,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3178,4448,107,136,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4449,108,137,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3180,4449,109,138,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3179,4448,110,139,29,False
029e4be8-0a1c-4a60-8538-7796e0d6c754,3177,4448,112,141,29,False
