seconds,percent,leaf_to_root
0.258745,0.432091,ntdll!RtlReAllocateHeap <- ntdll!RtlReAllocateHeap <- ntdll!RtlInitializeCriticalSection <- msvcrt!free <- msvcrt!free <- msvcrt!malloc <- torirs-profile!net_process_packets <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.256735,0.428734,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!cs2vm2_run_script_body_timed <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.247954,0.414070,ntdll!KiFastSystemCallRet <- msvcrt!lseek <- msvcrt!lseeki64 <- msvcrt!wscanf <- msvcrt!wscanf <- msvcrt!fsetpos <- torirs-profile!__udivmoddi4 <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.247867,0.413925,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!cs2vm2_run_script_body_timed <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.225481,0.376541,ntdll!KiFastSystemCallRet <- kernel32!TerminateThread <- kernel32!WriteConsoleA <- kernel32!WriteConsoleA <- msvcrt!wsopen <- msvcrt!write <- msvcrt!flsbuf <- msvcrt!flsbuf <- msvcrt!fflush <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.211813,0.353717,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Free <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.208621,0.348386,torirs-profile!ToriDraw2D_BlitArgb <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.201975,0.337288,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Free <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.193369,0.322916,torirs-profile!raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered <- torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.190452,0.318045,ntdll!RtlReAllocateHeap <- ntdll!RtlReAllocateHeap <- ntdll!RtlInitializeCriticalSection <- msvcrt!free <- msvcrt!free <- msvcrt!malloc <- torirs-profile!CS2VM2_StrPool_Alloc <- torirs-profile!CS2VM2_RunOp <- torirs-profile!cs2vm2_run_script_body <- torirs-profile!cs2vm2_run_script_body_timed <- torirs-profile!Task_CS2Run_Run <- torirs-profile!Task_InterfaceOpen_Run <- torirs-profile!Task_OpenSubRefresh_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.188365,0.314560,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.185542,0.309845,ntdll!RtlLeaveCriticalSection <- msvcrt!read <- msvcrt!filbuf <- msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.181532,0.303149,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!cs2vm2_run_script_body_timed <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.174789,0.291888,ntdll!KiFastSystemCallRet <- msvcrt!putch <- msvcrt!read <- msvcrt!filbuf <- msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskIndexFileReadRecord <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.174677,0.291701,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Free <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.172003,0.287236,torirs-profile!app_world_pick_finish <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.171820,0.286930,ntdll!KiFastSystemCallRet <- msvcrt!lseek <- msvcrt!lseeki64 <- msvcrt!wscanf <- msvcrt!wscanf <- msvcrt!fsetpos <- torirs-profile!__udivmoddi4 <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.170922,0.285431,ntdll!RtlReAllocateHeap <- ntdll!RtlReAllocateHeap <- ntdll!RtlInitializeCriticalSection <- msvcrt!calloc <- torirs-profile!get_next_block <- torirs-profile!RSCache_CompressionBzipDecompress <- torirs-profile!RSCache_ArchiveDecryptDecompress <- torirs-profile!load_cache_item_dat2 <- torirs-profile!PlatformSDL2_SetWindowSize <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.166008,0.277225,torirs-profile!raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered <- torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.162601,0.271535,torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!emit_walk_node <- torirs-profile!UITree_EmitWalk <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.162040,0.270598,msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.160148,0.267439,torirs-profile!get_bits <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.158224,0.264226,ntdll!RtlReAllocateHeap <- ntdll!RtlReAllocateHeap <- ntdll!RtlInitializeCriticalSection <- msvcrt!free <- msvcrt!free <- msvcrt!malloc <- torirs-profile!UITreeSceneBridge_EnsureSprite <- torirs-profile!open_resolve_sprite <- torirs-profile!UITree_PushBuildComponent <- torirs-profile!bridge_rasterize_obj_icon <- torirs-profile!Task_InterfaceOpen_Run <- torirs-profile!Task_OpenSubRefresh_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.154158,0.257436,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.147491,0.246302,ntdll!KiFastSystemCallRet <- msvcrt!putch <- msvcrt!read <- msvcrt!filbuf <- msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.146500,0.244647,torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.145446,0.242887,ntdll!KiFastSystemCallRet <- msvcrt!putch <- msvcrt!read <- msvcrt!filbuf <- msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskIndexFileReadRecord <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.144523,0.241346,torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.143463,0.239576,torirs-profile!raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered <- torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.142573,0.238089,torirs-profile!RSCache_CompressionBzipDecompress <- torirs-profile!RSCache_ArchiveDecryptDecompress <- torirs-profile!load_cache_item_dat2 <- torirs-profile!PlatformSDL2_SetWindowSize <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.142541,0.238036,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!cs2vm2_run_script_body_timed <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.141505,0.236306,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Free <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.139579,0.233090,msvcrt!fputws <- msvcrt!fread <- torirs-profile!RSCache_Dat2DiskDat2FileReadArchive <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.137351,0.229369,torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.136528,0.227995,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.130895,0.218588,torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.130053,0.217182,torirs-profile!ToriDraw2D_BlitArgb <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.123946,0.206983,ntdll!KiFastSystemCallRet <- torirs-profile!__udivmoddi4 <- torirs-profile!__udivmoddi4 <- torirs-profile!Task_CS2Run_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.123062,0.205507,ntdll!RtlReAllocateHeap <- ntdll!RtlReAllocateHeap <- ntdll!RtlInitializeCriticalSection <- msvcrt!calloc <- torirs-profile!cs2_script_try_decode_footer <- torirs-profile!Task_Dat2ClientScriptLoad_Run <- torirs-profile!Task_CS2Run_Run <- torirs-profile!Task_InterfaceOpen_Run <- torirs-profile!Task_OpenSubRefresh_Run <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.122040,0.203800,ntdll!KiFastSystemCallRet <- msvcrt!lseek <- msvcrt!lseeki64 <- msvcrt!wscanf <- msvcrt!wscanf <- msvcrt!fsetpos <- torirs-profile!__udivmoddi4 <- torirs-profile!RSCache_Dat2DiskIndexFileReadRecord <- torirs-profile!dat2_file_store_get <- torirs-profile!js5_rscache_read_raw <- torirs-profile!js5_validate_local_group <- torirs-profile!PlatformXIOJs5Cache_Tick <- torirs-profile!PlatformXIO_Js5Pump <- torirs-profile!app_dispatch_clientscript <- torirs-profile!app_dispatch_clientscript <- torirs-profile!App_PlaySound <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.121897,0.203562,ntdll!KiFastSystemCallRet <- d3d9![5AD75FF1] <- USER32!SendInput <- USER32!GetDC <- USER32!GetDC <- USER32!DefWindowProcW <- USER32!DefWindowProcW <- ntdll!KiUserCallbackDispatcher <- USER32!DefWindowProcA <- USER32!SendInput <- USER32!GetDC <- USER32!GetDC <- USER32!GetParent <- USER32!SetWindowTextA <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.119146,0.198968,torirs-profile!raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered <- torirs-profile!project_vertices_array_ortho_fused_clip <- torirs-profile!ToriRS_Soft3D_Execute <- torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.118456,0.197815,torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
0.117013,0.195406,torirs-profile!ToriRS_Soft3D_RenderFrame <- torirs-profile!App_Render <- torirs-profile!luaZ_fill <- torirs-profile!frame_loop_step <- torirs-profile!main <- torirs-profile!public_all <- torirs-profile!public_all <- kernel32!RegisterWaitForInputIdle
