module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
ntdll,RtlReAllocateHeap,[unknown],0,6.038989,23.236086,6.182565,23.788520
ntdll,KiFastSystemCallRet,[unknown],0,5.877523,22.614817,5.877523,22.614817
msvcrt,free,[unknown],0,0.191374,0.736346,4.828786,18.579614
msvcrt,fread,[unknown],0,0.038088,0.146550,4.684611,18.024875
torirs-profile,Task_GameProtoExec_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_gameproto_exec.c,146,0.000000,0.000000,4.545881,17.491087
msvcrt,fputws,[unknown],0,0.471322,1.813495,4.545060,17.487928
msvcrt,filbuf,[unknown],0,0.077127,0.296760,4.063996,15.636948
msvcrt,read,[unknown],0,0.040995,0.157736,3.958545,15.231207
msvcrt,malloc,[unknown],0,0.006835,0.026299,3.877482,14.919303
msvcrt,putch,[unknown],0,0.082963,0.319215,3.818720,14.693205
msvcrt,calloc,[unknown],0,0.111327,0.428350,3.816940,14.686357
torirs-profile,Task_CS2Run_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,962,0.003901,0.015010,3.269494,12.579961
torirs-profile,PlatformSDL2_SetWindowSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,809,0.002928,0.011266,3.055102,11.755049
torirs-profile,RSCache_ArchiveDecryptDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\archive.c,157,0.019547,0.075211,2.987209,11.493819
torirs-profile,Task_OpenSubRefresh_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,11246,0.001963,0.007553,2.885987,11.104349
torirs-profile,Task_InterfaceOpen_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,518,0.002927,0.011262,2.869413,11.040578
torirs-profile,load_cache_item_dat2,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,557,0.021498,0.082717,2.844133,10.943308
torirs-profile,RSCache_CompressionBzipDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\compression.c,164,0.649412,2.498728,2.634773,10.137758
torirs-profile,__udivmoddi4,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,996,0.213878,0.822934,2.458987,9.461390
torirs-profile,Task_WorldLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\task_world_load.c,203,0.003904,0.015021,2.403213,9.246790
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,1.127697,4.339015,1.908181,7.342066
msvcrt,fsetpos,[unknown],0,0.056490,0.217355,1.896731,7.298010
msvcrt,wscanf,[unknown],0,0.070314,0.270546,1.829503,7.039339
torirs-profile,cs2vm2_run_script_body_timed,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,12033,0.000000,0.000000,1.622957,6.244616
torirs-profile,cs2vm2_run_script_body,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11889,0.096636,0.371824,1.559596,6.000823
msvcrt,lseeki64,[unknown],0,0.046863,0.180314,1.507233,5.799347
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.001952,0.007511,1.459989,5.617568
torirs-profile,CS2VM2_RunOp,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10101,0.109252,0.420367,1.389746,5.347295
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.007813,0.030062,1.332812,5.128232
msvcrt,lseek,[unknown],0,0.059547,0.229118,1.309016,5.036672
torirs-profile,app_update_world_viewport,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10669,0.004895,0.018834,1.173850,4.516597
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.047881,0.184231,1.009763,3.885243
ntdll,wcsncpy,[unknown],0,0.728413,2.802699,0.961579,3.699846
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.049833,0.191741,0.948243,3.648534
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5838,0.000000,0.000000,0.930689,3.580992
torirs-profile,luaZ_fill,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\lua\lzio.c,24,0.000000,0.000000,0.911183,3.505939
torirs-profile,RS_CS2Host_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7460,0.021485,0.082667,0.903550,3.476570
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.888375,3.418181,0.888375,3.418181
torirs-profile,App_Render,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,28104,0.000000,0.000000,0.846715,3.257887
torirs-profile,ToriRS_Soft3D_RenderFrame,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1436,0.015631,0.060143,0.813484,3.130025
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.809506,3.114719
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.002926,0.011258,0.797087,3.066934
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.000000,0.000000,0.789975,3.039570
torirs-profile,ToriRS_Soft3D_Execute,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1058,0.021525,0.082821,0.768528,2.957048
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10768,0.000000,0.000000,0.756925,2.912404
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.000000,0.000000,0.751985,2.893396
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.751985,2.893396
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.000000,0.000000,0.751972,2.893346
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7500,0.076153,0.293012,0.751204,2.890391
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5743,0.000000,0.000000,0.738288,2.840695
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.031199,0.120044,0.732430,2.818155
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.023365,0.089901,0.718776,2.765619
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2672,0.000000,0.000000,0.709182,2.728704
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.248399,0.955759,0.656441,2.525774
torirs-profile,project_vertices_array_ortho_fused_clip,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\projection_ortho.u.c,317,0.326947,1.257987,0.655020,2.520306
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.004878,0.018769,0.630197,2.424795
msvcrt,memmove,[unknown],0,0.622843,2.396499,0.622843,2.396499
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.006836,0.026303,0.604511,2.325964
ntdll,RtlEnterCriticalSection,[unknown],0,0.588937,2.266040,0.588937,2.266040
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.000000,0.000000,0.565096,2.174308
ntdll,RtlLeaveCriticalSection,[unknown],0,0.528155,2.032170,0.528155,2.032170
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,17231,0.000000,0.000000,0.527348,2.029065
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16883,0.000000,0.000000,0.518556,1.995237
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.515747,1.984428
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.000000,0.000000,0.506868,1.950265
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.012686,0.048812,0.444353,1.709727
ntdll,RtlAllocateHeap,[unknown],0,0.231376,0.890260,0.444295,1.709504
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.000000,0.000000,0.420630,1.618449
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.002934,0.011289,0.411968,1.585120
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.000000,0.000000,0.394551,1.518105
msvcrt,strerror,[unknown],0,0.391377,1.505893,0.393332,1.513415
torirs-profile,ToriDraw_SceneGraphShutdown,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,428,0.042001,0.161606,0.380201,1.462891
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6073,0.106460,0.409624,0.371169,1.428139
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6156,0.000000,0.000000,0.371169,1.428139
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.000000,0.000000,0.365301,1.405561
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.000000,0.000000,0.336997,1.296656
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.002929,0.011270,0.335996,1.292804
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.008790,0.033821,0.312583,1.202719
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.002928,0.011266,0.311593,1.198910
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.005859,0.022544,0.308647,1.187574
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.299874,1.153819,0.299874,1.153819
msvcrt,lock,[unknown],0,0.055556,0.213762,0.289913,1.115492
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.000000,0.000000,0.285228,1.097466
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.038104,0.146612,0.282078,1.085345
kernel32,Sleep,[unknown],0,0.000000,0.000000,0.277783,1.068820
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.276400,1.063498,0.276400,1.063498
msvcrt,bsearch,[unknown],0,0.160949,0.619280,0.274281,1.055345
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.110352,0.424599,0.273419,1.052028
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.063396,0.243927,0.269465,1.036815
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6342,0.003908,0.015037,0.268525,1.033198
msvcrt,getenv,[unknown],0,0.001957,0.007530,0.265495,1.021539
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.248893,0.957660,0.253773,0.976437
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.033190,0.127704,0.238273,0.916798
torirs-profile,raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,158,0.236369,0.909472,0.236369,0.909472
msvcrt,memcpy,[unknown],0,0.232211,0.893473,0.232211,0.893473
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.003904,0.015021,0.230524,0.886982
torirs-profile,palette_rgb_to_hsl24,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\osrs\palette.c,78,0.003890,0.014967,0.226547,0.871680
msvcrt,realloc,[unknown],0,0.001949,0.007499,0.213908,0.823049
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.025388,0.097685,0.213891,0.822984
torirs-profile,app_world_build_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16778,0.000000,0.000000,0.202129,0.777727
ntdll,tan,[unknown],0,0.193385,0.744083,0.193385,0.744083
torirs-profile,UITree_LayoutSetRootSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,16,0.174068,0.669758,0.190694,0.733729
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.046916,0.180518,0.184603,0.710293
torirs-profile,Task_Dat2LocLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_loc_load.c,32,0.019521,0.075111,0.178703,0.687592
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.178571,0.687084,0.178571,0.687084
ntdll,strchr,[unknown],0,0.171853,0.661235,0.171853,0.661235
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.000000,0.000000,0.169991,0.654071
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10130,0.000000,0.000000,0.166987,0.642512
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.005860,0.022547,0.164097,0.631392
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.163127,0.627660
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,647,0.019565,0.075280,0.162108,0.623739
torirs-profile,pack_get_component,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,289,0.155248,0.597344,0.155248,0.597344
torirs-profile,open_resolve_sprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,105,0.000000,0.000000,0.154327,0.593801
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.149401,0.574847
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.000000,0.000000,0.149401,0.574847
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.149401,0.574847
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.149257,0.574293
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.082996,0.319342,0.147444,0.567317
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1188,0.000000,0.000000,0.144235,0.554970
torirs-profile,UITree_CcCreate,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,2418,0.004879,0.018773,0.143575,0.552430
torirs-profile,Js5ClientFree,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,633,0.017592,0.067688,0.142672,0.548956
torirs-profile,RS_CS2Host_ClearHooksForInterfaceGroup,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5714,0.000000,0.000000,0.139654,0.537344
torirs-profile,read_triggers,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_component.c,82,0.029303,0.112749,0.138686,0.533619
torirs-profile,RSCache_Dat2DiskFree,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1254,0.009772,0.037600,0.137659,0.529668
torirs-profile,rs_cs2_acquire_var_transmit_hook,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5167,0.105455,0.405757,0.135747,0.522311
torirs-profile,exec_db,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6602,0.002925,0.011254,0.125984,0.484746
torirs-profile,Task_InvIconReconcile_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5346,0.000000,0.000000,0.125983,0.484742
torirs-profile,bridge_ensure_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1165,0.000000,0.000000,0.125983,0.484742
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.117189,0.450906
torirs-profile,Task_Dat2ObjLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_obj_load.c,74,0.004874,0.018754,0.116223,0.447189
USER32,GetDC,[unknown],0,0.000000,0.000000,0.115206,0.443276
torirs-profile,Task_Dat2DbRowLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbrow_load.c,38,0.004872,0.018746,0.112330,0.432210
torirs-profile,Task_Dat2SequenceLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sequence_load.c,291,0.002926,0.011258,0.110354,0.424607
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.110345,0.424572
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.104482,0.402013,0.106448,0.409578
torirs-profile,ToriDraw_ModelCaptureOriginalVertices,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,650,0.000000,0.000000,0.103827,0.399493
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2788,0.000000,0.000000,0.103581,0.398546
msvcrt,mbsnbicoll,[unknown],0,0.001950,0.007503,0.103560,0.398466
torirs-profile,torirs_model_move_from_rscache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_model_from_rscache.c,194,0.008796,0.033844,0.099650,0.383421
msvcrt,_crtCompareStringA,[unknown],0,0.007829,0.030123,0.098679,0.379685
torirs-profile,scenery_add_wall_single,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1245,0.000000,0.000000,0.095424,0.367161
torirs-profile,Task_ExecPlayerInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,860,0.000000,0.000000,0.093746,0.360704
kernel32,SetFilePointer,[unknown],0,0.093721,0.360608,0.093721,0.360608
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2012,0.045935,0.176743,0.092849,0.357253
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.000000,0.000000,0.091884,0.353540
torirs-profile,RSCache_ModelNewCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\model.c,3013,0.000000,0.000000,0.091781,0.353144
torirs-profile,td_scene_allocate_element_id,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,303,0.008788,0.033813,0.088885,0.342001
torirs-profile,uitree_builder_bake_pack_under_owner,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\uitree_builder_bake.c,411,0.000000,0.000000,0.087901,0.338215
torirs-profile,UITree_ApplyModel,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,3567,0.000000,0.000000,0.082043,0.315675
torirs-profile,Task_Dat2DbTableIndexLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbindex_load.c,40,0.000000,0.000000,0.082036,0.315648
torirs-profile,hmap_hash_bytes,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,234,0.081027,0.311766,0.081027,0.311766
msvcrt,flsbuf,[unknown],0,0.025395,0.097712,0.079020,0.304044
torirs-profile,db_push_value,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6540,0.020518,0.078947,0.078147,0.300685
USER32,SendInput,[unknown],0,0.000000,0.000000,0.075210,0.289384
USER32,DefWindowProcA,[unknown],0,0.000000,0.000000,0.074238,0.285644
torirs-profile,CacheProvider_FreeEngineCaches,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\cache_provider.c,386,0.005860,0.022547,0.074220,0.285575
torirs-profile,app_client_trigger_script,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3965,0.002927,0.011262,0.074213,0.285548
torirs-profile,merge_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,428,0.062480,0.240403,0.074198,0.285490
msvcrt,memset,[unknown],0,0.071176,0.273862,0.071176,0.273862
torirs-profile,apply_and_free_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,548,0.008784,0.033798,0.069309,0.266679
USER32,GetParent,[unknown],0,0.000000,0.000000,0.068385,0.263123
torirs-profile,Task_PackAssetsLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_pack_assets_load.c,108,0.000000,0.000000,0.066436,0.255624
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,0.066429,0.255597
msvcrt,memcmp,[unknown],0,0.066411,0.255528,0.066411,0.255528
torirs-profile,rs_cs2_runtime_hook_slot,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6009,0.000000,0.000000,0.064468,0.248052
torirs-profile,UITreeNodeSet_Add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,100,0.000000,0.000000,0.062507,0.240507
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.003900,0.015006,0.062412,0.240141
ntdll,RtlFreeHeap,[unknown],0,0.039061,0.150294,0.061513,0.236682
kernel32,ReadFile,[unknown],0,0.060534,0.232915,0.060534,0.232915
