module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
torirs-profile,ToriRS_Soft3D_Execute,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1058,0.033245,0.122132,1.057625,3.885393
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.068370,0.251171,0.988289,3.630673
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5838,0.000000,0.000000,0.887732,3.261258
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.885406,3.252713,0.885406,3.252713
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.004866,0.017876,0.835948,3.071019
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10768,0.000000,0.000000,0.799846,2.938391
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2672,0.000000,0.000000,0.777851,2.857588
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.000000,0.000000,0.755882,2.776881
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.755882,2.776881
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.002931,0.010768,0.754899,2.773270
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.019502,0.071644,0.725629,2.665740
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.084992,0.312235,0.724630,2.662070
torirs-profile,project_vertices_array_ortho_fused_clip,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\projection_ortho.u.c,317,0.370996,1.362927,0.707769,2.600128
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.001964,0.007215,0.696146,2.557429
msvcrt,memmove,[unknown],0,0.696097,2.557249,0.696097,2.557249
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.001952,0.007171,0.662942,2.435447
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.000000,0.000000,0.652328,2.396455
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.278796,1.024212,0.645806,2.372495
ntdll,RtlLeaveCriticalSection,[unknown],0,0.643359,2.363505,0.643359,2.363505
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.006852,0.025172,0.625019,2.296130
torirs-profile,UITree_LayoutSetRootSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,16,0.613675,2.254455,0.622476,2.286788
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.050793,0.186598,0.609386,2.238699
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5743,0.000000,0.000000,0.609386,2.238699
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.000000,0.000000,0.603616,2.217502
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.000000,0.000000,0.570216,2.094800
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.009761,0.035859,0.533214,1.958866
ntdll,RtlEnterCriticalSection,[unknown],0,0.517666,1.901748,0.517666,1.901748
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.511760,1.880051
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.007805,0.028673,0.454123,1.668310
torirs-profile,ToriDraw_SceneGraphShutdown,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,428,0.006836,0.025113,0.417966,1.535480
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,17231,0.000000,0.000000,0.416052,1.528449
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16883,0.000000,0.000000,0.402368,1.478178
msvcrt,bsearch,[unknown],0,0.249885,0.918002,0.393435,1.445361
msvcrt,getenv,[unknown],0,0.002930,0.010764,0.392455,1.441760
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.000000,0.000000,0.383849,1.410145
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.000000,0.000000,0.379939,1.395780
msvcrt,memset,[unknown],0,0.379687,1.394855,0.379687,1.394855
msvcrt,strerror,[unknown],0,0.377789,1.387882,0.377789,1.387882
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.001952,0.007171,0.367210,1.349018
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.343598,1.262275,0.351411,1.290977
msvcrt,lock,[unknown],0,0.068352,0.251104,0.347776,1.277623
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.150372,0.552421,0.326190,1.198323
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.009756,0.035841,0.325289,1.195013
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.001953,0.007175,0.324239,1.191156
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.000000,0.000000,0.305786,1.123365
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6073,0.085010,0.312301,0.303836,1.116201
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6156,0.000000,0.000000,0.303836,1.116201
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.001950,0.007164,0.295994,1.087392
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.005862,0.021535,0.295914,1.087098
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.025372,0.093209,0.293880,1.079626
ntdll,RtlAllocateHeap,[unknown],0,0.098542,0.362013,0.285984,1.050618
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.040021,0.147025,0.278329,1.022496
torirs-profile,app_overlay_build_entity,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3702,0.017587,0.064609,0.274418,1.008128
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2788,0.000000,0.000000,0.269703,0.990807
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.027312,0.100336,0.255853,0.939926
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.007805,0.028673,0.253941,0.932902
ntdll,strchr,[unknown],0,0.249936,0.918189,0.249936,0.918189
torirs-profile,palette_rgb_to_hsl24,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\osrs\palette.c,78,0.007811,0.028695,0.243174,0.893347
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.237198,0.871393,0.237198,0.871393
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.234443,0.861272,0.234443,0.861272
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.230540,0.846934
kernel32,Sleep,[unknown],0,0.000000,0.000000,0.221117,0.812317
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2012,0.123132,0.452350,0.219881,0.807776
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.000000,0.000000,0.213946,0.785973
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.207964,0.763997
torirs-profile,raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,158,0.207016,0.760514,0.207016,0.760514
ntdll,RtlFreeHeap,[unknown],0,0.147462,0.541731,0.205079,0.753398
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1188,0.000000,0.000000,0.191392,0.703116
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.009750,0.035819,0.179706,0.660185
torirs-profile,Task_Dat2DbRowLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbrow_load.c,38,0.005857,0.021517,0.170996,0.628187
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,642,0.005848,0.021484,0.166004,0.609848
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.163127,0.599279,0.163127,0.599279
torirs-profile,open_resolve_sprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,105,0.000000,0.000000,0.160177,0.588442
torirs-profile,Task_Dat2ObjLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_obj_load.c,74,0.039062,0.143502,0.160172,0.588423
USER32,GetDC,[unknown],0,0.000000,0.000000,0.159975,0.587700
torirs-profile,ToriDraw_ModelCaptureOriginalVertices,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,650,0.000000,0.000000,0.159175,0.584761
torirs-profile,rs_cs2_runtime_hook_slot,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6009,0.001953,0.007175,0.153337,0.563314
torirs-profile,Task_Dat2SequenceLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sequence_load.c,291,0.002924,0.010742,0.153327,0.563277
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.153277,0.563093
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10130,0.000000,0.000000,0.151370,0.556087
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.000000,0.000000,0.150486,0.552840
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.000000,0.000000,0.150399,0.552520
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.150399,0.552520
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.150399,0.552520
msvcrt,memcpy,[unknown],0,0.147569,0.542124,0.147569,0.542124
torirs-profile,Task_Dat2LocLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_loc_load.c,32,0.024414,0.089690,0.147458,0.541716
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.000000,0.000000,0.144544,0.531011
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.100565,0.369445,0.144516,0.530908
torirs-profile,bridge_ensure_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1165,0.000000,0.000000,0.139657,0.513057
torirs-profile,Task_InvIconReconcile_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5346,0.000000,0.000000,0.139657,0.513057
USER32,SendInput,[unknown],0,0.000000,0.000000,0.138706,0.509564
torirs-profile,Js5ClientFree,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,633,0.000000,0.000000,0.138677,0.509457
kernel32,ReleaseMutex,[unknown],0,0.138418,0.508506,0.138418,0.508506
msvcrt,flsbuf,[unknown],0,0.004883,0.017939,0.137727,0.505967
msvcrt,mbsnbicoll,[unknown],0,0.000000,0.000000,0.137693,0.505842
msvcrt,_crtCompareStringA,[unknown],0,0.035158,0.129160,0.135740,0.498668
torirs-profile,read_triggers,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_component.c,82,0.000000,0.000000,0.132855,0.488069
msvcrt,write,[unknown],0,0.001956,0.007186,0.132844,0.488028
torirs-profile,torirs_model_move_from_rscache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_model_from_rscache.c,194,0.002929,0.010760,0.132828,0.487970
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6342,0.000000,0.000000,0.131813,0.484241
torirs-profile,RSCache_Dat2DiskFree,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1254,0.003916,0.014386,0.130893,0.480861
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.130888,0.480843
msvcrt,wsopen,[unknown],0,0.000000,0.000000,0.130888,0.480843
torirs-profile,get_bits,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,47,0.044920,0.165022,0.127911,0.469906
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.124060,0.455759
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.024412,0.089682,0.123063,0.452096
ntdll,tan,[unknown],0,0.123014,0.451916,0.123014,0.451916
USER32,UserLpkPSMTextOut,[unknown],0,0.000000,0.000000,0.118278,0.434517
torirs-profile,UITree_FindByComponentId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1741,0.112313,0.412604,0.115247,0.423382
USER32,DrawTextExW,[unknown],0,0.001948,0.007156,0.113286,0.416178
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.112311,0.412596
USER32,SetWindowRgn,[unknown],0,0.000000,0.000000,0.111447,0.409422
torirs-profile,Task_PackAssetsLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_pack_assets_load.c,108,0.000000,0.000000,0.111406,0.409272
torirs-profile,hmap_hash_bytes,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,234,0.111382,0.409184,0.111382,0.409184
kernel32,TerminateThread,[unknown],0,0.000000,0.000000,0.111362,0.409110
d3d9,[5AD76242],,0,0.000000,0.000000,0.111338,0.409022
d3d9,[5AD7464D],,0,0.000000,0.000000,0.111338,0.409022
d3d9,[5AD760C5],,0,0.000000,0.000000,0.111338,0.409022
torirs-profile,Task_CS2VarTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1844,0.004836,0.017766,0.110281,0.405139
torirs-profile,uitree_builder_bake_pack_under_owner,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\uitree_builder_bake.c,411,0.000000,0.000000,0.109383,0.401840
torirs-profile,pack_get_component,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,289,0.108264,0.397729,0.108264,0.397729
[unknown module],[001F01F4],,0,0.000000,0.000000,0.107423,0.394639
USER32,[B2040331],,0,0.000000,0.000000,0.107423,0.394639
d3d9,[5AD76485],,0,0.000000,0.000000,0.107423,0.394639
torirs-profile,app_world_build_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16778,0.000000,0.000000,0.103528,0.380330
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.027315,0.100347,0.102435,0.376315
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.101587,0.373200,0.101587,0.373200
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5010,0.000000,0.000000,0.098701,0.362597
torirs-profile,merge_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,428,0.059586,0.218901,0.098646,0.362395
msvcrt,fputc,[unknown],0,0.001944,0.007142,0.098624,0.362315
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.000000,0.000000,0.096749,0.355426
torirs-profile,scenery_add_wall_single,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1245,0.001951,0.007167,0.095710,0.351609
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,380,0.000000,0.000000,0.093792,0.344563
torirs-profile,UITree_CcCreate,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,2418,0.002920,0.010727,0.093741,0.344376
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,730,0.089886,0.330214,0.089886,0.330214
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.000000,0.000000,0.089886,0.330214
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.000000,0.000000,0.081165,0.298176
torirs-profile,app_client_trigger_script,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3965,0.000000,0.000000,0.081037,0.297705
