module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5010,0.031353,0.052399,2.323655,3.883415
torirs-profile,Task_WorldLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\task_world_load.c,203,0.005864,0.009800,2.308717,3.858450
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.000000,0.000000,2.293437,3.832913
torirs-profile,cs2vm2_run_script_body,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11889,0.230337,0.384951,2.259380,3.775995
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,380,0.002929,0.004895,2.203230,3.682155
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.000000,0.000000,2.142613,3.580848
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,730,2.126003,3.553089,2.138708,3.574322
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.187413,0.313215,1.936081,3.235681
torirs-profile,CS2VM2_RunOp,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10101,0.335578,0.560836,1.913900,3.198611
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,1.122965,1.876759,1.834858,3.066512
torirs-profile,draw_texture_scanline_transparent_blend_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,907,1.750620,2.925729,1.750620,2.925729
msvcrt,wscanf,[unknown],0,0.037082,0.061973,1.518169,2.537244
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.002929,0.004895,1.500050,2.506963
torirs-profile,get_bits,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,47,0.170966,0.285727,1.497456,2.502628
msvcrt,getenv,[unknown],0,0.007837,0.013098,1.495213,2.498879
msvcrt,bsearch,[unknown],0,1.181363,1.974356,1.468795,2.454728
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.003910,0.006535,1.455595,2.432667
msvcrt,fsetpos,[unknown],0,0.000000,0.000000,1.426470,2.383992
USER32,GetDC,[unknown],0,0.000000,0.000000,1.301912,2.175824
torirs-profile,painter_cullmap_refresh_camera_key,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,555,1.177061,1.967167,1.282561,2.143484
USER32,SendInput,[unknown],0,0.000000,0.000000,1.272615,2.126862
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,1.253397,2.094743
torirs-profile,find_hovered_recursive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_hover.c,81,0.115352,0.192782,1.228252,2.052720
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.641744,1.072517,1.220809,2.040281
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,1.219219,2.037623
USER32,GetParent,[unknown],0,0.000000,0.000000,1.168130,1.952241
torirs-profile,RS_CS2Host_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7460,0.006826,0.011408,1.168090,1.952174
USER32,DefWindowProcA,[unknown],0,0.001944,0.003249,1.166176,1.948975
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,1.160312,1.939175
torirs-profile,ToriDraw2D_BlitArgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,329,0.824051,1.377198,1.149053,1.920358
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7500,0.067351,0.112561,1.088041,1.818392
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5838,0.000000,0.000000,1.081060,1.806725
msvcrt,lseeki64,[unknown],0,0.019504,0.032596,1.080915,1.806482
ntdll,wcsncpy,[unknown],0,0.931663,1.557045,1.048859,1.752909
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.004878,0.008152,1.039958,1.738033
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.041052,0.068608,1.025396,1.713696
torirs-profile,app_world_roof_check,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,894,0.008813,0.014729,1.017461,1.700435
msvcrt,lseek,[unknown],0,0.051725,0.086446,0.951147,1.589607
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.002925,0.004888,0.904255,1.511239
torirs-profile,Task_CS2Run_Free,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1377,0.000000,0.000000,0.882083,1.474184
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.871817,1.457027,0.871817,1.457027
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.858684,1.435078
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.002924,0.004887,0.832315,1.391009
torirs-profile,ToriDraw_TriangleGouraud,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.824007,1.377124,0.824007,1.377124
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.420331,0.702479,0.823435,1.376168
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.000000,0.000000,0.818379,1.367718
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.818379,1.367718
torirs-profile,App_WorldDrainEntityRemoved,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,21690,0.103786,0.173453,0.817201,1.365750
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.026400,0.044121,0.790091,1.320442
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2672,0.000000,0.000000,0.766765,1.281458
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.053759,0.089845,0.741249,1.238815
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.002935,0.004905,0.736446,1.230788
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10768,0.000000,0.000000,0.721595,1.205968
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.698448,1.167283,0.716090,1.196768
torirs-profile,ToriRS_FrameNextCommand,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2238,0.660732,1.104250,0.709515,1.185779
torirs-profile,UITree_LayoutSetRootSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,16,0.665480,1.112185,0.672336,1.123644
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.003902,0.006521,0.670897,1.121239
msvcrt,memmove,[unknown],0,0.666873,1.114513,0.666873,1.114513
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.024425,0.040820,0.651378,1.088617
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5743,0.000000,0.000000,0.651378,1.088617
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.001953,0.003264,0.608420,1.016824
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.000000,0.000000,0.594777,0.994023
ntdll,RtlEnterCriticalSection,[unknown],0,0.576793,0.963967,0.576793,0.963967
ntdll,RtlLeaveCriticalSection,[unknown],0,0.568198,0.949603,0.568198,0.949603
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.004904,0.008196,0.563557,0.941846
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.004884,0.008162,0.559566,0.935176
msvcrt,memcpy,[unknown],0,0.553568,0.925152,0.553568,0.925152
torirs-profile,app_update_world_viewport,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10669,0.012742,0.021295,0.511849,0.855429
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.120126,0.200761,0.504893,0.843804
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.461874,0.771908
msvcrt,strerror,[unknown],0,0.458934,0.766995,0.458934,0.766995
torirs-profile,ToriDraw_ModelAnimateFrame,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,764,0.015635,0.026130,0.454056,0.758842
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6342,0.025291,0.042268,0.453421,0.757781
torirs-profile,ToriDraw_AnimApplyTransform,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,57,0.436465,0.729443,0.436465,0.729443
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,17231,0.000000,0.000000,0.416061,0.695343
msvcrt,flsbuf,[unknown],0,0.005899,0.009859,0.410842,0.686621
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.004887,0.008167,0.407206,0.680544
msvcrt,wsopen,[unknown],0,0.001948,0.003256,0.404943,0.676762
msvcrt,write,[unknown],0,0.000000,0.000000,0.404943,0.676762
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.402995,0.673507
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16883,0.000000,0.000000,0.401408,0.670854
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.000000,0.000000,0.393624,0.657845
msvcrt,fflush,[unknown],0,0.002925,0.004888,0.388355,0.649039
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.000000,0.000000,0.383848,0.641507
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.378002,0.631737,0.378002,0.631737
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.000000,0.000000,0.368175,0.615314
d3d9,[5AD760C5],,0,0.000000,0.000000,0.365959,0.611610
d3d9,[5AD72B1B],,0,0.000000,0.000000,0.364112,0.608523
d3d9,[5AD76242],,0,0.000000,0.000000,0.362065,0.605102
kernel32,TerminateThread,[unknown],0,0.002925,0.004888,0.359057,0.600075
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6073,0.071323,0.119199,0.352566,0.589227
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6156,0.000000,0.000000,0.352566,0.589227
msvcrt,lock,[unknown],0,0.030244,0.050545,0.351295,0.587103
ntdll,RtlAllocateHeap,[unknown],0,0.178631,0.298538,0.350417,0.585635
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.160143,0.267639,0.348644,0.582672
USER32,DrawTextExW,[unknown],0,0.004883,0.008161,0.337663,0.564320
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.316310,0.528634,0.322168,0.538424
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.000000,0.000000,0.310590,0.519074
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.045887,0.076689,0.302844,0.506129
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.000000,0.000000,0.301776,0.504344
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.000000,0.000000,0.280295,0.468444
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.009763,0.016316,0.279375,0.466906
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.016601,0.027744,0.278299,0.465108
msvcrt,memset,[unknown],0,0.277135,0.463163,0.277135,0.463163
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.027342,0.045695,0.270525,0.452116
msvcrt,mbsnbicoll,[unknown],0,0.003916,0.006545,0.268842,0.449303
torirs-profile,font_measure_range,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,561,0.037179,0.062136,0.264486,0.442023
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.001953,0.003264,0.261895,0.437693
d3d9,[5AD7289B],,0,0.000000,0.000000,0.256798,0.429174
d3d9,[5AD72753],,0,0.000000,0.000000,0.252930,0.422710
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.250056,0.417907
kernel32,Sleep,[unknown],0,0.000000,0.000000,0.244052,0.407873
msvcrt,_crtCompareStringA,[unknown],0,0.043935,0.073426,0.239516,0.400292
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.001953,0.003264,0.239365,0.400039
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.000000,0.000000,0.237412,0.396776
torirs-profile,UITree_AccumScrollOffset,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_scroll.c,226,0.000000,0.000000,0.231304,0.386567
d3d9,[5AD754F1],,0,0.000000,0.000000,0.227537,0.380272
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.227533,0.380265,0.227533,0.380265
d3d9,[5AD75ECA],,0,0.000000,0.000000,0.218754,0.365593
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.022440,0.037503,0.211808,0.353985
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.207987,0.347599,0.207987,0.347599
torirs-profile,read_triggers,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_component.c,82,0.004882,0.008159,0.205103,0.342779
torirs-profile,rs_cs2_runtime_hook_slot,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6009,0.026352,0.044041,0.205062,0.342710
d3d9,[5AD75FF1],,0,0.000000,0.000000,0.204907,0.342451
torirs-profile,torirs_model_move_from_rscache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_model_from_rscache.c,194,0.005853,0.009782,0.204093,0.341091
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10130,0.000000,0.000000,0.202141,0.337829
d3d9,[5AD7464D],,0,0.000000,0.000000,0.201033,0.335977
torirs-profile,UITree_FindByComponentId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1741,0.196318,0.328097,0.199245,0.332989
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.198280,0.331376
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.001951,0.003261,0.197361,0.329840
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.197280,0.329705
torirs-profile,app_world_build_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16778,0.000000,0.000000,0.193389,0.323202
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1188,0.000000,0.000000,0.188632,0.315252
USER32,UserLpkPSMTextOut,[unknown],0,0.000000,0.000000,0.185545,0.310093
torirs-profile,font_parse_hex_rgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,129,0.042128,0.070407,0.183304,0.306347
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,647,0.015683,0.026210,0.169973,0.284068
torirs-profile,Task_Dat2ObjLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_obj_load.c,74,0.002922,0.004883,0.160229,0.267783
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.160154,0.267658
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.160154,0.267658
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.000000,0.000000,0.160154,0.267658
ntdll,tan,[unknown],0,0.157116,0.262581,0.157116,0.262581
torirs-profile,Task_Dat2DbRowLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbrow_load.c,38,0.001952,0.003262,0.156277,0.261178
torirs-profile,RS_CS2Host_ClearHooksForInterfaceGroup,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5714,0.000000,0.000000,0.151375,0.252986
torirs-profile,rs_cs2_acquire_var_transmit_hook,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5167,0.008776,0.014667,0.149430,0.249735
torirs-profile,app_client_trigger_script,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3965,0.003907,0.006530,0.143557,0.239920
torirs-profile,Task_Dat2LocLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_loc_load.c,32,0.022457,0.037531,0.139647,0.233385
torirs-profile,tileind_init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,105,0.139210,0.232655,0.139210,0.232655
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.081037,0.135433,0.135726,0.226832
