module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
ntdll,RtlReAllocateHeap,[unknown],0,7.903990,13.185912,8.140364,13.580245
torirs-profile,Task_OpenSubRefresh_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10265,0.076173,0.127076,7.996637,13.340471
torirs-profile,Task_CS2Run_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,935,0.138587,0.231199,7.954593,13.270331
torirs-profile,dat2disk_fopen_index,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,659,0.063434,0.105824,7.725272,12.887764
torirs-profile,Task_WorldLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\task_world_load.c,203,0.000000,0.000000,7.723780,12.885275
msvcrt,fread,[unknown],0,0.119146,0.198767,7.496843,12.506685
msvcrt,fputws,[unknown],0,0.412120,0.687523,7.271123,12.130125
torirs-profile,Task_InterfaceOpen_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,515,0.002929,0.004886,7.152826,11.932775
msvcrt,fopen,[unknown],0,0.013664,0.022795,6.977363,11.640057
msvcrt,fsopen,[unknown],0,0.082012,0.136817,6.928553,11.558629
msvcrt,filbuf,[unknown],0,0.041000,0.068399,6.849242,11.426318
msvcrt,calloc,[unknown],0,0.055661,0.092857,6.681264,11.146087
msvcrt,sopen,[unknown],0,0.016601,0.027695,6.676691,11.138458
torirs-profile,cs2vm2_run_script_body,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11474,0.400190,0.667621,6.669503,11.126466
msvcrt,mktemp,[unknown],0,0.079098,0.131956,6.603454,11.016279
kernel32,CreateFileA,[unknown],0,0.050766,0.084691,6.099661,10.175822
torirs-profile,CS2VM2_RunOp,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,9831,1.709761,2.852326,5.941217,9.911496
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.089867,0.149922,5.871170,9.794639
torirs-profile,RSCache_Dat2DiskDat2FileReadArchive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,147,0.159128,0.265467,5.730250,9.559548
torirs-profile,Task_Dat2MusicLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_music_load.c,210,0.001952,0.003256,5.678735,9.473608
torirs-profile,RSCache_VorbisSampleNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1749,0.058578,0.097723,5.666048,9.452442
torirs-profile,__udivmoddi4,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,996,3.316682,5.533089,5.610095,9.359098
msvcrt,read,[unknown],0,0.025380,0.042340,5.574485,9.299691
torirs-profile,vorbis_decode_packet,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1434,1.315445,2.194505,5.546873,9.253627
msvcrt,putch,[unknown],0,0.036114,0.060248,5.361598,8.944540
msvcrt,free,[unknown],0,0.304612,0.508172,5.216910,8.703163
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.042959,0.071667,4.188334,6.987231
msvcrt,malloc,[unknown],0,0.109362,0.182444,4.174008,6.963331
torirs-profile,RS_CS2Host_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7152,0.021477,0.035829,3.894525,6.497081
torirs-profile,luaZ_fill,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\lua\lzio.c,24,0.000000,0.000000,3.715878,6.199051
torirs-profile,App_Render,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,25497,0.000000,0.000000,3.566671,5.950135
torirs-profile,PlatformSDL2_SetWindowSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,775,0.000000,0.000000,3.387203,5.650736
torirs-profile,ToriRS_Soft3D_RenderFrame,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1378,0.053808,0.089766,3.367539,5.617931
torirs-profile,ToriRS_Soft3D_Execute,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1046,0.127116,0.212063,3.196625,5.332802
torirs-profile,merge_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,428,0.695280,1.159908,3.195587,5.331071
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7176,0.210869,0.351784,3.191871,5.324871
torirs-profile,load_cache_item_dat2,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,546,0.021484,0.035841,3.076531,5.132454
msvcrt,fclose,[unknown],0,0.013668,0.022802,2.892225,4.824984
msvcrt,clearerr,[unknown],0,0.047844,0.079816,2.842435,4.741921
torirs-profile,RSCache_ArchiveDecryptDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\archive.c,157,0.016623,0.027731,2.550605,4.255073
msvcrt,close,[unknown],0,0.018543,0.030935,2.542721,4.241920
msvcrt,chsize,[unknown],0,0.002925,0.004880,2.510520,4.188201
torirs-profile,RSCache_CompressionBzipDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\compression.c,164,0.714926,1.192683,2.249843,3.753324
torirs-profile,project_vertices_array_ortho_fused_clip,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\projection_ortho.u.c,317,0.792774,1.322553,2.209146,3.685430
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,2.139404,3.569083,2.142334,3.573971
torirs-profile,UITree_InvViewGridHitTest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_inv_view.c,59,1.992352,3.323762,2.071552,3.455888
msvcrt,fsetpos,[unknown],0,0.038058,0.063491,1.628522,2.716798
ntdll,wcsncpy,[unknown],0,1.256994,2.096993,1.578307,2.633027
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,0.984212,1.641922,1.519291,2.534573
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,387,0.017552,0.029281,1.425865,2.378714
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1203,0.000000,0.000000,1.308849,2.183501
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,1.262244,2.105751,1.262244,2.105751
kernel32,CreateFileW,[unknown],0,0.165015,0.275288,1.249493,2.084479
msvcrt,lseeki64,[unknown],0,0.067345,0.112349,1.229267,2.050737
torirs-profile,sound_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,2064,0.190362,0.317573,1.188623,1.982932
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.007810,0.013029,1.125998,1.878458
torirs-profile,ToriDraw_SceneGraphShutdown,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,428,0.008786,0.014657,1.049864,1.751446
msvcrt,lseek,[unknown],0,0.020492,0.034186,1.027138,1.713533
msvcrt,memset,[unknown],0,1.025889,1.711450,1.025889,1.711450
ntdll,RtlDosPathNameToNtPathName_U,[unknown],0,0.061534,0.102655,0.953622,1.590890
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,2374,0.010744,0.017924,0.897463,1.497202
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.005854,0.009766,0.833030,1.389711
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.805678,1.344081,0.805678,1.344081
torirs-profile,rs_cs2_runtime_hook_slot,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5701,0.004885,0.008149,0.795033,1.326322
torirs-profile,raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,158,0.791408,1.320274,0.791408,1.320274
ntdll,RtlDetermineDosPathNameType_U,[unknown],0,0.321239,0.535910,0.790543,1.318831
ntdll,RtlLeaveCriticalSection,[unknown],0,0.774560,1.292168,0.774560,1.292168
ntdll,RtlEnterCriticalSection,[unknown],0,0.736498,1.228670,0.736498,1.228670
torirs-profile,ToriDraw_ModelCalculateVertexNormals,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,528,0.003901,0.006508,0.733419,1.223534
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.716827,1.195854
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.000000,0.000000,0.716827,1.195854
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2634,0.000000,0.000000,0.710426,1.185175
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.052347,0.087328,0.705177,1.176419
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,688,0.042956,0.071662,0.704104,1.174629
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,9798,0.001954,0.003260,0.681755,1.137345
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.018566,0.030973,0.670944,1.119309
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.662238,1.104785
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.001954,0.003260,0.641723,1.070561
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.239607,0.399727,0.618357,1.031580
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.000000,0.000000,0.589862,0.984043
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5205,0.000000,0.000000,0.579109,0.966104
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5110,0.000000,0.000000,0.573252,0.956333
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.014648,0.024437,0.571298,0.953074
torirs-profile,UITree_BakePackRuntimeHooks,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,77,0.001953,0.003258,0.555791,0.927204
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.007806,0.013022,0.555671,0.927004
msvcrt,strerror,[unknown],0,0.542896,0.905692,0.542896,0.905692
torirs-profile,[anon_10f9fd],C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,399,0.169916,0.283464,0.540966,0.902472
msvcrt,memmove,[unknown],0,0.503798,0.840466,0.503798,0.840466
ntdll,RtlAllocateHeap,[unknown],0,0.330996,0.552187,0.497970,0.830744
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.489873,0.817236,0.489873,0.817236
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,604,0.000000,0.000000,0.488416,0.814805
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5440,0.122135,0.203753,0.483544,0.806677
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5523,0.000000,0.000000,0.483544,0.806677
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,9198,0.000000,0.000000,0.483410,0.806454
torirs-profile,apply_and_free_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,548,0.035228,0.058769,0.478227,0.797807
torirs-profile,world_builder_free_transient_maps,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,87,0.014648,0.024437,0.459983,0.767371
torirs-profile,raster_gouraudhsllightness_screen_alpha_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.alpha.bary.branching.s4.c,182,0.456941,0.762296,0.456941,0.762296
torirs-profile,app_minimenu_font_scene_id,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,7848,0.001952,0.003256,0.456069,0.760842
torirs-profile,app_client_triggers_world_loaded,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3788,0.005863,0.009781,0.456055,0.760818
msvcrt,lock,[unknown],0,0.190287,0.317448,0.453128,0.755935
torirs-profile,pack_get_component,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,289,0.445369,0.742991,0.445369,0.742991
torirs-profile,Task_Dat1NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat1\task_dat1_npc_load.c,26,0.008804,0.014687,0.422983,0.705646
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.078087,0.130269,0.416000,0.693996
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2523,0.000000,0.000000,0.411163,0.685927
msvcrt,bsearch,[unknown],0,0.251389,0.419382,0.399762,0.666907
torirs-profile,palette_rgb_to_hsl24,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\osrs\palette.c,78,0.015630,0.026075,0.388676,0.648413
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,1927,0.069280,0.115577,0.383812,0.640298
msvcrt,getenv,[unknown],0,0.000000,0.000000,0.372003,0.620598
torirs-profile,App_PlaySound,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,22107,0.170883,0.285077,0.348702,0.581726
USER32,GetDC,[unknown],0,0.000000,0.000000,0.328944,0.548764
torirs-profile,UITree_FindByComponentId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1657,0.322447,0.537925,0.328308,0.547703
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.308706,0.515002
torirs-profile,Task_CS2SubChangeDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2197,0.000000,0.000000,0.305542,0.509724
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,4413,0.003907,0.006518,0.300866,0.501923
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.297717,0.496669
USER32,SendInput,[unknown],0,0.000000,0.000000,0.294773,0.491758
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.000000,0.000000,0.292075,0.487257
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.000000,0.000000,0.283288,0.472598
torirs-profile,RS_Chat_AddMessage,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_chat.c,110,0.006849,0.011426,0.275493,0.459594
torirs-profile,Task_CS2VarTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1777,0.002928,0.004885,0.271458,0.452863
USER32,GetParent,[unknown],0,0.000000,0.000000,0.263562,0.439690
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,0.261625,0.436459
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,272,0.000000,0.000000,0.259850,0.433497
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,553,0.253982,0.423708,0.253982,0.423708
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.000000,0.000000,0.253982,0.423708
USER32,DefWindowProcA,[unknown],0,0.002924,0.004878,0.245982,0.410362
torirs-profile,UITree_CcCreate,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,2286,0.050707,0.084592,0.243117,0.405582
torirs-profile,ToriDraw2D_BlitArgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,328,0.242173,0.404008,0.242173,0.404008
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.051758,0.086346,0.239236,0.399108
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.239122,0.398918
ntdll,RtlDosSearchPath_Ustr,[unknown],0,0.053692,0.089572,0.236370,0.394327
msvcrt,flsbuf,[unknown],0,0.027327,0.045589,0.235356,0.392635
ntdll,strchr,[unknown],0,0.231406,0.386045,0.231406,0.386045
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,252,0.001956,0.003263,0.229546,0.382942
torirs-profile,worldmap_floors_ready,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_worldmap_render.c,945,0.015633,0.026080,0.223553,0.372945
ntdll,RtlFreeHeap,[unknown],0,0.196230,0.327363,0.217710,0.363197
msvcrt,fputc,[unknown],0,0.021492,0.035854,0.214882,0.358479
msvcrt,memcpy,[unknown],0,0.212961,0.355274,0.212961,0.355274
torirs-profile,hmap_hash_bytes,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,234,0.211901,0.353506,0.211901,0.353506
msvcrt,write,[unknown],0,0.000000,0.000000,0.208029,0.347046
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,2438,0.205968,0.343608,0.207920,0.346865
torirs-profile,app_world_paint,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,13262,0.000000,0.000000,0.206946,0.345240
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.017572,0.029315,0.206178,0.343959
msvcrt,wsopen,[unknown],0,0.001945,0.003245,0.205082,0.342130
kernel32,TerminateThread,[unknown],0,0.001953,0.003258,0.203137,0.338885
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.203137,0.338885
msvcrt,get_osfhandle,[unknown],0,0.171877,0.286736,0.202131,0.337207
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.188198,0.313963,0.188198,0.313963
torirs-profile,seed_gen_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,1636,0.177667,0.296395,0.187429,0.312680
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.183716,0.306486
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.183588,0.306273
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2016,0.001948,0.003250,0.181705,0.303131
ntdll,tan,[unknown],0,0.160120,0.267122,0.160120,0.267122
d3d9,[5AD72B1B],,0,0.000000,0.000000,0.160087,0.267067
torirs-profile,ToriDraw_TriangleGouraud,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.158246,0.263996,0.158246,0.263996
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.001948,0.003250,0.158220,0.263952
torirs-profile,ToriDraw_ModelCaptureOriginalVertices,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,587,0.002930,0.004888,0.155267,0.259026
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,231,0.000000,0.000000,0.155082,0.258717
msvcrt,memcmp,[unknown],0,0.154259,0.257344,0.154259,0.257344
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.135860,0.226650,0.151472,0.252695
torirs-profile,scenery_add_wall_single,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1219,0.002931,0.004890,0.150410,0.250923
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.148426,0.247613
torirs-profile,app_client_trigger_script,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3637,0.003907,0.006518,0.146522,0.244437
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.000000,0.000000,0.146472,0.244353
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1111,0.000000,0.000000,0.145475,0.242690
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.005861,0.009778,0.142631,0.237946
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1858,0.067366,0.112384,0.142611,0.237912
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.102513,0.171018,0.142560,0.237827
torirs-profile,Task_CS2Run_Free,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1336,0.045806,0.076416,0.141458,0.235989
torirs-profile,RS_CS2Host_ClearHooksForInterfaceGroup,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5406,0.021507,0.035879,0.140760,0.234824
msvcrt,mbsnbicoll,[unknown],0,0.000000,0.000000,0.138605,0.231229
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.000000,0.000000,0.137749,0.229801
torirs-profile,App_RefreshAfterTreeMutation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,25422,0.000000,0.000000,0.133813,0.223235
torirs-profile,Task_Dat2DbRowLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbrow_load.c,38,0.011720,0.019552,0.129919,0.216739
ntdll,RtlDeleteAce,[unknown],0,0.121694,0.203017,0.121694,0.203017
torirs-profile,rs_cs2_acquire_stat_transmit_hook,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5210,0.003916,0.006533,0.119216,0.198883
