module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
msvcrt,memset,[unknown],0,2.341630,3.905987,2.341630,3.905987
torirs-profile,raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,158,2.219202,3.701769,2.219202,3.701769
msvcrt,wscanf,[unknown],0,0.079056,0.131870,1.941032,3.237764
msvcrt,fsetpos,[unknown],0,0.010743,0.017920,1.865826,3.112315
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,1.001679,1.670864,1.856255,3.096350
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2788,0.025403,0.042374,1.541626,2.571529
msvcrt,lseeki64,[unknown],0,0.033215,0.055405,1.526037,2.545526
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.000000,0.000000,1.511815,2.521803
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10762,0.000000,0.000000,1.409212,2.350655
msvcrt,lseek,[unknown],0,0.014647,0.024432,1.349291,2.250703
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2012,0.280855,0.468484,1.182822,1.973022
msvcrt,getenv,[unknown],0,0.000000,0.000000,1.162147,1.938535
msvcrt,bsearch,[unknown],0,0.803970,1.341073,1.155339,1.927178
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7467,0.122925,0.205047,1.085052,1.809935
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.067405,0.112436,1.046891,1.746280
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.002929,0.004886,1.033009,1.723124
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5004,0.012730,0.021234,0.910682,1.519075
ntdll,wcsncpy,[unknown],0,0.745060,1.242807,0.904970,1.509547
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.009767,0.016292,0.903354,1.506851
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5832,0.000000,0.000000,0.879872,1.467682
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.004894,0.008164,0.857929,1.431080
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,380,0.003904,0.006512,0.853960,1.424459
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2663,0.015623,0.026060,0.850129,1.418069
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.062505,0.104262,0.843575,1.407136
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.000000,0.000000,0.809557,1.350392
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.001948,0.003249,0.806647,1.345538
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,730,0.791439,1.320170,0.793392,1.323428
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.000000,0.000000,0.793392,1.323428
torirs-profile,draw_texture_scanline_transparent_blend_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,907,0.783024,1.306133,0.783024,1.306133
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.104521,0.174348,0.778353,1.298342
torirs-profile,find_hovered_recursive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_hover.c,81,0.044868,0.074843,0.772266,1.288188
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.765380,1.276702,0.765380,1.276702
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.016594,0.027680,0.763688,1.273880
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.763688,1.273880
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.000000,0.000000,0.743223,1.239743
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.743182,1.239674
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.001950,0.003253,0.721697,1.203836
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.020506,0.034205,0.719754,1.200595
torirs-profile,app_update_world_viewport,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10663,0.013673,0.022807,0.714865,1.192440
msvcrt,memmove,[unknown],0,0.710920,1.185859,0.710920,1.185859
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.023450,0.039116,0.659179,1.099552
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.258242,0.430764,0.640820,1.068928
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16895,0.000000,0.000000,0.629989,1.050861
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16547,0.000000,0.000000,0.615332,1.026413
torirs-profile,Task_CS2Run_Free,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1377,0.021479,0.035828,0.613690,1.023674
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5737,0.000000,0.000000,0.606456,1.011607
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.011703,0.019521,0.603532,1.006729
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.005867,0.009787,0.591780,0.987126
torirs-profile,app_plugin_model_publish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,19895,0.000000,0.000000,0.584974,0.975774
ntdll,RtlEnterCriticalSection,[unknown],0,0.582037,0.970874,0.582037,0.970874
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.054671,0.091195,0.575200,0.959470
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.357523,0.596371,0.573369,0.956416
ntdll,RtlLeaveCriticalSection,[unknown],0,0.546549,0.911678,0.546549,0.911678
torirs-profile,harness_field,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\cs2_harness.c,71,0.116289,0.193977,0.517595,0.863381
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.000000,0.000000,0.503478,0.839833
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.004876,0.008133,0.491267,0.819464
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.000000,0.000000,0.478611,0.798353
torirs-profile,ToriDraw2D_BlitArgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,329,0.317812,0.530130,0.446898,0.745454
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.002925,0.004879,0.428683,0.715070
msvcrt,strerror,[unknown],0,0.428447,0.714677,0.428447,0.714677
torirs-profile,ToriRS_FrameNextCommand,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2238,0.357301,0.596001,0.425629,0.709976
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.026358,0.043967,0.423823,0.706964
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.028325,0.047248,0.403405,0.672905
msvcrt,memcpy,[unknown],0,0.399671,0.666676,0.399671,0.666676
torirs-profile,app_world_paint,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,14411,0.004887,0.008152,0.392535,0.654773
torirs-profile,TorirsPerf_StageEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\perf\torirs_perf.c,1102,0.001948,0.003249,0.386320,0.644406
torirs-profile,seed_gen_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,1643,0.360306,0.601013,0.383739,0.640101
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.001953,0.003258,0.381922,0.637070
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6150,0.007812,0.013031,0.372149,0.620768
torirs-profile,Task_CS2VarTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1844,0.005859,0.009773,0.368145,0.614089
torirs-profile,UITree_FindByComponentId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1741,0.364298,0.607672,0.367111,0.612364
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6067,0.084943,0.141690,0.364337,0.607737
torirs-profile,App_WorldDrainEntityRemoved,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,21354,0.061575,0.102711,0.355669,0.593278
msvcrt,lock,[unknown],0,0.048814,0.081425,0.350533,0.584711
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.178731,0.298135,0.348659,0.581585
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.001950,0.003253,0.348643,0.581559
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.312546,0.521346,0.345743,0.576721
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.341725,0.570019,0.341725,0.570019
msvcrt,mbsnbicoll,[unknown],0,0.006820,0.011376,0.338676,0.564933
ntdll,KiFastSystemCall,[unknown],0,0.334811,0.558486,0.334811,0.558486
USER32,GetDC,[unknown],0,0.005854,0.009765,0.334729,0.558349
msvcrt,_crtCompareStringA,[unknown],0,0.041976,0.070019,0.331856,0.553557
torirs-profile,__divdi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1212,0.323021,0.538819,0.323021,0.538819
torirs-profile,World_SceneryGetByElementId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world.c,1347,0.307863,0.513535,0.307863,0.513535
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.002934,0.004894,0.307696,0.513256
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.305754,0.510017
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.012691,0.021169,0.304762,0.508362
torirs-profile,app_overlay_build_entity,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3696,0.004888,0.008153,0.300798,0.501750
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.015614,0.026045,0.297035,0.495473
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.005860,0.009775,0.295914,0.493603
torirs-profile,ToriDraw_TriangleGouraud,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.293925,0.490285,0.293925,0.490285
torirs-profile,TorirsPerf_StageBegin,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\perf\torirs_perf.c,1082,0.002930,0.004887,0.290982,0.485376
USER32,DefWindowProcA,[unknown],0,0.000000,0.000000,0.290786,0.485049
ntdll,NtQueryPerformanceCounter,[unknown],0,0.285076,0.475525,0.285076,0.475525
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.264451,0.441121
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.263723,0.439907,0.263723,0.439907
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.254692,0.424842
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.003910,0.006522,0.252964,0.421960
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.002921,0.004872,0.251999,0.420350
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.000000,0.000000,0.246196,0.410670
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.012696,0.021178,0.240226,0.400712
ntdll,RtlAllocateHeap,[unknown],0,0.141527,0.236076,0.237198,0.395661
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.235336,0.392555,0.235336,0.392555
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1188,0.000000,0.000000,0.234415,0.391019
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.006829,0.011391,0.229520,0.382854
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.229449,0.382735,0.229449,0.382735
torirs-profile,app_world_build_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16442,0.000000,0.000000,0.223671,0.373097
torirs-profile,read_triggers,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_component.c,82,0.005859,0.009773,0.222672,0.371431
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,642,0.039052,0.065141,0.212884,0.355104
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.212874,0.355087
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.212874,0.355087
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.026381,0.044005,0.212841,0.355032
USER32,SendInput,[unknown],0,0.000000,0.000000,0.203036,0.338677
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.201178,0.335578
USER32,GetParent,[unknown],0,0.000000,0.000000,0.200947,0.335192
torirs-profile,rs_cs2_acquire_var_transmit_hook,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5167,0.017582,0.029328,0.195324,0.325813
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,0.188390,0.314246
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6336,0.007831,0.013063,0.187620,0.312962
torirs-profile,UITree_AccumScrollOffset,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_scroll.c,226,0.000000,0.000000,0.187292,0.312415
torirs-profile,RS_CS2Host_ClearHooksForInterfaceGroup,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5681,0.000000,0.000000,0.183612,0.306276
torirs-profile,scenery_add_wall_single,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1245,0.027358,0.045635,0.174841,0.291646
msvcrt,flsbuf,[unknown],0,0.010736,0.017908,0.173868,0.290023
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10124,0.000000,0.000000,0.172843,0.288313
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.170938,0.285135
torirs-profile,font_measure_range,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,561,0.009770,0.016297,0.168032,0.280288
msvcrt,write,[unknown],0,0.000000,0.000000,0.163132,0.272114
msvcrt,wsopen,[unknown],0,0.000000,0.000000,0.160210,0.267240
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.160210,0.267240
kernel32,TerminateThread,[unknown],0,0.000000,0.000000,0.157284,0.262360
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.002928,0.004884,0.154286,0.257359
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.081038,0.135176,0.149401,0.249210
ntdll,strchr,[unknown],0,0.148372,0.247494,0.148372,0.247494
torirs-profile,Task_ExecPlayerInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,860,0.022469,0.037480,0.143578,0.239497
torirs-profile,Task_Dat2LocLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_loc_load.c,32,0.036128,0.060264,0.140619,0.234561
torirs-profile,Task_Dat2ObjLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_obj_load.c,74,0.007792,0.012998,0.138676,0.231320
ntdll,RtlFreeHeap,[unknown],0,0.085955,0.143378,0.134764,0.224795
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.012691,0.021169,0.133805,0.223195
torirs-profile,app,[unknown],0,0.000000,0.000000,0.132710,0.221369
torirs-profile,pack_get_component,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,289,0.129869,0.216630,0.129869,0.216630
