module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
msvcrt,memset,[unknown],0,3.955341,6.605211,3.955341,6.605211
msvcrt,read,[unknown],0,0.030262,0.050536,3.940814,6.580952
msvcrt,putch,[unknown],0,0.020501,0.034236,3.552179,5.931952
torirs-profile,PlatformSDL2_SetWindowSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,809,0.004883,0.008154,3.402344,5.681735
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2788,0.001952,0.003260,3.382158,5.648026
torirs-profile,Task_OpenSubRefresh_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,11246,0.010718,0.017898,3.206369,5.354468
torirs-profile,RSCache_ArchiveDecryptDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\archive.c,157,0.055676,0.092976,3.188208,5.324140
torirs-profile,Task_InterfaceOpen_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,518,0.000000,0.000000,3.166337,5.287616
torirs-profile,load_cache_item_dat2,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,557,0.014625,0.024423,3.096858,5.171590
torirs-profile,cs2vm2_run_script_body_timed,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,12033,0.000000,0.000000,3.063692,5.116204
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2012,0.533146,0.890326,2.842008,4.746004
torirs-profile,RSCache_CompressionBzipDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\compression.c,164,0.615221,1.027387,2.704919,4.517072
torirs-profile,Task_WorldLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\task_world_load.c,203,0.005806,0.009696,2.421949,4.044527
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5010,0.044974,0.075104,2.323486,3.880099
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.000000,0.000000,2.280496,3.808308
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,380,0.004871,0.008134,2.175436,3.632864
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.001953,0.003261,2.122594,3.544620
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,730,2.091341,3.492429,2.120641,3.541359
torirs-profile,cs2vm2_run_script_body,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11889,0.196136,0.327537,2.085625,3.482884
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,1.246029,2.080803,2.059407,3.439101
msvcrt,wscanf,[unknown],0,0.092749,0.154886,2.034597,3.397670
msvcrt,fsetpos,[unknown],0,0.014628,0.024428,1.847280,3.084860
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.128790,0.215073,1.779941,2.972408
torirs-profile,CS2VM2_RunOp,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10101,0.323991,0.541048,1.753788,2.928734
torirs-profile,draw_texture_scanline_transparent_blend_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,907,1.653103,2.760595,1.653103,2.760595
msvcrt,getenv,[unknown],0,0.021474,0.035860,1.624497,2.712825
msvcrt,lseeki64,[unknown],0,0.062491,0.104357,1.568015,2.618503
msvcrt,bsearch,[unknown],0,1.092209,1.823932,1.549313,2.587271
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.000000,0.000000,1.467841,2.451217
torirs-profile,find_hovered_recursive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_hover.c,81,0.137784,0.230092,1.326812,2.215706
msvcrt,lseek,[unknown],0,0.022480,0.037540,1.314149,2.194560
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.715034,1.194069,1.201845,2.007018
torirs-profile,get_bits,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,47,0.193351,0.322886,1.197868,2.000377
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5838,0.000000,0.000000,1.112334,1.857539
torirs-profile,app_world_roof_check,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,894,0.016607,0.027733,1.108182,1.850606
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.001953,0.003261,1.099480,1.836074
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10768,0.016602,0.027724,1.093841,1.826657
torirs-profile,ToriDraw2D_BlitArgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,329,0.638175,1.065719,1.087375,1.815859
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.000000,0.000000,1.074337,1.794086
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.052741,0.088075,1.042987,1.741733
torirs-profile,RS_CS2Host_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7460,0.032213,0.053794,1.013734,1.692882
torirs-profile,painter_cullmap_refresh_camera_key,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,555,0.907863,1.516083,0.964504,1.610671
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.041065,0.068576,0.949221,1.585149
torirs-profile,UITree_LayoutSetRootSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,16,0.817979,1.365982,0.922456,1.540453
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.906309,1.513488
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.004880,0.008149,0.901428,1.505337
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.000000,0.000000,0.893625,1.492307
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7500,0.129842,0.216829,0.881934,1.472783
ntdll,wcsncpy,[unknown],0,0.727507,1.214898,0.879828,1.469266
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.877718,1.465743,0.877718,1.465743
USER32,GetDC,[unknown],0,0.002938,0.004906,0.875490,1.462022
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2672,0.000000,0.000000,0.862800,1.440831
torirs-profile,Task_CS2Run_Free,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1377,0.005850,0.009769,0.851979,1.422760
torirs-profile,App_WorldDrainEntityRemoved,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,21690,0.068555,0.114483,0.839497,1.401916
torirs-profile,app_update_world_viewport,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10669,0.014672,0.024501,0.804764,1.343914
USER32,SendInput,[unknown],0,0.000000,0.000000,0.804175,1.342930
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.004878,0.008146,0.799814,1.335647
USER32,DefWindowProcA,[unknown],0,0.000000,0.000000,0.795399,1.328274
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,0.791517,1.321792
USER32,GetParent,[unknown],0,0.000000,0.000000,0.791517,1.321792
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.707202,1.180990,0.783480,1.308370
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.009766,0.016309,0.777365,1.298159
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.777365,1.298159
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.765194,1.277834
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5743,0.000000,0.000000,0.749046,1.250867
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.000000,0.000000,0.748079,1.249253
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.016608,0.027734,0.731470,1.221516
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.014638,0.024445,0.726576,1.213344
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.726150,1.212632
msvcrt,memcpy,[unknown],0,0.722682,1.206841,0.722682,1.206841
ntdll,RtlLeaveCriticalSection,[unknown],0,0.720632,1.203418,0.720632,1.203418
torirs-profile,ToriRS_FrameNextCommand,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2238,0.575013,0.960241,0.700003,1.168968
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.335422,0.560137,0.697581,1.164924
torirs-profile,ToriDraw_TriangleGouraud,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.679219,1.134260,0.679219,1.134260
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.021487,0.035882,0.669011,1.117213
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.010734,0.017925,0.635731,1.061637
msvcrt,memmove,[unknown],0,0.622916,1.040237,0.622916,1.040237
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.564534,0.942742
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.000000,0.000000,0.559615,0.934528
ntdll,RtlEnterCriticalSection,[unknown],0,0.532064,0.888519,0.532064,0.888519
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.000000,0.000000,0.518623,0.866073
msvcrt,mbsnbicoll,[unknown],0,0.005855,0.009778,0.451256,0.753574
msvcrt,_crtCompareStringA,[unknown],0,0.028303,0.047265,0.439516,0.733969
msvcrt,flsbuf,[unknown],0,0.026377,0.044048,0.422737,0.705949
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.000000,0.000000,0.414169,0.691640
msvcrt,write,[unknown],0,0.000000,0.000000,0.396360,0.661900
msvcrt,wsopen,[unknown],0,0.000000,0.000000,0.393414,0.656981
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.393414,0.656981
kernel32,TerminateThread,[unknown],0,0.000000,0.000000,0.391467,0.653729
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.382738,0.639152
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.003907,0.006524,0.371063,0.619656
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.000000,0.000000,0.370194,0.618205
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.202253,0.337752,0.367386,0.613515
torirs-profile,ToriDraw_ModelAnimateFrame,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,764,0.023443,0.039149,0.365672,0.610653
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.352592,0.588810,0.352592,0.588810
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6156,0.010740,0.017935,0.345806,0.577478
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,17231,0.000000,0.000000,0.340846,0.569195
torirs-profile,ToriDraw_AnimApplyTransform,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,57,0.340277,0.568245,0.340277,0.568245
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.014671,0.024500,0.338943,0.566017
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6073,0.092789,0.154953,0.335066,0.559543
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.012701,0.021210,0.328228,0.548123
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16883,0.000000,0.000000,0.326190,0.544720
torirs-profile,app_overlay_build_entity,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3702,0.000000,0.000000,0.325307,0.543246
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.002925,0.004885,0.321312,0.536574
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.000000,0.000000,0.320300,0.534884
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.299867,0.500762
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.003911,0.006531,0.297991,0.497629
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.000000,0.000000,0.297991,0.497629
ntdll,RtlAllocateHeap,[unknown],0,0.170859,0.285326,0.288984,0.482588
torirs-profile,font_measure_range,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,561,0.064504,0.107718,0.279848,0.467331
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.276399,0.461572,0.276399,0.461572
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.275214,0.459593,0.275214,0.459593
torirs-profile,UITree_AccumScrollOffset,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_scroll.c,226,0.004897,0.008178,0.270415,0.451579
msvcrt,lock,[unknown],0,0.048848,0.081574,0.266619,0.445240
torirs-profile,RSCache_ModelNewCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\model.c,3013,0.023441,0.039145,0.261764,0.437132
msvcrt,strerror,[unknown],0,0.261685,0.437000,0.261685,0.437000
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.043941,0.073379,0.257807,0.430524
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6342,0.012668,0.021155,0.255598,0.426835
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.003906,0.006523,0.253930,0.424050
torirs-profile,RSCache_Dat2DiskNewSparseFromDirectory,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1188,0.000000,0.000000,0.250016,0.417514
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,642,0.080095,0.133754,0.248075,0.414272
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.002929,0.004891,0.242151,0.404379
msvcrt,fflush,[unknown],0,0.000000,0.000000,0.233296,0.389592
d3d9,[5AD72B1B],,0,0.000000,0.000000,0.232774,0.388720
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.078134,0.130480,0.229531,0.383305
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.000000,0.000000,0.222776,0.372024
torirs-profile,Task_PackAssetsLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_pack_assets_load.c,108,0.000000,0.000000,0.214924,0.358912
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.211907,0.353874
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.208978,0.348982
torirs-profile,open_resolve_sprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,105,0.000000,0.000000,0.205093,0.342495
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.007816,0.013052,0.196281,0.327779
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.113276,0.189165,0.186508,0.311459
msvcrt,fsopen,[unknown],0,0.000000,0.000000,0.186310,0.311128
msvcrt,fopen,[unknown],0,0.000000,0.000000,0.186310,0.311128
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.025376,0.042377,0.182552,0.304852
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.179673,0.300044,0.179673,0.300044
msvcrt,fputc,[unknown],0,0.000000,0.000000,0.177703,0.296755
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.004880,0.008149,0.176837,0.295308
torirs-profile,app_world_pick_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,15821,0.175904,0.293750,0.175904,0.293750
torirs-profile,map_mouse,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,181,0.004871,0.008134,0.175557,0.293171
torirs-profile,app_client_trigger_script,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3965,0.003906,0.006523,0.173830,0.290287
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.172886,0.288711
msvcrt,mktemp,[unknown],0,0.000000,0.000000,0.167761,0.280152
msvcrt,sopen,[unknown],0,0.000000,0.000000,0.167761,0.280152
torirs-profile,rs_cs2_overlay_attach_layer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_entity_overlay.c,172,0.032212,0.053792,0.166880,0.278681
kernel32,CreateFileA,[unknown],0,0.000000,0.000000,0.165813,0.276899
torirs-profile,font_parse_hex_rgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,129,0.027519,0.045955,0.160600,0.268194
torirs-profile,Task_InvIconReconcile_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5346,0.000000,0.000000,0.157230,0.262566
torirs-profile,bridge_ensure_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1165,0.000000,0.000000,0.157230,0.262566
kernel32,MultiByteToWideChar,[unknown],0,0.155217,0.259204,0.157171,0.262467
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10130,0.000000,0.000000,0.154293,0.257661
d3d9,[5AD7289B],,0,0.000000,0.000000,0.152742,0.255071
ntdll,strchr,[unknown],0,0.152320,0.254366,0.152320,0.254366
torirs-profile,sockstream_poll_connect,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\sockstream.c,93,0.031244,0.052176,0.151372,0.252783
torirs-profile,raster_flat_screen_opaque_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\flat\flat.screen.opaque.branching.s4.c,126,0.146456,0.244574,0.146456,0.244574
torirs-profile,tileind_init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,105,0.143799,0.240137,0.143799,0.240137
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.001952,0.003260,0.143569,0.239753
