module,function,source,line,exclusive_seconds,exclusive_percent,inclusive_seconds,inclusive_percent
torirs-profile,Task_GameProtoExec_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_gameproto_exec.c,146,0.000000,0.000000,4.245402,7.083401
msvcrt,fputws,[unknown],0,0.349524,0.583176,4.200797,7.008978
msvcrt,malloc,[unknown],0,0.040006,0.066750,4.104745,6.848716
msvcrt,filbuf,[unknown],0,0.049853,0.083179,3.844441,6.414402
msvcrt,read,[unknown],0,0.042957,0.071673,3.770157,6.290460
msvcrt,putch,[unknown],0,0.024414,0.040734,3.587697,5.986028
torirs-profile,raster_gouraudhsllightness_screen_opaque_bary_branching_s4_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,158,3.578781,5.971152,3.578781,5.971152
torirs-profile,cs2vm2_run_script_body_timed,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,12033,0.001958,0.003267,3.462397,5.776967
torirs-profile,PlatformSDL2_SetWindowSize,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,809,0.008779,0.014648,3.407272,5.684991
torirs-profile,RSCache_ArchiveDecryptDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\archive.c,157,0.024428,0.040758,3.137493,5.234868
torirs-profile,load_cache_item_dat2,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,557,0.005854,0.009767,3.098713,5.170164
msvcrt,memset,[unknown],0,3.077800,5.135271,3.077800,5.135271
torirs-profile,Task_OpenSubRefresh_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,11246,0.002932,0.004892,2.890152,4.822183
torirs-profile,UITree_EmitWalk,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2788,0.005856,0.009771,2.829425,4.720861
torirs-profile,Task_InterfaceOpen_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_interface_open.c,518,0.000000,0.000000,2.822770,4.709757
torirs-profile,RSCache_CompressionBzipDecompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\compression.c,164,0.704952,1.176204,2.711753,4.524526
torirs-profile,cs2vm2_run_script_body,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11889,0.290827,0.485241,2.512198,4.191571
torirs-profile,emit_walk_node,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2012,0.550595,0.918661,2.310532,3.855094
torirs-profile,Task_WorldLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\task_world_load.c,203,0.001958,0.003267,2.264739,3.778689
torirs-profile,CS2VM2_RunOp,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10101,0.403011,0.672419,2.097387,3.499464
msvcrt,wscanf,[unknown],0,0.052696,0.087923,2.081676,3.473251
msvcrt,fsetpos,[unknown],0,0.030272,0.050508,1.999698,3.336471
torirs-profile,get_next_block,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,89,1.127896,1.881881,1.924759,3.211437
torirs-profile,raster_texshadeblend_persp_textrans_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\texshadeblend.persp.textrans.branching.lerp8_v3.u.c,35,0.095626,0.159551,1.867127,3.115278
torirs-profile,draw_texture_scanline_transparent_blend_branching_lerp8_v3_ordered,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span.sse2.u.c,907,1.771501,2.955727,1.771501,2.955727
torirs-profile,app_host_request,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5010,0.028421,0.047420,1.749159,2.918450
torirs-profile,UITree_Host,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_host.c,17,0.000000,0.000000,1.718849,2.867878
msvcrt,getenv,[unknown],0,0.005829,0.009726,1.668893,2.784527
msvcrt,lseeki64,[unknown],0,0.058561,0.097708,1.653107,2.758189
msvcrt,bsearch,[unknown],0,1.182059,1.972251,1.637665,2.732424
torirs-profile,plugin_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_host.c,380,0.001952,0.003257,1.598444,2.666984
torirs-profile,app_plugin_highlight_next,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\torirs_plugin_bridge.u.c,730,1.566124,2.613059,1.572005,2.622871
torirs-profile,nxt_highlight_draw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\plugin\plugins\nxt_highlight.c,70,0.000000,0.000000,1.572005,2.622871
torirs-profile,find_hovered_recursive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_hover.c,81,0.114157,0.190470,1.461874,2.439119
torirs-profile,Task_ExecNpcInfo_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_exec_entity_info.c,1584,0.000000,0.000000,1.404395,2.343216
msvcrt,lseek,[unknown],0,0.029296,0.048880,1.338058,2.232533
torirs-profile,RSCache_Dat2DiskIndexFileReadRecord,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.003902,0.006510,1.283993,2.142326
torirs-profile,RS_CS2Host_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7460,0.021475,0.035831,1.225557,2.044827
torirs-profile,app_world_roof_check,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,894,0.003905,0.006515,1.131766,1.888338
torirs-profile,rs_cs2_host_exec_dispatch,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7500,0.148320,0.247470,1.127895,1.881879
torirs-profile,get_bits,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,47,0.117184,0.195520,1.107560,1.847950
torirs-profile,gdi_paint_latest,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_win32gdi.c,238,0.000000,0.000000,1.030313,1.719064
torirs-profile,WorldBuilder_RebuildCenterzoneEnd,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,677,0.048778,0.081385,1.030279,1.719008
torirs-profile,Task_NpcMultiLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5838,0.000000,0.000000,1.027406,1.714214
torirs-profile,painter_cullmap_refresh_camera_key,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters.c,555,0.859519,1.434097,0.964996,1.610084
torirs-profile,ToriDraw_SceneElementApplyAnimation,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,280,0.647685,1.080654,0.951502,1.587569
torirs-profile,js5_active_read,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1909,0.005521,0.009212,0.917581,1.530973
ntdll,wcsncpy,[unknown],0,0.776448,1.295494,0.903430,1.507362
torirs-profile,ToriDraw2D_BlitArgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,329,0.561589,0.937004,0.887496,1.480776
torirs-profile,RSCache_FileListNewFromDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\filelist.c,32,0.064519,0.107649,0.878949,1.466516
USER32,GetDC,[unknown],0,0.000000,0.000000,0.866540,1.445811
USER32,SendInput,[unknown],0,0.000000,0.000000,0.849916,1.418074
torirs-profile,Task_Dat2ClientScriptLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_clientscript_load.c,25,0.000000,0.000000,0.839823,1.401234
torirs-profile,Task_AppBoot_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10768,0.002923,0.004877,0.832189,1.388497
USER32,DefWindowProcA,[unknown],0,0.002926,0.004882,0.827459,1.380605
torirs-profile,cs2_script_try_decode_footer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\clientscript.c,120,0.026363,0.043986,0.826152,1.378424
USER32,GetParent,[unknown],0,0.000000,0.000000,0.823557,1.374095
USER32,SetWindowTextA,[unknown],0,0.000000,0.000000,0.820626,1.369204
torirs-profile,js5_response_finish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1592,0.000000,0.000000,0.811546,1.354054
torirs-profile,js5_process_registered_archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1118,0.000000,0.000000,0.811546,1.354054
torirs-profile,Task_CS2Run_Free,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,1377,0.005856,0.009771,0.803583,1.340768
ntdll,KiUserCallbackDispatcher,[unknown],0,0.000000,0.000000,0.775977,1.294708
torirs-profile,js5_install_reference,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,979,0.013666,0.022802,0.775489,1.293894
torirs-profile,executor_prepare_js5_cache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\main.c,2672,0.000000,0.000000,0.753128,1.256585
torirs-profile,Task_Dat2NpcLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_npc_load.c,47,0.014645,0.024435,0.726577,1.212285
torirs-profile,Task_NpcMultiResolve_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5743,0.000000,0.000000,0.726577,1.212285
USER32,DefWindowProcW,[unknown],0,0.000000,0.000000,0.719355,1.200235
torirs-profile,RSCache_ReferenceTableNewDecode,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,18,0.302827,0.505263,0.717730,1.197524
torirs-profile,RSCache_Dat2DiskArchiveNewLoadRaw,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1281,0.000000,0.000000,0.682349,1.138491
torirs-profile,WorldBuilder_RebuildCenterzoneChunkScenery,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,372,0.000000,0.000000,0.668960,1.116151
torirs-profile,ToriRS_FrameNextCommand,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,2238,0.619977,1.034424,0.655070,1.092976
torirs-profile,RSCache_ProfileZero,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rscache_profile.c,13,0.646187,1.078155,0.646187,1.078155
msvcrt,memmove,[unknown],0,0.638617,1.065525,0.638617,1.065525
torirs-profile,ToriDraw_TriangleGouraud,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.638500,1.065329,0.638500,1.065329
torirs-profile,ToriDraw_NormalsNew,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,328,0.005846,0.009754,0.614340,1.025019
ntdll,RtlLeaveCriticalSection,[unknown],0,0.611178,1.019743,0.611178,1.019743
torirs-profile,App_WorldDrainEntityRemoved,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,21690,0.092744,0.154742,0.557046,0.929424
torirs-profile,Task_UITreeBuild_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_builder\task_uitree_build.c,112,0.000000,0.000000,0.542067,0.904432
torirs-profile,World_CycleRegisterPainterDynamics,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1533,0.507180,0.846224,0.532564,0.888576
torirs-profile,scenery_add,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,1217,0.007798,0.013011,0.527362,0.879897
torirs-profile,app_update_world_viewport,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10669,0.005856,0.009771,0.513676,0.857062
ntdll,RtlEnterCriticalSection,[unknown],0,0.481885,0.804019,0.481885,0.804019
msvcrt,memcpy,[unknown],0,0.477268,0.796316,0.477268,0.796316
torirs-profile,bridge_rasterize_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1032,0.000000,0.000000,0.467802,0.780522
msvcrt,mbsnbicoll,[unknown],0,0.013652,0.022778,0.441959,0.737403
msvcrt,lock,[unknown],0,0.070271,0.117246,0.420839,0.702165
msvcrt,_crtCompareStringA,[unknown],0,0.017545,0.029274,0.413671,0.690205
torirs-profile,CS2VM2_PushStr,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,950,0.062489,0.104262,0.404303,0.674575
torirs-profile,ToriRS_SpriteFromDat2Archive,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sprite_from_rscache.c,419,0.002928,0.004885,0.401478,0.669861
torirs-profile,Task_Dat2SpriteLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sprite_load.c,26,0.000000,0.000000,0.401478,0.669861
torirs-profile,app_world_spawn_npc_now,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,17231,0.000000,0.000000,0.376989,0.629001
torirs-profile,CS2VM2_StrPool_Alloc,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2_strpool.c,115,0.001958,0.003267,0.374112,0.624201
torirs-profile,Task_Dat2ModelLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_model_load.c,26,0.000000,0.000000,0.374086,0.624158
torirs-profile,heightmap_get_interpolated,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,169,0.191406,0.319359,0.363300,0.606162
torirs-profile,app_world_build_npc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16883,0.000000,0.000000,0.362338,0.604556
ntdll,RtlAllocateHeap,[unknown],0,0.201138,0.335596,0.357356,0.596244
torirs-profile,scenery_build_loc_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,704,0.008789,0.014664,0.353513,0.589832
torirs-profile,UITree_AccumScrollOffset,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_scroll.c,226,0.004867,0.008121,0.350595,0.584963
msvcrt,realloc,[unknown],0,0.000000,0.000000,0.341021,0.568989
torirs-profile,Dat2GroupCache_Put,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,165,0.000000,0.000000,0.340853,0.568709
msvcrt,strerror,[unknown],0,0.331834,0.553661,0.331834,0.553661
torirs-profile,world_build_scene_terrain,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_terrain.u.c,466,0.018548,0.030947,0.304675,0.508346
torirs-profile,app_varp_refresh_loc_transforms,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6073,0.088878,0.148292,0.292081,0.487334
torirs-profile,app_varp_change,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6156,0.000000,0.000000,0.292081,0.487334
torirs-profile,font_measure_range,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,561,0.042980,0.071712,0.291463,0.486302
torirs-profile,app_overlay_build_entity,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,3702,0.000000,0.000000,0.291060,0.485630
torirs-profile,RS_GameProto_Exec,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_gameproto_exec.c,668,0.000000,0.000000,0.288155,0.480783
torirs-profile,ToriDraw_ModelCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,199,0.000000,0.000000,0.288141,0.480760
torirs-profile,UITreeSceneBridge_EnsureSprite,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,254,0.000000,0.000000,0.283288,0.472663
torirs-profile,ToriDraw_ModelFromToriRS,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_model_from_torirs.c,131,0.003907,0.006519,0.272494,0.454653
torirs-profile,lighting_flat_face_normal,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,18,0.270494,0.451316,0.270494,0.451316
torirs-profile,ToriDraw_ModelAnimateFrame,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,764,0.029307,0.048898,0.267681,0.446622
torirs-profile,__umoddi3,R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1287,0.266625,0.444861,0.266625,0.444861
torirs-profile,tinfl_decompress,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2438,0.252841,0.421862,0.257725,0.430011
torirs-profile,Task_InvIconReconcile_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,5346,0.000000,0.000000,0.250001,0.417124
torirs-profile,App_ChromeRasterise,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6342,0.022451,0.037459,0.243896,0.406937
USER32,DrawTextExW,[unknown],0,0.004876,0.008136,0.240031,0.400489
kernel32,Sleep,[unknown],0,0.001954,0.003260,0.239647,0.399848
torirs-profile,ToriDraw_AnimApplyTransform,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,57,0.238374,0.397724,0.238374,0.397724
torirs-profile,bridge_ensure_obj_icon,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_scene_bridge.c,1165,0.000000,0.000000,0.231452,0.386175
torirs-profile,UITree_Push,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1942,0.037040,0.061801,0.229499,0.382916
torirs-profile,UITree_FindByComponentId,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1741,0.226583,0.378051,0.226583,0.378051
d3d9,[5AD72B1B],,0,0.000000,0.000000,0.225492,0.376231
torirs-profile,UITree_PushBuildComponent,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,37,0.002931,0.004890,0.211950,0.353636
torirs-profile,packet_chat_filter_settings_v4_out,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rsprot\packets\chat_filter_settings.c,41,0.055674,0.092891,0.207900,0.346879
torirs-profile,Task_Dat2SoundLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_sound_load.c,49,0.000000,0.000000,0.200296,0.334191
torirs-profile,Task_Dat2SoundscapeLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_soundscape_load.c,74,0.000000,0.000000,0.200296,0.334191
torirs-profile,ToriRS_SoundFromRSCache,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_sound_from_rscache.c,12,0.000000,0.000000,0.200296,0.334191
ntdll,tan,[unknown],0,0.199190,0.332346,0.199190,0.332346
d3d9,[5AD76242],,0,0.000000,0.000000,0.195127,0.325567
d3d9,[5AD760C5],,0,0.000000,0.000000,0.195127,0.325567
torirs-profile,Task_CS2StatTransmitDispatch_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2083,0.000000,0.000000,0.194351,0.324272
torirs-profile,RSCache_SoundEffectRender,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,512,0.109483,0.182671,0.191501,0.319517
torirs-profile,alloc_normals_for_column,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,387,0.003902,0.006510,0.191405,0.319357
torirs-profile,net_process_packets,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\net\net.c,383,0.000000,0.000000,0.188432,0.314396
torirs-profile,font_parse_hex_rgb,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_font.c,129,0.048894,0.081579,0.187861,0.313444
torirs-profile,RSCache_ModelNewCopy,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\model.c,3013,0.000000,0.000000,0.187516,0.312868
torirs-profile,ToriDraw_ApplyLighting,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,248,0.178716,0.298185,0.178716,0.298185
torirs-profile,ToriDraw_Init,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw.c,642,0.015631,0.026080,0.175781,0.293288
torirs-profile,dat2_archive_clone,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,187,0.000000,0.000000,0.171977,0.286941
d3d9,[5AD7289B],,0,0.000000,0.000000,0.170857,0.285073
msvcrt,flsbuf,[unknown],0,0.006835,0.011404,0.170845,0.285053
torirs-profile,rs_cs2_runtime_hook_slot,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6009,0.000000,0.000000,0.165062,0.275404
torirs-profile,Task_Dat2ComponentPackLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_component_pack_load.c,25,0.010736,0.017913,0.164092,0.273785
msvcrt,wsopen,[unknown],0,0.001957,0.003265,0.164010,0.273649
msvcrt,write,[unknown],0,0.000000,0.000000,0.164010,0.273649
msvcrt,setlocale,[unknown],0,0.162991,0.271948,0.162991,0.271948
torirs-profile,rs_cs2_acquire_var_transmit_hook,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5167,0.007803,0.013019,0.162114,0.270485
kernel32,WriteConsoleA,[unknown],0,0.000000,0.000000,0.162053,0.270383
d3d9,[5AD754F1],,0,0.000000,0.000000,0.161066,0.268737
d3d9,[5AD72753],,0,0.000000,0.000000,0.161066,0.268737
torirs-profile,RS_CS2Host_ClearHooksForInterfaceGroup,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,5714,0.002927,0.004884,0.160167,0.267237
torirs-profile,app_world_build_model,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,16778,0.000000,0.000000,0.157245,0.262361
torirs-profile,App_WorldLoadFinish,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,10130,0.000000,0.000000,0.157233,0.262341
torirs-profile,Task_Dat2DbRowLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_dbrow_load.c,38,0.013659,0.022790,0.156221,0.260653
kernel32,TerminateThread,[unknown],0,0.000000,0.000000,0.156219,0.260649
torirs-profile,Task_Dat2ObjLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_obj_load.c,74,0.024418,0.040741,0.154320,0.257481
torirs-profile,UITree_CcCreate,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,2418,0.007786,0.012991,0.151317,0.252471
torirs-profile,rs_cs2_overlay_attach_layer,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_entity_overlay.c,172,0.003909,0.006522,0.147505,0.246110
torirs-profile,Task_Dat2LocLoad_Run,C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_loc_load.c,32,0.037114,0.061924,0.147458,0.246032
d3d9,[5AD7464D],,0,0.000000,0.000000,0.144446,0.241006
