source,line,exclusive_seconds,exclusive_percent
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,85,0.055665,0.092864
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\alpha.h,35,0.054698,0.091250
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4434,0.053701,0.089587
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,72,0.052769,0.088032
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11492,0.051738,0.086312
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.h,223,0.050791,0.084733
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\task_cs2_run.c,2265,0.050779,0.084713
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,3131,0.050727,0.084626
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,130,0.048790,0.081394
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,559,0.047844,0.079816
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1584,0.046882,0.078211
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1029,0.046864,0.078181
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,244,0.046807,0.078086
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,243,0.045904,0.076580
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,213,0.044932,0.074958
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,241,0.044931,0.074957
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,2339,0.044912,0.074925
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,158,0.043934,0.073293
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,378,0.043055,0.071827
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,1763,0.042952,0.071655
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,591,0.042949,0.071650
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,102,0.041988,0.070047
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,234,0.041984,0.070040
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,415,0.041979,0.070032
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_iface_stats.c,136,0.041118,0.068596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1242,0.041017,0.068427
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\painters\painters_i.h,335,0.041008,0.068412
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,420,0.041007,0.068410
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,2307,0.040934,0.068289
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,145,0.040054,0.066820
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1310,0.040044,0.066804
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\int_wrap.h,49,0.039142,0.065299
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,250,0.039108,0.065242
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,213,0.039067,0.065174
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,120,0.039065,0.065171
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,45,0.039064,0.065169
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,523,0.039063,0.065167
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,58,0.039057,0.065157
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,129,0.039049,0.065144
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,408,0.038096,0.063554
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_sprite.c,482,0.037138,0.061956
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,249,0.037111,0.061911
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1308,0.036186,0.060368
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11482,0.036101,0.060226
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,361,0.036081,0.060192
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11513,0.036072,0.060177
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1092,0.035162,0.058659
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,299,0.035160,0.058656
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,455,0.034221,0.057090
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4069,0.034171,0.057006
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,1572,0.033526,0.055930
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,2610,0.033211,0.055405
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,2313,0.033210,0.055403
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,246,0.033207,0.055398
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,1655,0.032208,0.053731
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1209,0.032208,0.053731
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,197,0.031302,0.052220
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,763,0.031273,0.052172
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,644,0.031266,0.052160
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.031258,0.052146
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\lightmap.c,108,0.031258,0.052146
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1016,0.031252,0.052136
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1222,0.031241,0.052118
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\cs2_script.c,65,0.031235,0.052108
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,334,0.030344,0.050622
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1684,0.030274,0.050505
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,479,0.030274,0.050505
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,555,0.030271,0.050500
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11499,0.030264,0.050488
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1398,0.029323,0.048918
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1387,0.029303,0.048885
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,47,0.029302,0.048883
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1830,0.029299,0.048878
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_sprite.c,508,0.029298,0.048877
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,67,0.029296,0.048873
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,205,0.029291,0.048865
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,1952,0.029266,0.048823
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.alpha.bary.branching.s4.c,425,0.029257,0.048808
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4381,0.028340,0.047278
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,550,0.028326,0.047255
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,9849,0.028317,0.047240
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,64,0.028070,0.046828
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,75,0.027426,0.045754
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,77,0.027359,0.045642
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\alpha.h,36,0.027353,0.045632
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1311,0.027352,0.045630
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,125,0.027352,0.045630
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.h,682,0.027349,0.045625
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,430,0.027348,0.045624
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,351,0.027345,0.045619
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\entity_pool.c,71,0.027339,0.045609
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,346,0.027339,0.045609
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,795,0.027326,0.045587
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\alpha.h,33,0.027323,0.045582
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,133,0.027321,0.045579
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,417,0.026401,0.044044
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,409,0.026395,0.044034
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1335,0.026371,0.043994
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11525,0.026359,0.043974
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,556,0.026350,0.043959
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_clip.u.c,35,0.025402,0.042377
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,682,0.025399,0.042372
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,223,0.025397,0.042369
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,239,0.025393,0.042362
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,1669,0.025393,0.042362
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,168,0.025393,0.042362
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,202,0.025387,0.042352
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1108,0.025383,0.042345
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,761,0.024995,0.041698
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1400,0.024485,0.040847
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,138,0.024433,0.040761
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2462,0.024419,0.040737
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,839,0.024417,0.040734
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,1479,0.024416,0.040732
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,240,0.024405,0.040714
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,415,0.023705,0.039546
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,78,0.023473,0.039159
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,567,0.023457,0.039132
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1012,0.023450,0.039121
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,526,0.023436,0.039097
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchain\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1181,0.023433,0.039092
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,132,0.023430,0.039087
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,953,0.023429,0.039086
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,1691,0.023428,0.039084
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,153,0.023424,0.039077
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.alpha.bary.branching.s4.c,141,0.023378,0.039001
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,628,0.022499,0.037534
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,435,0.022466,0.037479
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\perf\torirs_perf.c,1027,0.022461,0.037471
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,103,0.022461,0.037471
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1388,0.022460,0.037469
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1709,0.022460,0.037469
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_vorbis.c,749,0.022458,0.037466
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,12100,0.022457,0.037464
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,78,0.021508,0.035881
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1551,0.021504,0.035874
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,1129,0.021494,0.035858
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\sockstream.c,349,0.021489,0.035849
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,355,0.021488,0.035848
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,2789,0.021488,0.035848
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,576,0.021487,0.035846
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,157,0.021483,0.035839
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,8638,0.021482,0.035838
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,1910,0.021476,0.035828
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1680,0.021476,0.035828
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4039,0.021454,0.035791
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,425,0.020539,0.034264
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\minimap.c,816,0.020517,0.034228
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,277,0.020510,0.034216
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,22329,0.020500,0.034199
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,106,0.020157,0.033627
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4198,0.019557,0.032626
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1072,0.019539,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,227,0.019539,0.032596
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,448,0.019538,0.032594
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,119,0.019538,0.032594
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.alpha.bary.branching.s4.c,418,0.019534,0.032588
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,484,0.019534,0.032588
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,484,0.019532,0.032584
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchain\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1211,0.019531,0.032583
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,379,0.019530,0.032581
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,234,0.019530,0.032581
