source,line,exclusive_seconds,exclusive_percent
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,6375,0.026368,0.101456
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2079,0.026367,0.101452
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,65,0.025391,0.097696
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\torirs_component_from_rscache.c,751,0.025388,0.097685
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1311,0.024502,0.094276
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1361,0.024420,0.093960
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,77,0.023491,0.090386
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,267,0.023450,0.090228
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,441,0.023449,0.090224
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1040,0.023449,0.090224
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\toridraw_animation_from_rscache.c,47,0.023448,0.090220
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,139,0.023440,0.090190
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11899,0.023438,0.090182
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,556,0.023432,0.090159
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,550,0.023427,0.090140
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,763,0.022483,0.086507
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,155,0.022463,0.086430
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,87,0.021498,0.082717
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1764,0.021495,0.082706
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_clip.u.c,68,0.021487,0.082675
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,710,0.021486,0.082671
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,1129,0.021482,0.082656
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2617,0.021481,0.082652
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,410,0.021460,0.082571
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,152,0.021449,0.082529
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_map_load.c,42,0.020556,0.079093
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,6541,0.020518,0.078947
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\task_dat2_texture_load.c,466,0.020517,0.078943
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\archive.c,81,0.020516,0.078939
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1236,0.020516,0.078939
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4267,0.020510,0.078916
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\world_cycle.c,1549,0.019589,0.075372
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,414,0.019555,0.075241
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,243,0.019540,0.075184
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,229,0.019539,0.075180
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,7460,0.019538,0.075176
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2610,0.019537,0.075172
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,212,0.019536,0.075168
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shade.h,33,0.019533,0.075157
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,339,0.019527,0.075134
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,523,0.019523,0.075118
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,415,0.019168,0.073752
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\sharelight_map.c,166,0.018560,0.071413
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,93,0.017591,0.067685
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\model.c,1904,0.017589,0.067677
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,596,0.017587,0.067669
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_clip.u.c,35,0.017585,0.067661
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_raster.u.c,539,0.017581,0.067646
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,404,0.017577,0.067631
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2708,0.017572,0.067611
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,542,0.017571,0.067608
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,466,0.017559,0.067561
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,85,0.017554,0.067542
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,153,0.016604,0.063887
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_builder.c,747,0.015630,0.060139
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,109,0.015622,0.060108
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\int_wrap.h,49,0.015619,0.060097
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,245,0.015615,0.060081
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,166,0.014652,0.056376
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\dat2_config_npc.c,1282,0.014651,0.056372
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,646,0.014651,0.056372
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,240,0.014638,0.056322
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,941,0.014566,0.056045
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,116,0.013696,0.052698
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,78,0.013688,0.052667
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4297,0.013674,0.052613
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.h,50,0.013671,0.052602
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,557,0.013668,0.052590
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2827,0.013663,0.052571
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,4444,0.013656,0.052544
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\dat2\dat2_group_cache.c,247,0.013652,0.052529
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2616,0.013650,0.052521
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,250,0.012700,0.048866
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model_transform.c,644,0.012687,0.048815
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,2170,0.012686,0.048812
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,365,0.011735,0.045153
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,364,0.011728,0.045126
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,378,0.011724,0.045110
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4627,0.011723,0.045106
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,236,0.011722,0.045102
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,442,0.011715,0.045076
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,412,0.011714,0.045072
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\game\rs_cs2_host.c,4680,0.011713,0.045068
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2707,0.011709,0.045052
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,114,0.011703,0.045029
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,446,0.010739,0.041320
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,242,0.010738,0.041316
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1017,0.010737,0.041313
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1377,0.010732,0.041293
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,238,0.010726,0.041270
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_sprite.c,511,0.009811,0.037750
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,113,0.009787,0.037657
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,184,0.009781,0.037634
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,534,0.009772,0.037600
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,228,0.009767,0.037580
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,376,0.009765,0.037573
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,355,0.009764,0.037569
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,11481,0.009761,0.037557
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2763,0.009761,0.037557
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,27,0.009759,0.037549
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2611,0.009757,0.037542
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1059,0.009752,0.037523
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,608,0.009721,0.037403
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,910,0.008799,0.033856
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,28,0.008796,0.033844
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2577,0.008793,0.033833
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,390,0.008782,0.033790
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,409,0.008776,0.033767
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,317,0.008771,0.033748
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11907,0.007853,0.030216
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,404,0.007844,0.030181
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2828,0.007830,0.030127
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,770,0.007823,0.030100
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,764,0.007820,0.030089
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1457,0.007819,0.030085
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,136,0.007818,0.030081
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_sharelight.u.c,124,0.007817,0.030077
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,192,0.007816,0.030073
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,229,0.007816,0.030073
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,245,0.007815,0.030070
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,1181,0.007815,0.030070
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,196,0.007813,0.030062
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\checksum.c,99,0.007813,0.030062
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_sdl2_renderer_soft3d.c,1455,0.007812,0.030058
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\world\entity_pool.h,88,0.007811,0.030054
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,227,0.007811,0.030054
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,133,0.007811,0.030054
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_lighting.c,92,0.007809,0.030047
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,444,0.007808,0.030043
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\app.c,6056,0.007807,0.030039
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\render\torirs_frame.c,1985,0.007807,0.030039
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\triangles\toridraw_triangle_gouraud.u.c,37,0.007806,0.030035
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,32,0.007806,0.030035
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\hmap\hmap.h,399,0.007805,0.030031
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,54,0.007800,0.030012
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\js5\js5.c,1388,0.007799,0.030008
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1062,0.007789,0.029970
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,499,0.006863,0.026407
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\reference_table.c,150,0.006847,0.026345
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2826,0.006840,0.026318
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2726,0.006839,0.026314
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\heightmap.c,58,0.006838,0.026310
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\config\i386\cygwin.S,143,0.006836,0.026303
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\platform\platform_x_io.c,920,0.006835,0.026299
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\rsbuffer.c,330,0.006835,0.026299
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,3842,0.006834,0.026295
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2767,0.006832,0.026287
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2731,0.006828,0.026272
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\<artificial>,10126,0.006823,0.026253
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\shared_tables.c,46,0.005891,0.022667
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_2d.c,405,0.005885,0.022644
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_emit.c,2038,0.005884,0.022640
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_layout.c,465,0.005881,0.022628
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1353,0.005865,0.022567
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\gouraudhsllightness\gouraudhsllightness.screen.opaque.bary.branching.s4.c,355,0.005863,0.022559
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1653,0.005863,0.022559
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\miniz\miniz.c,2785,0.005862,0.022555
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,244,0.005862,0.022555
R:\winlibs_staging_msvcrt32\gcc-15.2.0\build_mingw\i686-w64-mingw32\libgcc\..\..\..\libgcc\libgcc2.c,1016,0.005862,0.022555
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,290,0.005861,0.022551
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\toolchains\mingw32\lib\gcc\i686-w64-mingw32\15.2.0\include\emmintrin.h,743,0.005861,0.022551
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,944,0.005860,0.022547
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_scenery.u.c,130,0.005860,0.022547
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\cs2vm2\cs2vm2.c,11914,0.005859,0.022544
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree_build.c,25,0.005859,0.022544
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\world_builder\world_decode_tile.c,471,0.005859,0.022544
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_render.u.c,1523,0.005858,0.022540
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_model.c,191,0.005858,0.022540
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\toridraw_scene.c,181,0.005858,0.022540
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\engine\uitree_from_component.c,249,0.005858,0.022540
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\bzip\bzip.c,438,0.005857,0.022536
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\datatypes\sound_render.c,95,0.005857,0.022536
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\rscache\src\dat2disk.c,1400,0.005856,0.022532
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\3rd\toridraw\graphics\raster\texture\span\tex.span_uv.h,76,0.005855,0.022528
C:\Users\mrobe\Documents\git_repos\oldschool-clientc\src\ui\uitree.c,1635,0.005855,0.022528
